"","sentence_text_new"
"68","Nor will we allow irresponsibility in the private sector to continue unchecked."
"69","We will bring law and order to our financial markets as a necessary step to restoring confidence."
"70","But the real prize for Britain is to create a new economic model, one founded on investment and savings not borrowing and debt."
"71","This economic vision reflects our belief in enterprise and aspiration."
"72","It is a vision of a truly modern economy: one that is greener and more local."
"73","An economy where Britain leads in science, technology and innovation."
"74","But it is founded on a determination that wealth and opportunity must be more fairly distributed."
"75","We want to see an economy where not just our standard of living, but everyone's quality of life, rises steadily and sustainably."
"76","But a nation is only really successful if it is built on a strong society."
"77","We will never deal with our debts and build a new economy unless we solve the social problems that cost so much and hold so many people back."
"78","Labour's big government approach is making our social problems worse, not better - inequality and poverty on the rise"
"79","social mobility stalled"
"80","family breakdown a fact of life for too many children."
"81","So we need fundamental change: from big government that presumes to know best, to the Big Society that trusts in the people for ideas and innovation."
"82","We will move from state action to social action, encouraging social responsibility in all its forms and across all the country - whether curbing incivility on our streets or supporting social enterprises with the power to transform neighbourhoods."
"83","Mending Britain's broken society will be a central aim of the next Conservative government."
"84","That is why in this manifesto we set ourselves an ambitious goal: to make Britain the most family-friendly country in Europe."
"85","That is why we back the NHS."
"86","That is why we will reform schools to raise standards and restore discipline."
"87","It is why we will get people off benefits and into work"
"88","reform policing, sentencing and prisons."
"89","And why we are committed to a greener future."
"90","But we will not succeed in building the Big Society, or in building a new economic model, unless we stop government trying to direct everything from the centre."
"91","We will get nowhere with yet more top-down state control."
"92","So, after thirteen years of Labour, we need radical political reform."
"93","We need to change the whole way this country is run."
"94","As Conservatives, we trust people."
"95","We believe that if people are given more responsibility, they will behave more responsibly."
"96","We believe that if you decentralise power, you get better results and better value for money."
"97","So the plans set out in this manifesto represent an unprecedented redistribution of power and control from the central to the local, from politicians and the bureaucracy to individuals, families and neighbourhoods."
"98","We will give people much more say over the things that affect their daily lives."
"99","We will make government, politics and public services much more open and transparent."
"100","And we will give the people who work in our public services much greater responsibility."
"101","But in return, they will have to answer to the people."
"102","All these measures will help restore trust in our broken political system."
"103","We know that this is an ambitious vision."
"104","A profoundly optimistic vision."
"105","It is also an authentically Conservative vision: sound money, backing enterprise, trusting people."
"106","The journey we embarked on four and a half years ago was all about applying this Conservative approach to the progressive challenges of our age: making opportunity more equal"
"107","fighting poverty and inequality"
"108","improving the environment and general well-being."
"109","So our creed today is progressive Conservatism"
"110","and this is an unashamedly progressive Conservative manifesto."
"111","Now we ask you to join us for the next and most important stage of the journey: changing Britain so we can offer a better life to all our citizens and play a proud and leading role in the world."
"112","Each of the three programmes of reform outlined in this manifesto - our plans to build a new economic model"
"113","to build the Big Society"
"114","to build a political system where people have more power and control over their lives - is a massive undertaking in its own right."
"115","Yet we are proposing to carry out these changes all at once, because that is the only way to put Britain on the right path for a successful future."
"116","Britain faces huge problems that demand radical change"
"117","and it cannot come soon enough."
"118","We are impatient to get on with this work."
"119","We are determined to make a difference."
"120","We have the policies to make that difference."
"121","And most importantly, we have faith in the people of Britain, because we know that if we all pull together, stick together, then this country can change its future."
"124","Change the economy. Get the economy moving. Gordon Brown's debt, waste and taxes have wrecked the economy and threaten to kill the recovery."
"125","A Conservative government will take action now to cut the deficit, stop Labour's jobs tax, help keep mortgage rates low and get the economy moving."
"126","We will create a new economic model built on investment and savings, not borrowing and debt."
"127","Where is the growth going to come from?"
"128","Who will provide jobs for the millions out of work?"
"129","How will families be able to aspire to a better future?"
"130","These are the questions being asked about Britain, at home and abroad."
"131","One thing is clear."
"132","We can't go on with the old model of an economy built on debt."
"133","Irresponsible public spending, an overblown banking sector, and unsustainable consumer borrowing on the back of a housing bubble were the features of an age of irresponsibility that left Britain badly exposed to the economic crisis."
"134","Now, with the national debt already doubled and in danger of doubling again, it is this debt - together with the jobs tax that Labour will introduce to help pay for it - that threatens to kill the recovery."
"135","Britain needs a new economic model."
"136","Saving and business investment must replace reckless borrowing as the foundation of growth."
"137","We need to boost enterprise and develop a low carbon, hi-tech economy."
"138","Our exports must grow."
"139","We need to get Britain working by creating jobs in the private sector, and we must get better value for money from the public sector."
"140","With the next Conservative government, our tax system, education and national infrastructure will help British firms out-compete their global rivals, not hold them back."
"141","We will build a more balanced economy that does not depend so heavily on the success of financial services, and where all parts of the country share in the gains."
"142","The bedrock of this new economic model will be the stability and low interest rates that come from a credible plan to reduce our record budget deficit, protect Britain's credit rating and give taxpayers value for their money."
"143","Building this new economic model requires a national effort."
"144","We can reverse Britain's economic decline - but only if we accept that we are all in this together."
"145","No government, even a strong and united one, can create a better country alone."
"146","It needs individuals, families and businesses pulling alongside."
"147","We want to unite everyone in our country behind this bold vision of a new British economic model."
"149","Benchmarks for Britain. For the first time, the British people will have eight clear and transparent benchmarks against which they can judge the economic success or failure of the next government."
"150","We will be accountable and open."
"151","These are the eight Benchmarks for Britain."
"152","Achieving them over the next Parliament will mean we have put Britain back on its feet and are building a new British economic model, very different from the debt-driven economy of recent years."
"153","1. Ensure macroeconomic stability: We will safeguard Britain's credit rating with a credible plan to eliminate the bulk of the structural deficit over a Parliament."
"154","Our fiscal policy will seek to help keep interest rates lower for longer."
"155","The independent Bank of England will continue to target 2 per cent Consumer Price Index (CPI) inflation, and will use its new role in prudential supervision to preserve financial stability."
"156","2. Create a more balanced economy: We will create the conditions for higher exports, business investment and saving as a share of Gross Domestic Product (GDP)."
"157","3. Get Britain working again: We will reduce youth unemployment and reduce the number of children in workless households as part of our strategy for tackling poverty and inequality."
"158","4. Encourage enterprise: We will improve Britain's international rankings for tax competitiveness and business regulation."
"159","5. Ensure the whole country shares in rising prosperity: We will increase the private sector's share of the economy in all regions of the country, especially outside London and the South East."
"160","6. Reform public services to deliver better value for money: We will raise productivity growth in the public sector in order to deliver better schools and a better NHS."
"161","7. Create a safer banking system that serves the needs of the economy: We will reform the regulation and structure of the banking system to ensure lower levels of leverage, less dependence on unstable wholesale funding, and greater availability of credit for small and medium-sized enterprises (SMEs)."
"162","8. Build a greener economy: We will reduce UK greenhouse gas emissions and increase our share of global markets for low carbon technologies."
"164","Ensure macroeconomic stability. We will safeguard Britain's credit rating with a credible plan to eliminate the bulk of the structural deficit over a Parliament."
"165","Our fiscal policy will help keep interest rates lower for longer."
"166","The independent Bank of England will continue to target 2 per cent CPI inflation, and will use its new role in prudential supervision to preserve financial stability."
"167","After a decade of mismanagement, the UK entered the recession in poor shape, with the second biggest budget deficit in the developed world."
"168","We have been honest about the scale of the problem, and the actions we will need to take to deal with it."
"169","This will not be easy, but we can overcome our problems if we all pull together."
"170","The absence of a credible plan to deal with our record budget deficit, the largest of any major economy, is creating uncertainty over Britain's credit rating and interest rates."
"171","This instability undermines confidence and jeopardises investment."
"172","It could tip Britain back into recession."
"173","This is Gordon Brown's legacy - and why the greatest risk to our economic recovery is five more years of Gordon Brown."
"175","Urgent action to reduce debt. Urgent action is needed if we are to avoid the higher borrowing costs that would inevitably follow from a credit rating downgrade."
"176","So we will cut wasteful government spending to bring the deficit down and restore stability."
"177","We will increase spending on health in real terms every year and honour our commitments on international aid, but our plan to get a grip on the deficit will include cuts to wasteful spending in many other departmental budgets."
"178","That will enable the independent Bank of England to keep interest rates as low as possible for as long as possible."
"179","To ensure that no Labour government can ever attempt to bankrupt our public finances again, we will set up an independent Office for Budget Responsibility to restore trust in the government's ability to manage the public finances."
"180","We will provide an emergency Budget within 50 days of taking office to set out a credible plan for eliminating the bulk of the structural current budget deficit over a Parliament."
"181","The case for starting early to re-establish our economic credibility is overwhelming, and is backed by economists and business leaders."
"182","We will start by cutting a net £6 billion of wasteful departmental spending in the financial year 2010/11."
"183","In addition, we will make the following savings: freeze public sector pay for one year in 2011, excluding the one million lowest paid workers"
"184","hold a review to bring forward the date at which the state pension age starts to rise to 66, although it will not be sooner than 2016 for men and 2020 for women"
"185","stop paying tax credits to better-off families with incomes over £50,000"
"186","cut government contributions to Child Trust Funds for all but the poorest third of families and families with disabled children"
"187","cap public sector pensions above £50,000"
"188","cut Ministers' pay by 5 per cent, followed by a five year freeze"
"189","and, reduce the number of MPs by 10 per cent."
"190","Over the course of a Parliament, we will cut Whitehall policy, funding and regulation costs by a third, saving £2 billion a year, and save a further £1 billion a year from quango bureaucracy."
"192","Cut government waste to stop Labour's jobs tax. Labour are planning to increase National Insurance in 2011."
"193","Anyone earning over £20,000 will pay more tax, and employers will pay more tax on all jobs paid over £5,700."
"194","This jobs tax, which will hit small businesses especially hard, will kill off the recovery."
"195","Experts predict it will cost 57,000 jobs in small and medium-sized businesses alone."
"196","At the same time, Labour will not take action to cut waste in government."
"197","They have identified £11 billion pounds of waste, but they do not plan to start dealing with it until April 2011."
"198","So Labour will continue wasting money while putting up taxes on working people."
"199","We will act immediately to cut government waste so we can stop the most damaging part of the National Insurance rise for employers and for anyone earning under £35,000."
"200","We will make the following changes in April 2011, relative to Labour's plans: raise the primary threshold for National Insurance by £24 a week and raise the Upper Earnings Limit by £29 a week"
"201","and, raise the secondary threshold at which employers start paying National Insurance by £21 a week."
"202","Seven out of ten working people - those earning between £7,100 and £45,400 - and almost every employer will save up to £150 a year per person compared to under Labour."
"203","Lower earners will get the greatest benefit as a percentage of their earnings."
"204","Nobody will be worse off as a result of these changes."
"205","Our plans are backed by many of Britain's top business leaders, who between them employ more than half a million people, as well as by Britain's leading business organisations."
"206","To pay for this we will take immediate action to cut a net £6 billion of wasteful departmental spending in the financial year 2010/11, with further savings in future years."
"207","This is in addition to the savings made by cutting tax credits and Child Trust Funds for better-off families."
"208","These actions will allow us to reduce the deficit more quickly than Labour year-on-year while avoiding the most damaging part of their jobs tax."
"209","It will also lower the proportion of the reduction of the structural deficit that is accounted for by tax increases, from about one third towards one fifth."
"210","This is in line with international best practice, as well as the Treasury's own internal analysis."
"211","Former government advisers Sir Peter Gershon and Dr Martin Read have advised us that savings of £12 billion across all departmental spending are possible in-year without affecting the quality of frontline services."
"212","These are over and above any savings already planned by Labour."
"213","We will achieve this through: new Information and Communications Technologies (ICT) spending"
"214","immediate negotiations to achieve cost reductions from major suppliers"
"215","tighter control of public sector recruitment"
"216","reductions in discretionary spending, including travel, expenses, advertising, consultancy and office supplies"
"217","and, reductions in public sector property costs."
"218","We will match Labour's spending plans for 2010/11 in health and overseas aid."
"219","Given our commitment to carry out a Strategic Defence and Security Review, it would also not be appropriate to make in-year reductions to the existing defence budget in 2010/11."
"220","Savings in these protected areas will be channelled back into frontline services."
"221","The net £6 billion of savings will be made from the remaining departmental budgets."
"223","Create a more balanced economy. We will create the conditions for higher exports, business investment and saving as a share of GDP."
"224","For the last decade, growth has been too dependent on government spending and debt-fuelled consumption."
"225","More than half of the new jobs created were driven by public spending."
"226","Household savings collapsed, and the UK has the lowest investment as a share of GDP of any G7 country."
"227","Our share of world exports has fallen by almost a third."
"228","A sustainable recovery must be driven by growth in exports and business investment, and through a better environment for wealth creation."
"230","Make Britain the leading hi-tech exporter in Europe. We will implement key recommendations from Sir James Dyson's Review into how to achieve our goal of making Britain Europe's leading hi-tech exporter, including: encouraging the establishment of joint university-business research and development institutes"
"231","initiating a multi-year Science and Research Budget to provide a stable investment climate for Research Councils"
"232","creating a better focus on Science, Technology, Engineering and Maths (STEM) subjects in schools"
"233","and, establishing a new prize for engineering."
"234","Research and development tax credits will be improved and refocused on hi-tech companies, small businesses and new start-ups."
"235","At the same time, we will give strong backing to the growth industries that generate high-quality jobs around the country."
"236","We will improve the performance of UK Trade and Investment with a renewed focus on high priority sectors and markets where the return on taxpayers' money is highest."
"237","We will regularly compare government support for exporters and inward investment against the services provided by our competitors."
"238","We will work for the successful conclusion of the Doha trade round and support bilateral free trade negotiations between the European Union (EU) and other countries."
"240","Encourage saving and investment. Only by saving more can we finance investment for the future without being dependent on unsustainable inflows of capital from abroad."
"241","We will help stop the spread of means-testing by restoring the link between the basic state pension and average earnings, making it worthwhile for people to save."
"242","Other measures we will take to encourage saving include: reinvigorating occupational pensions and working with employers and industry to support auto-enrolment into pensions"
"243","working with the trade unions, businesses and others to address the growing disparity between public sector pensions and private sector pensions, while protecting accrued rights"
"244","and, when resources allow, starting to reverse the effects of the abolition of the dividend tax credit for pension funds."
"245","We will reward those who have saved for their retirement by ending the effective obligation to buy an annuity at age 75."
"246","And we will raise the inheritance tax threshold to £1 million to help millions of people who aspire to pass something on to their children, paid for by a simple flat-rate levy on all non-domiciled individuals."
"247","We must not let the mis-selling of financial products put people off saving."
"248","We will implement the Ombudsman's recommendation to make fair and transparent payments to Equitable Life policy holders, through an independent payment scheme, for their relative loss as a consequence of regulatory failure."
"250","Help households manage their debts. Going into the recession, Britain's consumer debt was the highest in the G7."
"251","A Conservative government will promote responsible consumer finance by creating a powerful Consumer Protection Agency (CPA) to take over the Financial Services Authority's consumer protection role."
"252","In addition, we will: give the CPA new powers to define and ban excessive borrowing rates on store cards"
"253","launch Britain's first free national financial advice service, funded in full through a new social responsibility levy on the financial services sector"
"254","introduce a seven-day cooling off period for store cards"
"255","require credit card companies to provide clear information"
"256","and, ensure that no-one is forced to sell their home to pay unsecured debts of less than £25,000."
"258","Get Britain working again. We will reduce youth unemployment and reduce the number of children in workless households as part of our strategy for tackling poverty and inequality."
"259","Under Labour, youth unemployment has reached over 900,000, with one in five young people unable to find a job."
"260","We are at risk of creating a lost generation of young people without the skills to participate in the workforce, without hope for the future."
"261","At the same time, economic inactivity is rising, and more than five million people are out of work and on benefits."
"262","This tidal wave of worklessness is making it hard for many families to make ends meet."
"263","In recent years, the number of people living in severe poverty has risen."
"264","One in six children in the UK now lives in a workless household - the highest proportion of any country in Europe - and child poverty has gone up in recent years."
"265","Getting people back into work is an essential part of realising the goal of eliminating child poverty by 2020, and ensuring that everyone benefits from economic growth."
"267","Reduce welfare dependency. We will scrap Labour's failing employment schemes and create a single Work Programme for everyone who is unemployed, including the 2.6 million people claiming Incapacity Benefit who do not get enough help from existing programmes."
"268","We will reassess all current claimants of Incapacity Benefit."
"269","Those found fit for work will be transferred onto Jobseeker's Allowance."
"270","Recipients of Incapacity Benefit who are genuinely disabled will continue to receive the financial support to which they are entitled."
"271","Our Work Programme will: offer people targeted, personalised help sooner - straight away for those with serious barriers to work and at six months for those aged under 25"
"272","be delivered through private and voluntary sector providers, which will be rewarded on a payment by results basis for getting people into sustainable work"
"273","draw on a range of Service Academies to offer pre-employment training for unemployed people - our first Service Academy, for hospitality and leisure, will provide up to 50,000 training places and work placements"
"274","and, involve the development of local Work Clubs - places where people looking for work can gather together to exchange skills, find opportunities, make useful contacts and provide mutual support."
"275","Our plans will give unemployed people a hand up, not a hand out."
"276","Unemployed people must be prepared to take up job offers."
"277","So, with the Conservatives, long-term benefit claimants who fail to find work will be required to 'work for the dole' on community work programmes."
"278","Anyone on Jobseeker's Allowance who refuses to join the Work Programme will lose the right to claim out-of-work benefits until they do, while people who refuse to accept reasonable job offers could forfeit their benefits for up to three years."
"279","This will create a welfare system that is fair but firm."
"281","Boost small business. In the end, it is not the state that creates sustainable employment - it is business people."
"282","And small businesses are especially important to the UK's economic recovery and to tackling unemployment."
"283","Government can help boost enterprise by lowering tax rates, reducing regulation and improving workers' skills."
"284","As well as stopping Labour's jobs tax, for the first two years of a Conservative government any new business will pay no Employers National Insurance on the first ten employees it hires during its first year."
"285","To support small businesses further, we will: make small business rate relief automatic"
"286","and, aim to deliver 25 per cent of government research and procurement contracts through SME s by cutting the administrative costs of bidding."
"287","We will support would-be entrepreneurs through a new programme - Work for Yourself - which will give unemployed people direct access to business mentors and substantial loans."
"288","We need to make work pay, so we will keep the minimum wage and work to reduce the very high marginal tax rates faced by many people on low incomes who want to return to work or increase their earnings."
"289","We will look at how to abolish the default retirement age, as many older people want to carry on working."
"290","And we will force equal pay audits on any company found to be discriminating on the basis of gender."
"292","Improve skills and strengthen higher education. Developing economies are able to provide highly-skilled work at a fraction of the cost of British labour."
"293","The only way we can compete is by dramatically improving the skills of Britain's workforce, yet thousands of young people leave school every year without the skills they need to get a good job."
"294","A Conservative government will not accept another generation being consigned to an uncertain future of worklessness and dependency."
"295","We will promote fair access to universities, the professions, and good jobs for young people from all backgrounds."
"296","We will use funding that currently supports Labour's ineffective employment and training schemes, such as Train2Gain, to provide our own help for people looking to improve their skills."
"297","This will allow us to: create 400,000 work pairing, apprenticeship, college and training places over two years"
"298","give SME s a £2,000 bonus for every apprentice they hire"
"299","establish a Community Learning Fund to help people restart their careers"
"300","and, create a new all-age careers service so that everyone can access the advice they need."
"301","To meet the skills challenge we face, the training sector needs to be given the freedom to innovate."
"302","We will set colleges free from direct state control and abolish many of the further education quangos Labour have put in place."
"303","Public funding will follow the choices of students and be delivered by a single agency, the Further Education Funding Council."
"304","Universities contribute enormously to the economy."
"305","But not all of this contribution comes directly - it can come from fundamental research with no immediate application - and universities also have a crucial cultural role."
"306","We will ensure that Britain's universities enjoy the freedom to pursue academic excellence and focus on raising the quality of the student experience."
"307","To enable this to happen, we will: delay the implementation of the Research Excellence Framework so that it can be reviewed - because of doubts about whether there is a robust and acceptable way of measuring the impact of all research"
"308","consider carefully the results of Lord Browne's review into the future of higher education funding, so that we can unlock the potential of universities to transform our economy, to enrich students' lives through teaching of the highest quality, and to advance scholarship"
"309","and, provide 10,000 extra university places this year, paid for by giving graduates incentives to pay back their student loans early on an entirely voluntary basis."
"311","Encourage enterprise. We will improve Britain's international rankings for tax competitiveness and business regulation."
"312","Thirteen years ago, Britain's tax system was one of the most competitive in the developed world."
"313","Over the last decade, other countries have cut their tax rates while our tax system has become one of the most complex in the world."
"314","Our competitiveness rating has fallen, while the burden of regulation and the impact of taxation have risen."
"315","We can only make a sustainable economic recovery if we send a clear signal that Britain is open for business again."
"316","That means stopping Labour's jobs tax, lowering corporate tax rates, reducing the regulatory burden, and supporting innovation and sustainable development - changes that will benefit businesses of all sizes and boost employment."
"318","Cut and simplify business taxes. The Conservative Party believes in lower and simpler taxation."
"319","That is why we will ensure that by far the largest part of the burden of dealing with the deficit falls on lower spending rather than higher taxes."
"320","Cutting the deficit is the most urgent task we need to undertake if we are to get the economy moving, but it is not enough."
"321","So, initially, we will cut the headline rate of corporation tax to 25p and the small companies' rate to 20p, funded by reducing complex reliefs and allowances."
"322","Over time, we hope to reduce these rates further."
"323","Our ambition is to create the most competitive tax system in the G20 within five years."
"324","We will restore the tax system's reputation for simplicity, stability and predictability."
"325","In our first Budget, we will set out a five year road map for the direction of corporate tax reform, providing greater certainty and stability to businesses."
"326","We will create an independent Office of Tax Simplification to suggest reforms to the tax system."
"327","We will take a series of measures to encourage Foreign Direct Investment into the UK, including: making the UK a more attractive location for multinationals by simplifying the complex Controlled Foreign Companies rules"
"328","consulting on moving towards a territorial corporate tax system that only taxes profits generated in the UK"
"329","and, creating an attractive tax environment for intellectual property."
"331","Reduce regulation. Increasing amounts of red tape and complex regulation have eroded Britain's reputation as a good place to invest, create jobs or start a business."
"332","A Conservative government will introduce regulatory budgets: forcing any government body wanting to introduce a new regulation to reduce regulation elsewhere by a greater amount."
"333","And we will give the public the opportunity to force the worst regulations to be repealed."
"334","To encourage new businesses to start up, we will reduce the number of forms needed to register a new business - moving towards a 'one-click' registration model - to make Britain the fastest place in the world to start a business, and end the restrictions on social tenants starting a business from their homes."
"335","We are proud of the last Conservative government's industrial relations reforms, which helped bring about our economic revival in the 1980s, and we will always be prepared to build on them if necessary."
"337","Support innovation and sustainable development. Government procurement is a £200 billion a year market that can be used much better to stimulate enterprise and innovation."
"338","We will take steps to open up government procurement to small and innovative businesses by: government tender documents for contracts worth over £10,000 via the Supply2Gov website"
"339","creating a level playing field for open source ICT in government procurement"
"340","and, opening up contracts to SME s by breaking up large ICT projects into smaller components."
"341","Britain's complex and unwieldy planning system has long been cited as a significant barrier to growth and wealth creation."
"342","We will create a presumption in favour of sustainable development in the planning system."
"343","We will abolish the unelected Infrastructure Planning Commission (IPC) and replace it with an efficient and democratically-accountable system that provides a fast-track process for major infrastructure projects."
"344","We will: use private or hybrid Bills to promote major projects, such as our plans for a national high speed rail network"
"345","ensure that all other major infrastructure projects are considered at planning inquiries which have binding timetables and which focus on planning issues - with final permission given by a Minister"
"346","and, provide transitional arrangements for projects already before the IPC to ensure that these projects are not disrupted or delayed."
"348","Attract the brightest and best to our country. Immigration has enriched our nation over the years and we want to attract the brightest and the best people who can make a real difference to our economic growth."
"349","But immigration today is too high and needs to be reduced."
"350","We do not need to attract people to do jobs that could be carried out by British citizens, given the right training and support."
"351","So we will take steps to take net migration back to the levels of the 1990s - tens of thousands a year, not hundreds of thousands."
"352","To help achieve this goal, we will introduce a number of measures, such as: setting an annual limit on the number of non- EU economic migrants admitted into the UK to live and work"
"353","limiting access only to those who will bring the most value to the British economy"
"354","and, applying transitional controls as a matter of course in the future for all new EU Member States."
"355","In addition, we will promote integration into British society, as we believe that everyone coming to this country must be ready to embrace our core values and become a part of their local community."
"356","So there will be an English language test for anyone coming here to get married."
"357","We want to encourage students to come to our universities and colleges, but our student visa system has become the biggest weakness in our border controls."
"358","A Conservative government will strengthen the system of granting student visas so that it is less open to abuse."
"359","We want to make it easier for reputable universities and colleges to accept applications, while putting extra scrutiny on new institutions looking to accept foreign students or existing institutions not registered with Companies House."
"360","In addition, we will: insist foreign students at new or unregistered institutions pay a bond in order to study in this country, to be repaid after the student has left the country at the end of their studies"
"361","ensure foreign students can prove that they have the financial means to support themselves in the UK"
"362","and, require that students must usually leave the country and reapply if they want to switch to another course or apply for a work permit."
"364","Ensure the whole country shares in rising prosperity. We will increase the private sector's share of the economy in all regions of the country, especially outside London and the South East."
"365","Too many areas of the UK lack a vibrant private sector and are too dependent on public spending."
"366","These regional imbalances have got worse over the last decade, despite billions of pounds spent by the Regional Development Agencies (RDAs)."
"367","Our aim is to increase the private sector's share of the economy in every part of the country by boosting enterprise and creating a better business environment."
"368","We will work closely with local government, and with the Scottish Parliament, Welsh Assembly and Northern Ireland Assembly, to achieve this goal."
"370","Create a modern transport network. A rebalanced economy requires an extensive and reliable infrastructure."
"371","But transport has been a low priority for Labour, and the hassle of getting around is bad for business, bad for families and bad for everyone's quality of life."
"372","A Conservative government will begin work immediately to create a high speed rail line connecting London and Heathrow with Birmingham, Manchester and Leeds."
"373","This is the first step towards achieving our vision of creating a national high speed rail network to join up major cities across England, Scotland and Wales."
"374","Stage two will deliver two new lines bringing the North East, Scotland and Wales into the high speed rail network."
"375","Because travel abroad is so important for our economy and for family holidays, we need to improve our airports and reduce the environmental impact of flying."
"376","Our goal is to make Heathrow airport better, not bigger."
"377","We will stop the third runway and instead link Heathrow directly to our high speed rail network, providing an alternative to thousands of flights."
"378","In addition, we will: block plans for second runways at Stansted and Gatwick"
"379","and, reform Air Passenger Duty to encourage a switch to fuller and cleaner planes."
"380","To improve life for commuters and encourage people to switch to lower carbon public transport, we will reform our railways to provide a better focus on tackling problems that matter most to passengers, such as overcrowding."
"381","We will grant longer, more flexible rail franchises to incentivise private sector investment in improvements like longer trains and better stations."
"382","We support Crossrail and the electrification of the Great Western line to South Wales."
"383","We will turn the rail regulator into a powerful passenger champion and reform Network Rail to make it more accountable to its customers."
"384","And we will introduce a moratorium on building on disused rail lines still in public ownership, so they are available to be re-opened."
"385","Britain has the chance to lead the world in making our transport system greener."
"386","So we will introduce incentives for electricity network operators to establish a new national car recharging network, making it much easier for drivers to move to electric and plug-in hybrid vehicles."
"387","We will support sustainable travel initiatives that work best for local communities by: giving the concerns of cyclists much greater priority"
"388","encouraging partnerships between bus operators and local authorities"
"389","and, helping people cut down on work-related travel."
"390","We will stop central government funding for new fixed speed cameras, and switch to more effective ways to make our roads safer, including authorising 'drugalyser' technology for use in testing for drug-driving."
"391","We will make companies that dig up our roads accountable for the congestion they cause and crack down on rogue clampers."
"392","Councils will get more powers to get traffic flowing more smoothly."
"393","We will consult on the introduction of a 'Fair Fuel Stabiliser'."
"394","This would cut fuel duty when oil prices rise, and vice versa."
"395","It would ensure families, businesses and the whole British economy are less exposed to volatile oil markets, and that there is a more stable environment for low carbon investment."
