"","sentence_text_new"
"70","This system also gives the voters the chance to show which candidates they prefer and would increase the opportunities for women to be elected to Parliament, and make the election of representatives of ethnic minorities more likely."
"71","We will reform the voting system for local government on a similar basis, which is the real answer to the abuse of power by the Town Hall extremists."
"72","Fairly elected local councils can and should be entrusted with important responsibilities because they are not run as one party states."
"73","We will end the scandal whereby England, Scotland and Wales are denied fair representation in the European Parliament"
"74","we will introduce a new Great Reform Charter covering a range of specific legislation, all aimed at strengthening our democracy both locally and nationally."
"75","We will open the doors of government so that incompetence and deceit cannot be hidden behind them."
"76","We will repeal Section Two of the Official Secrets Act and introduce a Freedom of Information Act so that the public have access to government information to give people access to their personal files, including medical files, held about them by public bodies and to build on the foundation laid by the Access to Personal Files Act, which was introduced as a private members bill by a Liberal MP."
"77","We hope to strengthen data protection laws."
"78","In areas of government where secrecy is needed, we will introduce new safeguards including a committee of Privy Counsellors to oversee the security services."
"79","We do not believe that Whitehall knows best."
"80","British government has never been more centralised than it has become under Mrs. Thatcher."
"81","In education, health and every aspect of local government, power has been taken over by Ministers."
"82","As a result of what the Conservatives have done, an extremist government would have far more opportunities than ever before to control people's lives."
"83","This centralisation is inefficient as well as dangerous."
"84","How on earth can the man or woman in Whitehall know the needs, the problems and the potential of every community from Shetland to the Scillies?"
"85","The Alliance will reverse this trend."
"86","We will introduce a code for the public service and reassert the safeguards of ministerial responsibility and civil service impartiality which have been severely eroded under Mrs. Thatcher's Government as the handling of the Westland affair showed."
"87","We will devolve power to the nations and regions of Britain."
"88","We aim to establish an elected Scottish Parliament, Welsh Senedd and elected regional assemblies throughout England."
"89","Public support is essential for progress to be made within the framework of an initial Devolution Act."
"90","The devolved structure will require a step-by-step process starting with establishing a Scottish Legislative Assembly with wide powers and self-government in her domestic affairs."
"91","This would be created within an overall framework in a devolution bill which sets out the objectives and principles for devolution of powers within the UK."
"92","Wales already has a well established, but unaccountable, layer of devolved administration"
"93","we therefore aim to create a Welsh Senedd and would publish an early Green Paper on its powers and responsibilities."
"94","The abolition of the Greater London Council and the six metropolitan county councils has created a vacuum."
"95","London is now the only major capital city in the democratic world without a democratically elected local authority."
"96","Greater London is of sufficient size and importance to be a region in itself and there is already widespread support for such a regional assembly, which should be established as soon as possible."
"97","We shall publish an early Green Paper with proposals for an elected Greater London regional assembly and setting out the proposals, as the need and demand is established, for the creation of democratically elected regional governments in England."
"98","Local government needs a fair system of local finance which the rates no longer provide."
"99","The Government's alternative of a poll tax is unacceptable because it is grossly unfair: it does not relate taxation to the ability to pay."
"100","We are committed to the planned introduction of a local income tax as the main source of local government revenue in place of domestic rates."
"101","We believe that business rates should be related to ability to pay and we will consult with industry and commerce as to how this can be achieved."
"102","Parliament itself needs a shake-up."
"103","A fair electoral system will have that effect but even under the present system many existing Parliamentary practices will not survive for long after this election, because three major political forces will be strongly represented."
"104","It will no longer be possible for two political parties to run the House of Commons to suit their own convenience."
"105","We intend to put the control of parliamentary time in the hands of an All-Party Business Committee and to make much more use of select committees: we want widely-supported private members bills to have sufficient time to be debated and decided upon."
"106","In recent years the House of Lords has proved the value of a second chamber by its careful scrutiny of bills which got little attention in the Commons and by its willingness to defeat the government on issues of national concern."
"107","But there can be no justification for basing the membership of the second chamber so largely on heredity and on the whim of Prime Ministers."
"108","The Alliance will work towards a reform of the second chamber linked with our devolution proposals so that it will include members elected from the regions and nations of Britain and will phase out the rights of hereditary peers to vote in the Lords."
"109","We will greatly strengthen the rights of the individual."
"110","British Governments have sought to lull citizens into a false sense of security by claiming that our rights are protected by an unwritten constitution."
"111","Hundreds of British people find out every year that these protections are inadequate and they have to go to Strasbourg to seek protection from the European Convention on Human Rights."
"112","We will enact the European Convention into British law, so that the citizen can secure redress in the British courts."
"113","We will establish a Human Rights Commission, which will take over the work of the Equal Opportunities and Racial Equality Commissions, and counter all discrimination on grounds of race, sex, creed, class, disability or sexual orientation."
"114","The Commission would be able to initiate action in the courts."
"115","We will open up opportunities for women at work and in public life."
"116","Today, fewer than one in five of Government appointees on public bodies are women."
"117","We will secure equal representation of women on all appointed public bodies within a decade."
"118","our social and tax policies aim to give women equal rights and freedom to choose their way of life."
"119","The Alliance accepts the need for immigration controls and for clear legal definition of British nationality, but also accepts that the law in this area is fundamental to individual rights and should be fair to everyone regardless of race and regardless of whether they are men or women."
"120","There should be effective rights of appeal against refusal of citizenship and referral to an independent body in cases of deportation, and immigration procedures should be revised so as to promote family unity without significantly affecting immigration totals, which remain lower than rates of emigration from Britain."
"121","We will combat discrimination against black people in housing and employment and take positive steps through such measures as contract compliance to secure equal opportunities for racial minorities, and we will devote more police resources to dealing with racial harassment."
"122","We will combat prejudice against and misunderstanding of people with disabilities, to improve their quality of life, and to extend educational opportunities for disabled young people."
"123","We will restore the principle that anyone born in Britain is entitled to British citizenship."
"124","We are adamantly opposed to discrimination and we will repeal the sexist and racist aspects of the British Nationality Act 1981."
"126","The Great Reform Charter. Democracy in Britain did not just happen."
"127","It was the product of reform - reform against vested interests of both left and right."
"128","In 1832 Britain took the first step with the Great Reform Act."
"129","Further instalments of reform followed in 1867, 1884, 1918 and 1928 before all men and women had gained the vote."
"130","Yet, since then, our democracy has stood still despite the tremendous changes in the economy and society."
"131","The Alliance believes that it is time for a new era of reform."
"132","For, without getting the structure of our democracy right, we will get nothing right."
"133","The Alliance, if empowered by the British people, will:  Replace the undemocratic 'first past the post' electoral system with proportional representation based on a single transferable vote for all Westminster and local authority elections."
"134","Introduce PR for elections to the European Parliament."
"135","We support a common system for all member states."
"136","Repeal the Official Secrets Act and replace it with Freedom of Information legislation providing for a public right of access to all official information, subject to limited and specific exemptions to protect national security and proper law enforcement and privacy."
"137","Reform the law of confidentiality to ensure that freedom of expression on matters of public interest is not unnecessarily restricted."
"138","Incorporate the European Convention on Human Rights and its protocols into British law in a Bill of Rights."
"139","Remove the right of the Prime Minister to determine the date of general elections and replace it with fixed-term parliaments."
"140","Devolve power to a legislative Scottish Assembly, establish a Welsh Senedd and decentralise decision-making to the English regions in accordance with the wishes of their electors."
"141","Extensively reform Whitehall procedures in order to make the governmental system more responsive to the wishes and needs of the people."
"142","Reform the House of Commons procedures."
"143","Reform the House of Lords."
"145","Opportunities for Women. The Alliance is committed to the principle that women should have equal opportunities and in government we will take positive steps to ensure this ideal becomes a reality."
"146","We will open up opportunities for women in public life by securing equal representation of women on all appointed bodies within a decade."
"147","We will strengthen the rights of women at work through equal pay for work of equal value, equal treatment, ensuring that all public authorities and private contractors are equal opportunity employers."
"148","We will restore the maternity grant and improve benefits for families."
"149","We will offer a tax allowance to help with the costs of childcare and remove the tax on the use of workplace nurseries."
"150","We will ensure that girls and women have equal opportunities in education and training."
"151","We will promote measures that give employees with family responsibilities rights to parental and family leave."
"152","The Alliance wants to see more women in Westminster."
"153","Changing the electoral system to a form of proportional representation will increase the opportunities for women to be elected to Parliament."
"155","Northern Ireland. We intend to secure progress towards a peaceful and secure life for the people of Northern Ireland."
"156","That depends on the acceptance of three fundamental principles:  "
"157","Rejection of violence. "
"158","Recognition that both Unionist and Nationalist traditions have their legitimate place. "
"159","Acceptance that Northern Ireland should not cease to be a part of the UK unless a majority of the people of Northern Ireland so wish."
"160","The government of Northern Ireland must be based on a partnership between the two traditions."
"161","The Alliance welcomes the Anglo-Irish agreement as a genuine attempt to achieve the objectives we set out."
"162","We wish to see a UK/Irish Parliamentary Council, and a devolved assembly where responsibilities and power will be shared."
"163","We would improve arrangements far considering Northern Ireland legislation at Westminster."
"164","Our commitment to incorporate the European Convention on Human Rights into UK law will strengthen individual rights in Northern Ireland and we would reform the Diplock courts so that three judges preside over non-jury trials"
"165","in this and other respects we believe that the passing of identical anti-terrorist measures in Northern Ireland and the Republic can increase the authority those measures carry in a divided community."
"166","We also support the establishment of a joint security commission."
"167","We would encourage the participation of people from the minority tradition in the RUC and believe that a totally independent police complaints procedure should be established."
"168","We would introduce the 110-day limit on the time in which a prisoner may be held in custody before appearing in court, as we propose for England and Wales."
"169","We would encourage those who are working for reconciliation in Northern Ireland and who are seeking to eliminate sectarianism and discrimination in religious life, education, housing and politics."
"170","We believe that the membership of the EEC offers not only practical help to Northern Ireland, but also prospects for the long-term development of a confederal relationship between UK and the Republic of Ireland which could offer a solution to a problem which has claimed over 2,500 lives in the last 18 years."
"172","FIGHTING CRIME. Crime rates have soared in this Government's last eight years."
"173","Overall, crime is up by over 60%, burglaries have almost doubled, while robberies have increased two and a half times over."
"174","People, particularly elderly people, live in fear in their homes and in the streets and women feel increasingly unable to go out at night."
"175","Detection rates have dropped from over two-fifths in 1979 to under a third in 1986."
"176","Increases in police numbers have been largely offset by special duties like policing strikes and demonstrations, and by a drop in the working week."
"177","There are few extra bobbies on the beat."
"178","The Alliance would tackle both crime and the causes of crime."
"179","Some Labour-controlled boroughs refuse to co-operate with the police in combating crime."
"180","The Conservative Government refuses to recognise that homelessness, unemployment and aimless bed-and-breakfast regimes are breeding-grounds of delinquency."
"181","Both are wrong."
"183","The Police. The Alliance firmly supports the police in the battle against crime"
"184","that fight can only be effective if the police get the support of the whole community, through community policing and policemen on the beat."
"185","Many police forces are still under strength: yet more officers are needed to provide the kind of local policing which we believe is essential."
"186","An Alliance Government will finance a further 4,000 police officers over and above the present Government plans and 1,000 more civilians, so releasing police officers for patrol duties."
"187","Proportional representation for local government would stop unrepresentative extremists from controlling police authorities."
"188","It would mean more sensible police authorities and make possible a democratically accountable police authority for London."
"189","We oppose the police monitoring units by which some Labour councils attempt to undermine the police."
"190","The Alliance fully accepts the need for chief officers to have full operational control of their force."
"191","The Alliance supports a fully independent system for investigating complaints against the police."
"192","We reject moves towards a national police force."
"193","We would appoint a Royal Commission to review the question of police accountability."
"195","Upholding the Law. We will create a new Ministry of Justice."
"196","Its responsibilities will include the strengthening of the rights of the citizen to legal aid and advice and improving court and tribunal procedures."
"197","We will establish a family court system and set up a new legal services council."
"199","Sentencing Policy. Sentencing is often seen as arbitrary, with the same crime attracting widely divergent punishments."
"200","For the criminals, sentences become more of a lottery than a deterring force."
"201","We will strengthen the role of the Judicial Studies Board in setting guidelines for sentencing."
"202","This will mean that any judge stepping outside the Board's recommendations would be asked to explain the reason and any special circumstances."
"203","This would maintain a judge's flexibility, while keeping sentencing broadly consistent."
"204","It would also limit the ever-increasing upward trend in sentencing."
"205","A Royal Commission on the Presentation of Violence in the Media."
"206","We will establish a Royal Commission to report within a year on the public presentation of violence on TV and the reporting of crime in newspapers, to make recommendations on the possible link between these and violent crime on the streets."
"208","Crime Prevention Units. There would be a duty on all local authorities to establish Crime Prevention Units, and to work closely with the police to help in setting up Neighbourhood Watch schemes."
"209","They would advise on security in all new planning and building."
"211","Insuring Against Crime. We aim to make insurance available to all council tenants, who are twice as likely to be burgled as home owners and far less likely to be insured."
"212","Curbing the Sale of Offensive Weapons."
"213","We will curb the sale of knuckle dusters, battle knives, spiked shoe straps, cross-bows and catapults."
"215","Lifeline. Too many elderly people suffer from isolation, fear and cold."
"216","We intend to give them the safety, security and warmth they deserve."
"217","Britain has 6 million people aged 70 or over."
"218","For them our Lifeline programme will: include free installation of a telephone"
"219","protect them against the criminal by free installation of secure locks  "
"220","cut their heating bills by free home insulation  "
"221","abolish standing charges on electricity, gas and telephones"
"222","These 6 million people live in 4.5 million households and this will cost £180 million."
"223","Lifeline will build on present schemes and will also be part of our long-term job guarantee."
"225","Crime Crisis Areas. An Alliance Government will target Crime Crisis Areas, those with the highest rates of crime, for special anti-crime measures."
"226","Chief Constables, in consultation with Community/Police Liaison Committees and police authorities, would define these areas."
"227","They will have: More police on the streets"
"228","Local police stations re-opened."
"229","Police Posts should be established where no station is close by"
"230","Security grants to pay for entry phones and security locks"
"231","Projects to make crime danger spots safe and to provide effective street lighting and more caretakers on estates"
"232","New housing estates designed to minimise opportunities for crime, and hazardous public areas will be redesigned"
"233","A legal obligation imposed on British Telecom to keep all public telephones in constant repair."
"234","In London up to half our public telephones are broken at any one time - many of them the only lifeline in high crime areas."
"237","DEALING WITH OFFENDERS. The Prison Scandal. The prisons are bursting at the seams, yet Home Office projections show numbers increasing until the end of the decade 1985-1995."
"238","Of the 13,000 increase, 5,000 people will be untried and unsentenced."
"239","The Alliance believes drastic action is needed to reduce the prison population, while ensuring that those responsible for violent and serious crime are kept out of society for as long as the Courts think necessary."
"240","Imprisonment rarely rehabilitates the prisoner."
"241","Three-fifths of all men who receive a prison sentence re-offend within two years of being released."
"242","The minimum standards for prisons proposed by NACRO, and accepted in principle by the then Home Secretary as long ago as 1981, should be adopted as a target to be achieved within two years."
"243","A limit of 110 days should be laid down as soon as possible for remand prisoners."
"244","If not prosecuted within that period, they would be released."
"245","This system operates successfully in Scotland."
"246","Probation authorities should be required to provide bail hostels adequate to accommodate their own needs."
"247","The Home Office should make a special 100% grant for the purpose."
"248","The 'short, sharp, shock' has failed."
"249","As the Magistrate's Association has recommended there should be a single youth custody sentence."
"250","Detention centres, already under-used by the Courts, should be abolished, and the accommodation released to be used for remand centres."
"252","Alternatives to Prison. Every effort should be made to ensure that fine defaulters, elderly shoplifters and drunks are not sent to prison."
"253","Police cautions and intermediate treatment should be more widely used."
"254","Where punishment is appropriate, it should normally be community service rather than prison"
"255","but many of these offenders are more appropriately dealt with by rehabilitation or medical treatment."
"256","The probation service must be expanded to enable bail and non custodial sentences to be supervised where necessary under appropriate supervision."
"257","The Home Office should consider extending the period of automatic remission for less serious offences."
"258","We strongly support victim support schemes."
"259","Offenders should recompense their victims, either directly or indirectly."
"260","Community service orders oblige offenders to undertake work for the community."
"261","They should be more widely used."
"262","These changes should ease the frustration that threatens to erupt in the prisons, and enable prison officers to do the professional job they want to do."
"263","We welcome 'Fresh Start', which proposes shorter hours and less reliance on overtime, but recognise that unless overcrowding is tackled, this reform may not work."
"265","BUILDING THE FUTURE . A generation ago, Britain was among Europe's richest countries."
"266","Today Britain is falling down the league of industrialised nations."
"267","Real income per head is well below that of Sweden, Germany or France."
"268","Our manufacturing trade has gone into the red."
"269","In every year since 1983 we have imported more goods than we exported, the first time that has happened since the Industrial Revolution."
"270","Worst of all is unemployment."
"271","Many more than the three million people registered as unemployed have no jobs."
"272","The Government has juggled the figures and brought in cosmetic devices to hide the truth."
"273","But the facts won't go away."
"274","The dole queue is three times what it was in 1979."
"275","Unemployment has been a low priority for this Government, used to keep down inflation."
"276","Tax cuts have had a higher priority than job creation."
"277","The cost in human misery and hardship, loss of confidence and self-respect, not least among young people has been incalculable."
"278","Britain, like other industrial countries, has to cross the gulf between the first industrial revolution, based on steel, engineering and railways, and the second, based on the sunrise technologies of micro-electronics, bio-technology and new materials."
"279","To cross that gulf demands investment in new buildings, plant and machinery, and above all n the research and development on which new products and new processes are based."
"280","Yet under Mrs. Thatcher's Government, investment in manufacturing industry and in R & D has fallen substantially."
"281","We must give a much higher priority to training and education."
"282","There has been a huge decline in apprenticeships and skill training in Britain in the last eight years, although the new technologies demand much higher qualifications and regular updating of knowledge."
"283","The Government has failed to use the once-in-a-lifetime opportunity North Sea oil gave us to invest in our industry and in our people."
"284","High interest rates have crippled businesses of all sizes"
"285","sudden ups and downs in the sterling exchange rate have handicapped exports."
"286","Even the proceeds from selling-off state assets - our assets - have gone into cutting taxes to buy votes."
"287","These are our objectives: to reduce unemployment, first amongst those unemployed for a year or more, and amongst young people"
"288","in three years we will reduce unemployment by one million"
"289","to bridge the gap between the older industrial areas and the areas of prosperity."
"290","The older industrial areas have lost a million jobs."
"291","We would encourage regional development agencies and local employment initiatives to harness the energy and enthusiasm of the local people in these hard-hit areas."
"292","The South-East would benefit too, for house prices are now snaring far beyond the ability of most families to pay, and attractive countryside is besieged by developers "
"293","to build a new partnership between business and government, to re-equip our factories, tackle the blight of our inner cities, and draw up a strategy for a competitive and successful industry"
"294","to abolish class division in the workplace by encouraging a single status for white collar and blue collar workers, and creating opportunities for all employees to share in the profits, decisions and ownership of firms"
"295","to strengthen the rights of women at work including equal pay for work of equal value and equal treatment."
"296","We will ensure that all public authorities and private contractors are equal opportunity employers and we will promote changes to enable those with domestic responsibilities to secure access to employment."
"297","We would restore maternity grants and give a tax allowance to help with child-care costs."
"298","We would remove the tax on the use of workplace nurseries and encourage wider provision of child-care facilities."
"300","UNEMPLOYMENT. Unemployment at present levels is not the inevitable result of new technology or world recession - Japan has only 2.5% unemployment and US unemployment has fallen by two million since 1983."
"301","It can be reduced in Britain."
"302","The key is to ensure that in creating new jobs the nation does not embark on another round of severe inflation which will damage competitiveness and cost us jobs in the long run."
"303","Labour ignores this danger and the Conservatives use it as an excuse for allowing unemployment to remain high."
"304","The Alliance is prepared to take the difficult steps necessary to create jobs and control inflation at the same time."
"305","Therefore we will expand the economy by targeting resources to increase output and exports rather than consumption and imports."
"306","New capital investment building up to £1.5 billion per annum will support the framework of services on which industry and society depend, like transport, homes, schools, hospitals and drainage."
"307","We will give more spending power to the poorest people in our society, which will itself generate more economic activity with much less impact on imports than general cuts in income tax"
"308","We will control inflation by winning the support of the British people for our incomes strategy"
"309","as a back-up we will legislate for reserve powers for a counter-inflation tax on companies under which inflationary increases would be unattractive because they would go in extra tax: profit-sharing would be exempted."
"310","We would introduce fairer arrangements for public sector pay, with an independent pay and information board whose findings would inform and assist negotiations, arbitration procedures and incentives to negotiate no-strike agreements in essential services"
"311","We will join the exchange rate mechanism of the European Monetary System, enabling us to make our currency more stable and to reduce current interest rates by as much as 2%."
"312","We would also seek to develop the role of the EMS within the world economy."
"313","For the long-term unemployed we will provide a guarantee of a job through:  "
"314","a) a building and investment programme aimed at providing 200,000 jobs in such essential areas as transport, housing, insulation, urban renewal and new technologies  "
"315","b) a new recruitment incentive to encourage companies to take on over 270,000 jobless people"
"316","c) a crash programme of education and training, offering new skills to the unskilled unemployed, with 200,000 places"
"317","d) 60,000 extra jobs in the health and social services to improve care in the community and more jobs in nursery education"
"318","e) an expanded job release scheme, opening up 30,000 jobs by allowing men to benefit from the scheme at 62 years of age."
"320","REBUILDING BRITISH INDUSTRY. Manufacturing and services go hand in hand, but only a quarter of services are tradable and two thirds of our exports depend on manufacturing."
"321","Britain cannot survive on a basis of low-tech service jobs."
"322","Nor can business flourish without a thriving industry to buy their products."
"323","Manufacturing industry is the driving force at the core of our economy."
"324","Its decline must be reversed."
"325","Therefore:  "
"326","We will introduce Industrial Investment Bonds to attract investors into industry, a new industrial credit scheme to provide medium-term finance for manufacturing companies and a tax allowance for investment in new technologies  "
"327","We will work in partnership with industry and put industry first."
"328","There will be a new Cabinet Industrial Policy Committee responsible for overseeing the development and implementation, in co-operation with industry, of a broad industrial strategy with long-term priorities"
"329","We will encourage employers to take on more staff by a 25% cut in their National Insurance Contribution payments targeted on assisted areas and areas of high unemployment"
"330","We will introduce a training incentive with rebates for companies who spend more money on training and contributions from those who do not provide it themselves"
"331","our new Department of Education and Training will monitor standards and turn youth training into a fully comprehensive, high quality vocational and educational programme for 16-19 years old"
"332","We will increase the lamentably low funding of civil research and development, placing emphasis both on commercial exploitation of new technology using the British Technology Group, and on boosting basic scientific research"
"333","we would give greater support to European Community joint research programmes"
"334","We will give more backing to exports using the Export Credit Guarantee Department and the Aid and Trade Provision (funded from the DTI) more effectively than the present Government has done in recent years because of its ambivalent attitude towards public sector support."
"335","We will press the European Community to take stern action against dumping."
"336","We will launch a more determined attack on unfair restrictions on our trade, including those imposed by Japan on a wide range of products and services and by the US on our high-technology exports"
"337","We will insist on a strong competition policy to promote efficiency and give consumers a fair deal: the Office of Fair Trading will be strengthened and will take on the responsibilities of the Monopolies and Mergers Commission and companies seeking mergers will have to justify them"
"338","individuals and institutions will have power to seek redress in court against anti-competitive practices"
"339","We will continue to judge whether industries should be in the public or private sector on objective criteria related to competition and efficiency."
"340","We opposed the privatisation of British Gas and British Telecom although we would not reverse it but instead concentrate on improving consumer choice and protection."
"341","We supported the privatisation of Rolls Royce."
"342","We would not privatise water authorities and the Central Electricity Generating Board on grounds of public policy relating to safety standards and care for the environment."
"343","We welcome the fact that British Steel is now operating profitably."
"344","We believe it should be retained as a single entity to withstand international competition and should be considered for privatisation providing its success can be maintained"
"345","We will work with the people of the hard-hit regions to stimulate new economic activity and new prospects for jobs through regional development agencies."
"346","We will encourage the setting up of a local venture capital funds to finance new enterprise."
"347","We do not believe that government always knows best, so we will support local initiatives through appropriate fiscal and financial means."
"349","Backing Small Business. We will build a partnership between government, entrepreneurs and investors to encourage new businesses and create new jobs."
"350","We will especially encourage small businesses, which will be a major motor of growth and employment in the 1990s."
"351","We will reduce the tax and administrative burdens on small businesses."
"352","We will promote the establishment of Small Firms Investment Companies to provide equity and loan finance."
"353","We will introduce a Bill to enable business to charge interest on overdue payment of bills, if they so wish."
"354","We will ensure that there are business start-up schemes and expansion schemes specifically geared to encouraging enterprise by women."
"355","We will ensure small businesses get their fair share of public contracts from both central and local government."
"356","We will encourage local public/private initiatives, such as the Enterprise Agencies, which we identified in our Worksearch Campaign."
"358","Industrial Investment Bonds. We will introduce Industrial Investment Bonds to liberate many new and small businesses from the high cost of borrowing start-up capital."
"359","These bonds will help bridge the gap between the new businessman who needs access to low-cost funds and the investor, including individuals, who would like to back him or her provided the balance between risk and reward is reasonable."
"360","We will accordingly allow new and growing companies to raise funds through the issue of Industrial Investment Bonds which will pay interest free of tax to investors."
"361","A similar scheme is already providing a valuable kick-start for many new companies in the United States."
"362","Together with the Business Expansion Scheme, our Industrial Investment Bonds will give the next generation of businesses the most favourable climate ever to build up employment for the community and profits for themselves and their investors."
"363","We Will Promote Partnership."
"364","For too long the industrial sector has been a battleground between opposing forces of capital and labour, instead of a mutually beneficial and equal partnership."
"365","We will legislate for employee participation but believe that flexibility must be allowed in working out the detail for employee councils at the place of work."
"366","These councils should have the information and the rights to enable them to contribute to strategic decisions"
"367","opportunity must be provided for participation at top level - for example by employee directors or a representative or supervisory council, or by directors elected by shareholders and employees jointly."
"368","We will encourage other forms of industrial participation, including co-operatives in which it is workers who hire capital and management skill"
"369","we will establish an Industrial Partnership Agency incorporating the Co-operative Development Agency to take a lead in this field."
"370","We will strengthen the law in relation to Directors' statutory obligation to have regard to the interests of their employees as well as their shareholders"
"371","this should include a requirement to consult employees before making a recommendation in response to any take-over bids."
"372","We will extend incentives to employees' share-ownership and profit-sharing which were introduced at Liberal insistence in 1987."
"373","We will encourage wider share ownership by a scheme which gives more people a direct tax incentive to become small investors"
"374","We have long been committed to trade union reform aimed at giving unions back to their members and we have taken the lead n promoting the extension of postal ballots and internal elections and have vigorously opposed pre-entry closed shops."
"375","Trades unions are an essential element in the protection of the employees' interests, which is why we would return union recognition to GCHQ members."
"376","Our central aim is to make unions democratic and accountable and therefore entitled to positive rights including the right to recognition and the right to strike balanced by the acceptance of their responsibilities to their members, their industries and to the wider community."
