"","sentence_text_new"
"57","Cut waiting times by providing an additional 10,000 beds."
"58","Keep people healthy by investing in scanning equipment and abolishing charges for dental and eye checks."
"59","End the scandal of elderly and long-term patients having to pay for long-term personal care costs. "
"60","The NHS has suffered for decades from under-investment, most notably during the eighteen years of the Thatcher and Major Governments."
"61","Labour promised to save the NHS."
"62","Instead, they spent three years unnecessarily locked into the Conservative spending plans which caused the problem in the first place."
"63","The new NHS plan falls far short of Tony Blair's declared aim of bringing health spending in Britain up to the levels of our European neighbours."
"64","The NHS still lacks the capacity to give patients the first-class treatment which they deserve."
"65","It is short of staff, beds, hospitals and residential homes."
"66","Liberal Democrats offer something different based on clear and distinct priorities."
"67","Our starting point is that prevention is better than cure."
"68","It is also important to give professionals greater freedom to do their jobs."
"69","Labour has tried to control far too much of the NHS from the centre."
"70","The Conservatives' attempt to apply market principles produced inefficiency and inequity."
"71","Liberal Democrats will cut the role of Whitehall back and give doctors and managers the freedom to get on and run the NHS without political interference."
"73"," Cutting Waiting Times. Lengthy waiting times are one of the worst aspects of the NHS."
"74","The best way to cut waiting times is to increase the number of doctors, nurses and professionals allied to medicine."
"75","They are the greatest asset of the NHS and increasing their numbers is the best way of increasing the capacity of the NHS."
"76","Under the Conservatives, too many left and too few were trained and recruited."
"77","Four years on, the service is just as overstretched."
"78","There is also now a severe year-round lack of acute and intermediate care beds and the staff to support them."
"79","To cut waiting times, we will:  Provide training places for an extra 4,600 doctors and 27,500 nurses and midwives over five years."
"80","This means an extra 2,500 training places for doctors and 7,500 for nurses on top of the measures that the government has proposed in the NHS National Plan."
"81","We would also provide 10,250 extra professionals allied to medicine such as occupational therapists, podiatrists, physiotherapists and speech therapists."
"82","This means an extra 3,750 training places on top of the measures that the government has proposed."
"83","Reward low-paid nurses, midwives and other low-paid professionals by paying them an additional £1000 on average every year."
"84","We will also boost staff retention by making additional funds available for pay increases for other NHS staff."
"85","After taking these immediate steps to help retain dedicated staff, we would set up a Commission to examine terms and working conditions throughout the health service, and to establish a single pay review system to ensure fairness for all staff."
"86","Provide an extra 10,000 hospital beds over five years."
"87","This means providing 3,000 extra beds on top of the government' current plans."
"88","We also will review the criteria by which PFI contracts are judged, creating a level playing field between different financial options and so ensure there are enough new beds to meet local health needs."
"89","Guarantee booked dates for appointments with consultants and for surgery after the GP first refers a patient."
"90","Give priority to the most needy."
"91","We will introduce a scorecard system that takes account not just of clinical need but also of the needs of the patient."
"92","This would give doctors objective guidelines to help them (but not bind them) in determining priorities."
"94","Keeping People Healthy. To support good health it is vital to tackle poverty and to have a clean environment."
"95","But it is also important that the National Health Service delivers high quality preventive care."
"96","The NHS should not just be a National Sickness Service."
"97","We will invest more in early detection and prevention, and in improving the environment."
"98","This will not only achieve better levels of health, but also save money in the long run."
"99","Liberal Democrats will:  Inject an extra £500 million over five years into dental services."
"100","The money will be used to guarantee access for everyone to an NHS dentist."
"101","We will do so by rewarding dentists' for working in the NHS and offering them incentives to invest in new equipment and buildings, to encourage practitioners to return to NHS work."
"102","The British Dental Association estimates that this would bring back the equivalent of 1000 full-time dentists to NHS work."
"103","Double the Government' commitment to invest more in the latest scanning and diagnostic equipment."
"104","We will provide extra advanced equipment in hospitals across the country."
"105","Restore free NHS dental check-ups for all to promote oral health and prevent disease."
"106","Provide free eye checks for all to ensure that problems are spotted earlier."
"107","Appoint a Minister of Public Health based in the Cabinet Office rather than the Department of Health to co-ordinate all aspects of public health policy across government departments."
"108","Make more tests available in GP surgeries and pharmacies for diabetes, cholesterol, anaemia, HIV/AIDS, TB, prostate and colorectal diseases."
"109","Promote a wider availability of complementary medicines and healthcare through the NHS to take maximum advantage of different approaches to health."
"111","Caring for Patients. All too often, the NHS fails to provide the care that patients need."
"112","Except in Scotland, people in long-term care have to pay for someone to bath or feed them."
"113","Drugs available on the NHS in one part of the country are not available in another - the 'postcode lottery'."
"114","Liberal Democrats will:  Pay for all long-term personal care costs."
"115","The Royal Commission on Long Term Care, set up by Labour, recommended that these costs should be met by the state."
"116","The Westminster Government ignored this key finding, though Liberal Democrats in Scotland are using their influence in the Scottish Executive to implement it."
"117","Tackle the postcode lottery which means that some medicines are only available in some parts of the country."
"118","We will scrap the present secretive system for buying medicines."
"119","In its place we will create a Pharmaceutical Agency to use the purchasing power of the NHS to drive down the price of established drugs and secure the more sophisticated medicines and technologies at affordable prices."
"120","The money saved would be used to end the postcode lottery and make advanced and expensive drugs more available within the NHS."
"121","Over time, we will use further savings to reduce and eventually scrap prescription charges for all."
"122","In the long term we will aim to:  Increase funding for mental health services."
"123","All people in need of care and support should be assessed individually to ensure that they receive the treatment they need."
"124","Our proposals for ending the postcode lottery will ensure that mental health care offers the best treatment with the fewest side effects."
"125","This will encourage them to comply with treatment and diminish the risk to themselves and to the community."
"126","Increase local authority social services budgets."
"127","This would provide more community care places, improve preventive and rehabilitation services, give further support and respite to carers, and provide more social workers to support elderly people, those with learning difficulties and others."
"129","Improving Quality. Patients should have a right to a high-quality NHS."
"130","They should know how well the NHS is performing and who is responsible when things go wrong."
"131","They should also have access to proper information about their own cases."
"132","Vulnerable people need someone to champion them if they are not receiving adequate treatment."
"133","The private sector should complement, not compete with, the NHS, which we are committed to making world class, comprehensive and accessible to everyone."
"134","Labour have not addressed these questions adequately."
"135","When they abolished Community Health Councils, they failed to set up an adequate alternative."
"136","Liberal Democrats will:   Develop Patient Care Guarantees, to provide patients with minimum standards of treatment, to which the NHS will be held accountable."
"137","We will start by building on existing National Service Frameworks (NSFs), for example on cancer, heart disease and mental health, and ensure that future NSFs incorporate Patient Care Guarantees."
"138","We will develop new NSFs on children in care, prosthetic limbs, hepatitis C, HIV and AIDS, palliative care, nutrition, adoption, neurological services, diabetes, maternity services and dentistry among others."
"139","Make the NHS more accountable by increasing local democracy on Trust and Primary Care Trust boards, giving the Commons Health Select Committee more resources and increasing the powers of the Health Ombudsman to examine policies and initiate inquiries."
"140","We will also transfer local responsibility for public health from health authorities to local councils."
"141","Give patients access to independent advocates."
"142","Children, frail elderly people and those with learning difficulties would particularly benefit."
"143","There would be a Children's Rights Commissioner to represent children."
"144","Introduce no-fault compensation."
"145","At the moment, compensation for medical negligence is a lottery."
"146","While some are awarded excessive multi-million pound payouts, the length and cost of the process of going to court leaves others with nothing."
"147","Our system would be far simpler, with fair compensation for patients and their families, and an end to burdensome legal costs."
"148","Promote better access to services."
"149","If local NHS services do not offer patients the treatment they need, we will enable the patient to use an alternative facility."
"150","Choice will extend into use of the private sector but at NHS cost price."
"151","End the use of mixed wards so that patients have more dignity when they are in hospital."
"152","Legislate against discrimination on the grounds of age in health and social care."
"153","Clinical need, not preconceived judgments about age, should be the criterion for deciding who receives treatment and when."
"155","Setting You Free. Stop government wasting doctors' and nurses' time by scrapping meaningless bureaucratic targets."
"156","National targets for waiting lists serve no purpose."
"157","Doctors, not government, should decide priorities for treatment, using guidelines which allow them to assess patients' needs fairly and openly."
"160","Green Action. Healthy Homes. We will improve health by requiring an energy efficiency audit to be completed on all homes before sale to promote high energy efficiency standards throughout the housing market."
"161","Coupled with our comprehensive strategy to tackle fuel poverty this will mean that everyone can have a warm home."
"162","This will tackle the damp and cold which affect the health of millions of people, and reduce winter deaths caused by fuel poverty."
"163","With less energy needed to heat homes, CO2 emissions will also be reduced."
"165","Clean Air. We will tackle the air pollution responsible for respiratory problems like asthma by introducing incentives for people to switch to less polluting vehicles, reducing reliance on cars by increasing the use of public transport, and tackling industrial pollution."
"166","We will also provide better quality information, increasing the number of air monitoring sites for key pollutants in all areas."
"169","Education and Employment. Investment in education for all our futures. High quality education is the key to personal freedom."
"170","We believe that every child matters."
"171","Education provides the freedom to choose a fulfilling job, the freedom to exploit one's talents to the full, and the freedom to contribute fully to society."
"172","Education is also the key to Britain' future prosperity."
"173","Liberal Democrats will:  Cut class sizes to 25 on average for 5-11 year-olds."
"174","Recruit 5000 extra secondary school teachers to reduce class sizes for 11-16 year-olds."
"175","Increase funding for books and equipment in schools."
"176","Cut bureaucracy in schools and interfere less in the professional judgements of teachers."
"177","Abolish university tuition fees.  "
"178","Britain has been held back by under-investment in education."
"179","Children from poorer families have been particularly ill-served."
"180","The Conservatives failed to fund schools and colleges adequately."
"181","Labour have done far too little to put things right."
"182","In schools, they have invested in paperwork rather than people, demoralising teachers and wasting resources by creating a mountain of extra bureaucracy."
"183","In the Higher Education sector, they have made matters worse by introducing university tuition fees."
"184","We are clear about our goals and determined to reach them."
"185","Our plans will cost around £3 billion extra each year."
"186","We guarantee to introduce the extra funding needed at the beginning of the next Parliament, irrespective of short-term economic growth."
"187","We will put an extra penny on the basic rate of income tax to meet this commitment."
"188","Growth in the future may allow us to be more ambitious still."
"189","We believe that most day-to-day decision-making in education is best done by teachers, schools and local authorities, not by central government."
"191","Every Child Matters: Class Sizes and Teachers. Under the Conservatives, class sizes were far too high."
"192","Even the most dedicated teachers cannot give the attention which pupils need when there are more than thirty to a class."
"193","Labour pledged to do better, but their reduction of class sizes for 5-7 year olds came at the price of larger classes for 8-11 year olds."
"194","The parents whose children were five in 1997 now see their nine year-olds suffering the consequences of this sleight of hand."
"195","In secondary schools, classes are larger than they have been for twenty years."
"196","To make a real difference to class sizes and improve standards achieved by all children, more teachers are needed in schools."
"197","The Conservatives under-valued and demoralised the profession."
"198","Many of Labour's efforts to make amends have misfired."
"199","Performance-related pay is a crude and unfair approach to rewarding teachers."
"200","Teachers are also burdened with more and more unnecessary bureaucracy."
"201","Small wonder that there is now a grave shortage of teachers."
"202","Liberal Democrats will spend over £1 billion extra each year to:  Cut class sizes to 25 for all 5-11 year olds."
"203","We will do this by establishing a maximum average class size of 25 in each local authority' primary schools. "
"204","Fund 5000 additional secondary teacher places."
"205","This will bring pupil:teacher ratios back to around 1997 levels and start to improve on them."
"206","We will put particular emphasis on recruiting teachers in shortage subjects. "
"207","Guarantee a classroom assistant for every 25 pupils in the 5-7 age bracket (Key Stage 1) to improve the ratio of adults to children in infant school classrooms."
"208","We will provide 40,000 extra classroom assistants, including 25,000 for 5-7 year olds, compared to the government' plan to spread 20,000 across all age groups."
"209","Introduce paid preparation hours for primary teachers."
"210","By funding extra posts, we will be able to allow all primary teachers two paid hours a week to prepare and plan lessons."
"211","Pay trainee teachers a full training salary replacing the current training grants to improve teacher recruitment."
"212","Reduce bureaucracy by scrapping the Teacher Training Agency and giving its functions to the General Teaching Council."
"213","Improve Information and Communications Technology (ICT) support for teachers."
"214","At the moment, teachers have to spend too much time out of the classroom maintaining computer equipment and so have less time to devote to their pupils."
"215","Drawing on the experience of the recently established e-learning foundations, we will establish educational charitable trusts to arrange the lease of computer equipment and services."
"216","We will also invest in training related to the use of new science equipment."
"217","Scrap Performance Related Pay."
"218","Instead we will link teachers' pay with professional development to boost morale in the teaching profession and improve retention of experienced teachers."
"219","Teachers will have the opportunity to take a series of in-service training courses."
"220","Each time they pass, they will gain a significant salary increase."
"221","In the long term, our goal is:  A maximum average class size of 18 for all secondary classes with a practical element such as science and modern languages.  "
"223","Every Child Matters: Books and Equipment. There are still too many schools having to make do with dog-eared and outdated textbooks shared between several pupils."
"224","Schools also lack the computer equipment needed to prepare children for the digital age in which they live and will have to work."
"225","Liberal Democrats will:Increase funding for books and equipment in schools over and above existing spending levels."
"226","We would provide an average of £1250 per primary school and £4250 per secondary school per year."
"227","Schools could choose to spend this money on books Information Communications Technology (ICT) software such as CD-ROMs."
"228","Increase funding for ICT and science equipment and purchase and maintenance, and ICT training for teachers within schools, over and above existing spending levels."
"230","Widening Choice, Cutting Bureaucracy. Under the Conservatives and Labour, schools have been deluged with bureaucracy absorbing far too much of teachers' time to the detriment of their pupils."
"231","Whitehall has enclosed the school system in a straitjacket which stifles professional creativity and confines teachers to a curriculum which is too narrow and cannot adapt to local circumstances."
"232","We will:  Replace the National Curriculum with a less rigid Minimum Curriculum Entitlement."
"233","We will provide for a broad and balanced curriculum including languages, science, maths, the humanities, physical development (including sports instruction and advice on healthy eating), religious education, parenting, citizenship and creative arts."
"234","We will increase funding for free musical tuition to encourage more children to learn an instrument."
"235","Replace all national school targets with a statutory requirement for schools to develop individual education plans for pupils, with clear individual targets and criteria for improvement."
"236","The quality of the plans would be guaranteed through national value-added criteria."
"237","Maintain the key role of Local Education Authorities in providing education and guaranteeing standards and in co-ordinating vital services such as the provision of Special Educational Needs."
"238","Annually review all Whitehall directives."
"239","This would result in an annual cull of all irrelevant instructions to LEAs, schools and governing bodies."
"240","Issue annual reports to all parents on their children' school's performance."
"241","Unlike the current crude league tables, these reports would measure the value added each year by a school, using the test results from a child' start at the school as the baseline."
"242","This will result in league tables that genuinely show how schools are performing."
"243","We will also promote school councils to give pupils a greater say in how their school is run."
"244","Reduce testing of the youngest school children."
"245","We will scrap testing ('SATs') at age 7, while keeping it for older pupils."
"246","Reform the school inspection system."
"247","Tough, independent inspection is essential, but the current approach of Ofsted often intimidates schools instead of helping them."
"248","We will require inspectors to offer advice on improvement, not merely criticism, and require Ofsted to take account of a school's self-evaluation."
"249","We will also establish Departments within Ofsted for each of the various areas which it inspects (such as Early Years and Schools), and ensure each is headed up by someone with technical expertise in the subject."
"250","In the long term, our goal is to:  Reduce the disparity in per-pupil funding through a minimum education funding entitlement based on the current median level."
"251","Promote co-operation between state and private schools."
"252","We will encourage independent schools to share their facilities with state schools to spread opportunity for all."
"253","We will require independent schools to offer the Minimum Curriculum Entitlement."
"254","We will extend charitable status to all schools and maintain the VAT exemption on school fees."
"256","Early Years Education. Under both Labour and Conservative governments the inequalities in British society have been increased by the lack of proper early years education."
"257","Better-off children, with greater stimulus from the home, pre-school playgroups or from nursery schools, have had a flying start at primary school over those who have not had these advantages."
"258","Often children deprived in these early years never catch up."
"259","Too much early years provision is still not of a sufficient standard."
"260","We will guarantee quality nursery education, which makes a real contribution to intellectual, emotional and social development at this all-important stage in life."
"261","We will:  Fund 1000 early years specialists to work with early years development partnerships to ensure that children receive proper stimulus in the early years either at nursery school, pre-school playgroups or at home."
"262","Establish a budget to give additional training to nursery teachers."
"263","This would fund courses and extra supply teachers to cover for those undertaking training."
"264","Increase funding for outdoor facilities for nurseries."
"265","Ultimately, all nurseries should have a place for children to play out of doors."
"266","Strengthen links between home and school recognising that children's early development depends critically on the relationship between school and family."
"267","Ensure that the early years curriculum has sufficient quality and breadth to facilitate intellectual, emotional and social development and ensure that play is recognised as a key component of this process."
"269","Higher Education. Britain's universities have traditionally had a high international reputation."
"270","During the eighteen years of Conservative rule, that reputation was threatened by an ever tighter squeeze on resources."
"271","Labour has attempted to address the problem of underfunding by the counterproductive method of introducing tuition fees, which deter many students from going to university."
"272","Tuition fees also impose great hardship on many who take up university places, and their parents."
"273","We are also opposed to the levying of top-up fees."
"274","Liberal Democrats will:Abolish university tuition fees throughout the United Kingdom."
"275","Liberal Democrats have already achieved this in Scotland by making it a priority issue and have set abolition in train in Wales."
"276","Reform student maintenance."
"277","We would restore grants for poor students and access to benefits for all during the summer holidays, and raise the salary threshold at which student loans are repaid, in the first instance from £10,000 to £13,000 per year."
"278","Improve access for under-represented groups by tripling the incentive payments for recruitment and retention of under-represented, mature and part-time students."
"279","We would pay colleges one third on admission and two thirds on completion of a course."
"280","Improve salaries to attract and retain high-quality staff."
"281","Our first steps will be to end the unacceptable gap between pay for men and women at universities and to tackle similar inequalities faced by casual and part-time staff."
"282","Ensure that universities are properly resourced by opposing any reduction in the 'unit of resource' - the money that a university receives per student."
"283","In the long term, our goal is to increase the unit of resource."
"285","Further Education and Lifelong Learning. Few jobs these days are for life."
"286","To succeed as a nation, we need a flexible workforce which is used to acquiring new skills."
"287","Access to good quality further education is equally important to individuals as a means of fulfilling their aspirations."
"288","For too long, this sector has been at the bottom of the educational pile."
"289","Liberal Democrats see further education as an important priority."
"290","We will:  Give every adult an entitlement to publicly funded tuition."
"291","We will provide the funding to allow any adult the chance to acquire a Level 2 qualification (the equivalent of 5 GCSEs at grades A to C, an intermediate GNVQ or a Foundation Modern Apprenticeship)."
"292","We will fund those aged 16 to 24 up to Level 3 (equivalent to 2 A-Levels at grades A to E, an Advanced GNVQ or an Advanced Modern Apprenticeship)."
"293","In the long term, our goal is to extend this further entitlement to every adult."
"294","All those on these courses would be entitled to a student loan to cover maintenance, depending on their income."
"295","Simplify the funding and qualification systems."
"296","We will merge the Learning and Skills Council and the Higher Education Funding Council for England into a single Learning Council for England."
"297","We will also reform the National Vocational Qualification system to cut bureaucracy and allow students to accumulate credits from different courses and transfer them."
"298","In the long term, our goal is to:  Give every citizen an Individual Learning Account."
"299","Ultimately this approach to life-long learning would provide the flexibility to access each person' entitlement to post-sixteen education throughout a person' life, rather than at times imposed by the state."
"300","Tuition would be paid for and student loans would be available for maintenance."
"301","This would help, for example, women with children who have to study part-time."
"303","Employment and Training. Britain is still held back by a lack of skills in the workforce."
"304","Without placing unnecessary burdens on individual firms, Liberal Democrats are committed to training programmes which would bring enormous benefits to the economy as a whole."
"305","The recent relative health of the economy has concealed hotspots of unemployment and deprivation in many parts of the country."
"306","Labour's efforts to combat unemployment have not always been directed where they are most needed."
"307","We will:  Introduce tax incentives for small and medium-sized enterprises to improve training."
"308","Companies eligible would include those working with Investors in People, those introducing a company training plan under the Skills for Small Businesses programme, and those training an employee to master training level."
"309","We will also require all registered companies to report on staff training and development in their Annual Reports and Accounts."
"310","Empower National Training Organisations to conduct ballots of member employers."
"311","This will enable them to introduce a training levy if support is demonstrated."
"312","Entitle every 16-24 year-old to study leave with pay."
"313","Employers will be obliged to release their staff for courses which are relevant to their work."
"314","The scheme will be implemented in consultation with small businesses."
"315","Replace the New Deal with a Flexible Guarantee of help for all jobseekers, administered through a combined Benefits and Jobs Agency."
"316","This will be a world-class job search and placement service."
"317","It will be equally open to those not on the unemployment register who would like work."
"318","Tackle unemployment hotspots by transferring budgets to the nations and regions of the UK."
"319","A proportion of the Government's Employment Opportunities Fund should be administered by the nations and regions which are best placed to spend the money effectively alongside their economic regeneration budgets."
"321","Setting You Free. Abolish the excessive benefit sanctions brought in under the New Deal."
"322","These have done little to encourage people back to work and have made the families of those penalised suffer."
"323","We will not impose further sanctions until the effects of existing penalties have been evaluated."
"324","Stop government wasting teachers' time by scrapping directives and targets in education which undermine the professional judgement and expertise of teachers."
"325","We will also return the main responsibilities for standards to universities themselves."
"328","Green Action. Learning for a Green Future. We will increase environmental awareness amongst young people, by encouraging local environmental projects and by teaching sustainability in schools."
"329","Children' influence on their parents' involvement in 'green' activities will relate directly to the aims of our National Recycling Programme."
"331","Healthy and Safe Journeys to School. We will promote the development of Safe Routes to School, to encourage parents to allow their children to walk or cycle to school in safety rather than driving them."
"332","Children will gain benefits for their physical health from the increased exercise."
"333","At the same time, this will assist in reducing congestion and pollution during peak times of the day by reducing car use."
"335","Greener School Buildings. We will fund a 'Schools 2010' programme to tackle the backlog of school building repairs."
"336","The programme would include environmental assessment of buildings and would promote the use of better insulation, double-glazing and solar panels where possible."
"337","We will work in partnership with the Further and Higher Education sectors to develop a similar scheme that covers all educational establishments."
"340","Law and Order. Cutting crime: more resources, justice for all.  We all want freedom from crime."
"341","Fear of crime blights the lives of many people, particularly the most vulnerable in society."
"342","The state should offer all its citizens equal and adequate protection."
"343","Our approach is rooted in the belief that the best way to beat crime in the medium and long term is to have effective policies to tackle its causes."
"344","Liberal Democrats will:  Recruit 6000 extra police officers."
"345","Fund 2000 part-time community officers."
"346","Reinforce front-line police with a new Community Safety Constabulary and by retaining retired officers in a back-up role."
"347","Cut reoffending by preparing prisoners adequately for a law-abiding life on their release."
"348","Give victims greater rights to be heard in court.  "
"349","During their eighteen years in office, the Conservatives pursued a policy on crime which was superficially populist yet highly ineffective."
"350","They filled the prisons to overflowing, at a huge cost to the taxpayer."
"351","Crime doubled, violent rose crime year after year, and the number of convictions fell."
"352","Meanwhile, contrary to repeated promises, police numbers fell during the last Conservative government."
"353","Labour has been trying to sound as tough or tougher than the Conservatives, but it is no more effective."
"354","Police numbers have fallen further over the past four years."
"355","Labour too often proposes simplistic solutions."
"356","Many are impractical or irrelevant."
"357","Some actually undermine civil liberties."
"359","Police. Our priority is to increase police numbers to prevent crime, to catch criminals when offences do take place, and to increase the current deplorably low clear-up rate."
"360","To make policing across the country more effective, we will:  Fund the police for 6000 more police officers than March 2000 levels."
"361","We will fund 2000 recruits on top of the government' plans to ensure there is real increase in police strength, not just replacing cuts under Labour and the Conservatives."
"362","We will also ensure that the police spend more time on front-line policing and provide extra resources to boost retention of police officers."
"363","Fund 2000 part-time community officers by creating a new category of part time retained police officers."
"364","This would give the police more flexibility."
"365","Suitable members of the public and police officers near retirement wishing to continue in work will be recruited, given proper training and equipped for the duties of a police constable."
"366","The scheme will build on the current role of unpaid special constables, and free existing police to use their time and resources more effectively."
"367","Retained officers will supplement the work of regular police and provide a more adequate presence in areas where resources have not permitted."
"368","This scheme will help to meet our aim of creating a network of named local police officers for every community."
"369","Establish a Community Safety Force to work with the police by co-ordinating the public safety work of traffic wardens, estate and neighbourhood wardens, park superintendents and other public officials who deal with nuisance crimes like littering, vandalism and graffiti."
"370","They will receive special training."
"371","This will free the police to concentrate on more serious offences."
"372","Make local Crime and Disorder Partnerships focus on real improvements for local residents."
"373","We will give local crime partnerships the responsibility for managing and directing Community Safety Forces."
"374","We will also fund the involvement of local police forces in community activities designed to involve ethnic minorities and increase public confidence in all sections of society."
"375","Make the police more accountable."
"376","Public confidence in the police has declined."
"377","As well as seeking to improve the visibility of the police and improving police relations with the community, we will create a genuinely independent police complaints system to deal with complaints speedily, efficiently and impartially."
"378","We will encourage police forces to be more representative of the communities they serve, and ensure that 'top and search' is based on intelligence and attaches no relevance to the race or colour of those stopped by the police."
"379","Commission an independent report on the police resources the country needs in the long term."
"380","We will establish a Standing Conference on Policing comprising representatives of all police ranks, the public and experts in policing issues."
"381","This will regularly report to government and parliament, advising on the resources required to provide an effective police presence in every community, and the management of police stations and technology."
"382","It will also review the use of police time, in particular that devoted to paperwork and court procedures."
"383","Support the work of Europol, the EU police agency, and the establishment of a European police college, subject to proper democratic oversight."
"384","We wish to see police forces working together in the fight against crime, particularly international crimes such as drug trafficking, terrorism, customs fraud, money laundering and the trade in human beings for slave labour or sexual exploitation."
"386","Prisons. The last Conservative Home Secretary Michael Howard famously said prison works."
"387","But half of the people who have served time in Britain's jails go on to reoffend on release."
"388","Many prisons are colleges of crime."
"389","People incarcerated for minor offences learn how to commit much more serious ones."
"390","Liberal Democrats reject the knee-jerk Conservative approach and Labour's attempts to echo it."
"391","We will not be any less tough on crime, but we will be more effective."
"392","We will:  Focus resources on crime prevention rather than prison building."
"393","Prisons are very expensive."
"394","There are many more cost-effective ways of reducing crime than ever-longer sentences."
"395","We believe that people should be sent to prison if the public need to be protected from them or if this is the only way to punish them effectively."
"396","But to release resources for crime prevention and to cut reoffending, we believe there is more scope for the use of community sentences which are proven to work, such as electronic tagging, reparation to victims, fines, drug treatment, and probation orders."
"397","Cut reoffending by ex-prisoners."
"398","Previous governments have concentrated a great deal on sending people to prison, but not nearly enough on what goes on once they are there."
"399","We believe that prisoners should put in a full working day in jail."
"400","They should also have access to skill training and courses in literacy to equip them for work after release, and be given more support and rehabilitation once they have completed their sentences."
"401","We will also use weekend and evening custody to permit some offenders during sentence to enter paid work prior to release."
"402","Make prisons more effective."
"403","We will make minimum levels of education and work, and rehabilitation programmes, central to prison regimes, and set standards expected through Service Delivery Agreements."
"404","We will increase the amount of commercial activity undertaken by prison industries."
"405","We will also boost the powers of the prison inspectorate so that it can force change, not just report on failure."
"406","In the long term, our goal is to:  Improve the successful resettlement of released prisoners."
"407","There should be more use of pre-release assessments of the resettlement needs of prisoners, in particular for the majority who have served sentences, and for whom current arrangements are totally inadequate."
"408","The focus of resettlement should be on housing needs, employment and training schemes, and preventing substance misuse."
"410","The Criminal Justice System. Conservative and Labour Governments in turn have attempted to erode the criminal justice system."
"411","Labour have been intent on curtailing the right to the fundamental freedom of jury trial, as first proposed by the Conservatives."
"412","The Conservatives increased the use of mandatory sentences, taking away judicial discretion to make decisions based appropriately on the facts of an individual case."
"413","Liberal Democrats wish to enhance the powers of the courts."
"414","We also want to see a greater recognition of the rights of victims of crime."
"415","We will:  Give victims or their families greater rights to be heard in court."
"416","We will give victims the right to be kept fully informed about the progress of the cases with which they are involved."
"417","We will also provide opportunities for them to make statements in court about the effect that the crime has had on them after the jury has delivered its verdict and before the judge passes sentence."
"418","We will offer victims greater support during the progress of a case."
"419","Criminal injury compensation is often inadequate or unavailable and so we will improve the scheme to ensure that the most serious cases receive adequate compensation."
"420","We will strengthen support for victims of domestic violence by offering more training in this area to the relevant professionals."
"421","Tackle hate crimes."
"422","We will establish police hate crime investigation units to coordinate information and action against racist, homophobic and other hate crimes."
