"","sentence_text_new"
"95","InÊeducation, we reject both the idea of a return to the 11-plus and the monolithic comprehensive schools that take no account of children's differing abilities."
"96","Instead we favour all-in schooling which identifies the distinct abilities of individual pupils and organises them in classes to maximise their progress in individual subjects."
"97","In this way we modernise the comprehensive principle, learning from the experience of its 30 years of application."
"98","InÊhealthÊpolicy, we will safeguard the basic principles of the NHS, which we founded, but will not return to the top-down management of the 1970s."
"99","So we will keep the planning and provision of healthcare separate, but put planning on a longer-term, decentralised and more co-operative basis."
"100","The key is to root out unnecessary administrative cost, and to spend money on the right things - frontline care."
"101","OnÊcrime, we believe in personal responsibility and in punishing crime, but also tackling its underlying causes - so, tough on crime, tough on the causes of crime, different from the Labour approach of the past and the Tory policy of today."
"102","Over-centralisation ofÊgovernmentÊand lack of accountability was a problem in governments of both left and right."
"103","Labour is committed to the democratic renewal of our country through decentralisation and the elimination of excessive government secrecy."
"104","In addition, we will face up to the new issues that confront us."
"105","We will be the party ofÊwelfare reform."
"106","In consultation and partnership with the people, we will design a modern welfare state based on rights and duties going together, fit for the modern world."
"107","We will stand up for Britain's interests inÊEuropeÊafter the shambles of the last six years, but, more than that, we will lead a campaign for reform in Europe."
"108","Europe isn't working in the way this country and Europe need."
"109","But to lead means to be involved, to be constructive, to be capable of getting our own way."
"110","We will put concern for theÊenvironmentÊat the heart of policy-making, so that it is not an add-on extra, but informs the whole of government, from housing and energy policy through to global warming and international agreements."
"111","We will search out at every turn new ways and new ideas to tackle the new issues: how to encourage more flexible working hours and practices to suit employees and employers alike;"
"112","how to harness the huge potential of the new information technology;"
"113","how to simplify the processes of the government machine;"
"114","how to put public and private sector together in partnership to give us the infrastructure and transport system we need."
"115","We will be a radical government."
"116","But the definition of radicalism will not be that of doctrine, whether of left or right, but of achievement."
"117","New Labour is a party of ideas and ideals but not of outdated ideology."
"118","What counts is what works."
"119","The objectives are radical."
"120","The means will be modern."
"121","So the party is transformed."
"122","The vision is clear."
"123","And from that vision stems a modern programme of change and renewal for Britain."
"124","We understand that after 18 years of one-party rule, people want change, believe that it is necessary for the country and for democracy, but require faith to make the change."
"125","We therefore set out in the manifesto that follows ten commitments, commitments that form our bond of trust with the people."
"126","They are specific."
"127","They are real."
"128","Judge us on them."
"129","Have trust in us and we will repay that trust."
"130","Our mission in politics is to rebuild this bond of trust between government and the people."
"131","That is the only way democracy can flourish."
"132","I pledge to Britain a government which shares their hopes, which understands their fears, and which will work as partners with and for all our people, not just the privileged few."
"133","This is our contract with the people."
"134","Over the five years of a Labour government: "
"135","1. Education will be our number one priority, and we will increase the share of national income spent on education as we decrease it on the bills of economic and social failure "
"136","2. There will be no increase in the basic or top rates of income tax "
"137","3. We will provide stable economic growth with low inflation, and promote dynamic and competitive business and industry at home and abroad "
"138","4. We will get 250,000 young unemployed off benefit and into work "
"139","5. We will rebuild the NHS, reducing spending on administration and increasing spending on patient care "
"140","6. We will be tough on crime and tough on the causes of crime, and halve the time it takes persistent juvenile offenders to come to court "
"141","7. We will help build strong families and strong communities, and lay the foundations of a modern welfare state in pensions and community care "
"142","8. We will safeguard our environment, and develop an integrated transport policy to fight congestion and pollution "
"143","9. We will clean up politics, decentralise political power throughout the United Kingdom and put the funding of political parties on a proper and accountable basis "
"144","10. We will give Britain the leadership in Europe which Britain and Europe need."
"145","We have modernised the Labour Party and we will modernise Britain."
"146","This means knowing where we want to go;"
"147","being clear-headed about the country's future;"
"148","telling the truth;"
"149","making tough choices;"
"150","insisting that all parts of the public sector live within their means;"
"151","taking on vested interests that hold people back;"
"152","standing up to unreasonable demands from any quarter;"
"153","and being prepared to give a moral lead where government has responsibilities it should not avoid."
"154","Britain does deserve better."
"155","And new Labour will be better for Britain."
"156","Tony Blair."
"158","We will make education our number one priority. Cut class sizes to 30 or under for 5, 6 and 7 year-olds "
"159","Nursery places for all four year-olds "
"160","Attack low standards in schools "
"161","Access to computer technology "
"162","Lifelong learning through a new University for Industry "
"163","More spending on education as the cost of unemployment falls Education has been the Tories' biggest failure."
"164","It is Labour's number one priority."
"165","It is not just good for the individual."
"166","It is an economic necessity for the nation."
"167","We will compete successfully on the basis of quality or not at all."
"168","And quality comes from developing the potential of all our people."
"169","It is the people who are our greatest natural asset."
"170","We will ensure they can fulfil their potential."
"171","Nearly half of 11 year-olds in England and Wales fail to reach expected standards in English and maths."
"172","Britain has a smaller share of 17 and 18 year-olds in full-time education than any major industrial nation."
"173","Nearly two thirds of the British workforce lack vocational qualifications."
"174","There are excellent schools in Britain's state education system."
"175","But far too many children are denied the opportunity to succeed."
"176","Our task is to raise the standards of every school."
"177","We will put behind us the old arguments that have bedevilled education in this country."
"178","We reject the Tories' obsession with school structures: all parents should be offered real choice through good quality schools, each with its own strengths and individual ethos."
"179","There should be no return to the 11-plus."
"180","It divides children into successes and failures at far too early an age."
"181","We must modernise comprehensive schools."
"182","Children are not all of the same ability, nor do they learn at the same speed."
"183","That means 'setting' children in classes to maximise progress, for the benefit of high-fliers and slower learners alike."
"184","The focus must be on levelling up, not levelling down."
"185","With Labour, the Department for Education and Employment will become a leading office of state."
"186","It will give a strong and consistent lead to help raise standards in every school."
"187","Standards, more than structures, are the key to success."
"188","Labour will never put dogma before children's education."
"189","Our approach will be to intervene where there are problems, not where schools are succeeding."
"190","Labour will never force the abolition of good schools whether in the private or state sector."
"191","Any changes in the admissions policies of grammar schools will be decided by local parents."
"192","Church schools will retain their distinctive religious ethos."
"193","We wish to build bridges wherever we can across education divides."
"194","The educational apartheid created by the public/private divide diminishes the whole education system."
"196","Zero tolerance of underperformance. Every school has the capacity to succeed."
"197","All Local Education Authorities (LEAs) must demonstrate that every school is improving."
"198","For those failing schools unable to improve, ministers will order a 'fresh start' - close the school and start afresh on the same site."
"199","Where good schools and bad schools coexist side by side we will authorise LEAs to allow one school to take over the other to set the underperforming school on a new path."
"201","Quality nursery education guaranteed for all four year-olds. Nursery vouchers have been proven not to work."
"202","They are costly and do not generate more quality nursery places."
"203","We will use the money saved by scrapping nursery vouchers to guarantee places for four year-olds."
"204","We will invite selected local authorities to pilot early excellence centres combining education and care for the under-fives."
"205","We will set targets for universal provision for three year-olds whose parents want it."
"207","New focus on standards in primary schools. Primary schools are the key to mastering the basics and developing in every child an eagerness to learn."
"208","Every school needs baseline assessment of pupils when they enter the school, and a year-on-year target for improvement."
"209","We will reduce class sizes for five, six and seven year-olds to 30 or under, by phasing out the assisted places scheme, the cost of which is set to rise to £180 million per year."
"210","We must recognise the three 'r's for what they are - building blocks of all learning that must be taught better."
"211","We will achieve this by improving the skills of the teaching force;"
"212","ensuring a stronger focus on literacy in the curriculum;"
"213","and piloting literacy summer schools to meet our new target that within a decade every child leaves primary school with a reading age of at least 11 (barely half do today)."
"214","Our numeracy taskforce will develop equally ambitious targets."
"215","We will encourage the use of the most effective teaching methods, including phonics for reading and whole class interactive teaching for maths."
"217","Attacking educational disadvantage. No matter where a school is, Labour will not tolerate under-achievement."
"218","Public/private partnerships will improve the condition of school buildings."
"219","There will be education action zones to attack low standards by recruiting the best teachers and head teachers to under-achieving schools;"
"220","by supporting voluntary mentoring schemes to provide one-to-one support for disadvantaged pupils;"
"221","and by creating new opportunities for children, after the age of 14, to enhance their studies by acquiring knowledge and experience within industry and commerce."
"222","To attack under-achievement in urban areas, we have developed a new scheme with the Premier League."
"223","In partnerships between central government, local government and football clubs, study support centres will be set up at Premier League grounds for the benefit of local children."
"224","The scheme will be launched on a pilot basis during the 1997/8 season."
"225","We support the greatest possible integration into mainstream education of pupils with special educational needs, while recognising that specialist facilities are essential to meet particular needs."
"227","Realising the potential of new technology. Labour is the pioneer of new thinking."
"228","We have agreed with British Telecom and the cable companies that they will wire up schools, libraries, colleges and hospitals to the information superhighway free of charge."
"229","We have also secured agreement to make access charges as low as possible."
"230","For the Internet we plan a National Grid for Learning, franchised as a public/private partnership, which will bring to teachers up-to-date materials to enhance their skills, and to children high-quality educational materials."
"231","We will use lottery money to improve the skills of existing teachers in information technology."
"232","In opposition, Labour set up the independent Stevenson Commission to promote access for children to new technology."
"233","Its recent report is a challenging programme for the future."
"234","We are urgently examining how to implement its plans, in particular the development of educational software through a grading system which will provide schools with guarantees of product quality;"
"235","and the provision for every child of an individual email address."
"236","An independent standing committee will continue to advise us on the implementation of our plans in government."
"238","The role of parents. We will increase the powers and responsibilities of parents."
"239","There will be more parent governors and, for the first time, parent representatives on LEAs."
"240","A major objective is to promote a culture of responsibility for learning within the family, through contracts between all schools and parents, defining the responsibilities of each."
"241","National guidelines will establish minimum periods for homework for primary and secondary school pupils."
"242","Teachers will be entitled to positive support from parents to promote good attendance and sound discipline."
"243","Schools suffer from unruly and disruptive pupils."
"244","Exclusion or suspension may sometimes be necessary."
"245","We will, however, pilot new pupil referral units so that schools are protected but these pupils are not lost to education or the country."
"247","New job description for LEAs. The judge and jury of LEA performance will be their contribution to raising standards."
"248","LEAs are closer to schools than central government, and have the authority of being locally elected."
"249","But they will be required to devolve power, and more of their budgets, to heads and governors."
"250","LEA performance will be inspected by Ofsted and the Audit Commission."
"251","Where authorities are deemed to be failing, the secretary of state may suspend the relevant powers of the LEA and send in an improvement team."
"253","Grant maintained schools. Schools that are now grant maintained will prosper with Labour's proposals, as will every school."
"254","Tory claims that Labour will close these schools are false."
"255","The system of funding will not discriminate unfairly either between schools or between pupils."
"256","LEAs will be represented on governing bodies, but will not control them."
"257","We support guidelines for open and fair admissions, along the lines of those introduced in 1993;"
"258","but we will also provide a right of appeal to an independent panel in disputed cases."
"260","Teachers: pressure and support. Schools are critically dependent on the quality of all staff."
"261","The majority of teachers are skilful and dedicated, but some fall short."
"262","We will improve teacher training, and ensure that all teachers have an induction year when they first qualify, to ensure their suitability for teaching."
"263","There will be a general teaching council to speak for and raise standards in the profession."
"264","We will create a new grade of teachers to recognise the best."
"265","There will, however, be speedy, but fair, procedures to remove teachers who cannot do the job."
"266","The strength of a school is critically dependent on the quality of its head."
"267","We will establish mandatory qualifications for the post."
"268","A head teacher will be appointed to a position only when fully trained to accept the responsibility."
"270","Higher education. The improvement and expansion needed cannot be funded out of general taxation."
"271","Our proposals for funding have been made to the Dearing Committee, in line with successful policies abroad."
"272","The costs of student maintenance should be repaid by graduates on an income-related basis, from the career success to which higher education has contributed."
"273","The current system is badly administered and payback periods are too short."
"274","We will provide efficient administration, with fairness ensured by longer payback periods where required."
"276","Lifelong learning. We must learn throughout life, to retain employment through new and improved skills."
"277","We will promote adult learning both at work and in the critical sector of further education."
"278","In schools and colleges, we support broader A-levels and upgraded vocational qualifications, underpinned by rigorous standards and key skills."
"279","Employers have the primary responsibility for training their workforces in job-related skills."
"280","But individuals should be given the power to invest in training."
"281","We will invest public money for training in Individual Learning Accounts which individuals - for example women returning to the labour force - can then use to gain the skills they want."
"282","We will kickstart the programme for up to a million people, using £150 million of TEC money which could be better used and which would provide a contribution of £150, alongside individuals making small investments of their own."
"283","Employers will be encouraged to make voluntary contributions to these funds."
"284","We will also promote the extension of the Investors in People initiative into many more small firms."
"285","Our new University for Industry, collaborating with the Open University, will bring new opportunities to adults seeking to develop their potential."
"286","This will bring government, industry and education together to create a new resource whose remit will be to use new technology to enhance skills and education."
"287","The University for Industry will be a public/private partnership, commissioning software and developing the links to extend lifelong learning."
"289","Government spending on education. The Conservatives have cut government spending on education as a share of national income by the equivalent of more than £3 billion as spending on the bills of economic and social failure has risen."
"290","We are committed to reversing this trend of spending."
"291","Over the course of a five-year Parliament, as we cut the costs of economic and social failure we will raise the proportion of national income spent on education."
"293","We will promote personal prosperity for all. Economic stability to promote investment "
"294","Tough inflation target, mortgage rates as low as possible "
"295","Stick for two years within existing spending limits "
"296","Five-year pledge: no increase in income tax rates "
"297","Long-term objective of ten pence starting rate of income tax "
"298","Early Budget to get people off welfare and into work."
"299","The Conservatives have in 18 years created the two longest, deepest recessions this century."
"300","We have experienced the slowest average growth rate of any similar period since the second world war."
"301","There has been a fundamental failure to tackle the underlying causes of inflation, of low growth and of unemployment."
"302","These are: too much economic instability, with wild swings from boom to bust "
"303","too little investment in education and skills, and in the application of new technologies "
"304","too few opportunities to find jobs, start new businesses or become self-employed "
"305","too narrow an industrial base and too little sense of common purpose in the workplace or across the nation."
"306","Britain can do better."
"307","We must build on the British qualities of inventiveness, creativity and adaptability."
"308","New Labour's objective is to improve living standards for the many, not just the few."
"309","Business can and must succeed in raising productivity."
"310","This requires a combination of a skilled and educated workforce with investment in the latest technological innovations, as the route to higher wages and employment."
"311","An explicit objective of a Labour government will be to raise the trend rate of growth by strengthening our wealth-creating base."
"312","We will nurture investment in industry, skills, infrastructure and new technologies."
"313","And we will attack long-term unemployment, especially among young people."
"314","Our goal will be educational and employment opportunities for all."
"315","Economic stability is the essential platform for sustained growth."
"316","In a global economy the route to growth is stability not inflation."
"317","The priority must be stable, low-inflation conditions for long-term growth."
"318","The root causes of inflation and low growth are the same - an economic and industrial base that remains weak."
"319","Government cannot solve all economic problems or end the economic cycle."
"320","But by spending wisely and taxing fairly, government can help tackle the problems."
"321","Our goals are low inflation, rising living standards and high and stable levels of employment."
"323","Spending and tax: new Labour's approach. The myth that the solution to every problem is increased spending has been comprehensively dispelled under the Conservatives."
"324","Spending has risen."
"325","But more spending has brought neither greater fairness nor less poverty."
"326","Quite the reverse - our society is more divided than it has been for generations."
"327","The level of public spending is no longer the best measure of the effectiveness of government action in the public interest."
"328","It is what money is actually spent on that counts more than how much money is spent."
"329","The national debt has doubled under John Major."
"330","The public finances remain weak."
"331","A new Labour government will give immediate high priority to seeing how public money can be better used."
"332","New Labour will be wise spenders, not big spenders."
"333","We will work in partnership with the private sector to achieve our goals."
"334","We will ask about public spending the first question that a manager in any company would ask - can existing resources be used more effectively to meet our priorities?"
"335","And because efficiency and value for money are central, ministers will be required to save before they spend."
"336","Save to invest is our approach, not tax and spend."
"337","The increase in taxes under the Conservatives is the most dramatic evidence of economic failure."
"338","Since 1992 the typical family has paid more than £2,000 in extra taxes - the biggest tax hike in peacetime history, breaking every promise made by John Major at the last election."
"339","The tragedy is that those hardest hit are least able to pay."
"340","That is why we strongly opposed the imposition of VAT on fuel: it was Labour that stopped the government from increasing VAT on fuel to 17.5 per cent."
"341","Taxation is not neutral in the way it raises revenue."
"342","How and what governments tax sends clear signals about the economic activities they believe should be encouraged or discouraged, and the values they wish to entrench in society."
"343","Just as, for example, work should be encouraged through the tax system, environmental pollution should be discouraged."
"344","New Labour will establish a new trust on tax with the British people."
"345","The promises we make we will keep."
"346","The principles that will underpin our tax policy are clear: to encourage employment opportunities and work incentives for all "
"347","to promote savings and investment "
"348","and to be fair and be seen to be fair."
"349","New Labour is not about high taxes on ordinary families."
"350","It is about social justice and a fair deal."
"351","New Labour therefore makes the following economic pledges."
"353","Fair taxes. There will be no return to the penal tax rates that existed under both Labour and Conservative governments in the 1970s."
"354","To encourage work and reward effort, we are pledged not to raise the basic or top rates of income tax throughout the next Parliament."
"355","Our long-term objective is a lower starting rate of income tax of ten pence in the pound."
"356","Reducing the high marginal rates at the bottom end of the earning scale - often 70 or 80 per cent - is not only fair but desirable to encourage employment."
"357","This goal will benefit the many, not the few."
"358","It is in sharp contrast to the Tory goal of abolishing capital gains and inheritance tax, at least half the benefit of which will go to the richest 5,000 families in the country."
"359","We will cut VAT on fuel to five per cent, the lowest level allowed."
"360","We renew our pledge not to extend VAT to food, children's clothes, books and newspapers and public transport fares."
"361","We will also examine the interaction of the tax and benefits systems so that they can be streamlined and modernised, so as to fulfil our objectives of promoting work incentives, reducing poverty and welfare dependency, and strengthening community and family life."
"363","No risks with inflation. We will match the current target for low and stable inflation of 2.5 per cent or less."
"364","We will reform the Bank of England to ensure that decision-making on monetary policy is more effective, open, accountable and free from short-term political manipulation."
"366","Strict rules for government borrowing. We will enforce the 'golden rule' of public spending - over the economic cycle, we will only borrow to invest and not to fund current expenditure."
"367","We will ensure that - over the economic cycle - public debt as a proportion of national income is at a stable and prudent level."
"369","Stick to planned public spending allocations for the first two years of office. Our decisions have not been taken lightly."
"370","They are a recognition of Conservative mismanagement of the public finances."
"371","For the next two years Labour will work within the departmental ceilings for spending already announced."
"372","We will resist unreasonable demands on the public purse, including any unreasonable public sector pay demands."
"374","Switch spending from economic failure to investment. We will conduct a central spending review and departmental reviews to assess how to use resources better, while rooting out waste and inefficiency in public spending."
"375","Labour priorities in public spending are different from Tory priorities."
"377","Tax reform to promote saving and investment. We will introduce a new individual savings account and extend the principle of TESSAs and PEPs to promote long-term saving."
"378","We will review the corporate and capital gains tax regimes to see how the tax system can promote greater long-term investment."
"380","Labour's welfare-to-work Budget. We will introduce a Budget within two months after the election to begin the task of equipping the British economy and reforming the welfare state to get young people and the long-term unemployed back to work."
"381","This welfare-to-work programme will be funded by a windfall levy on the excess profits of the privatised utilities, introduced in this Budget after we have consulted the regulators."
"383","We will help create successful and profitable businesses. Backing business: skills, infrastructure, new markets "
"384","Gains for consumers with tough competition law "
"385","New measures to help small businesses "
"386","National minimum wage to tackle low pay "
"387","Boost local economic growth with Regional Development Agencies "
"388","A strong and effective voice in Europe"
"389","Labour offers business a new deal for the future."
"390","We will leave intact the main changes of the 1980s in industrial relations and enterprise."
"391","We see healthy profits as an essential motor of a dynamic market economy, and believe they depend on quality products, innovative entrepreneurs and skilled employees."
"392","We will build a new partnership with business to improve the competitiveness of British industry for the 21st century, leading to faster growth."
"393","Many of the fundamentals of the British economy are still weak."
"394","Low pay and low skills go together: insecurity is the consequence of economic instability;"
"395","the absence of quality jobs is a product of the weakness of our industrial base;"
"396","we suffer from both high unemployment and skills shortages."
"397","There is no future for Britain as a low wage economy: we cannot compete on wages with countries paying a tenth or a hundredth of British wages."
"398","We need to win on higher quality, skill, innovation and reliability."
"399","With Labour, British and inward investors will find this country an attractive and profitable place to do business."
"400","New Labour believes in a flexible labour market that serves employers and employees alike."
"401","But flexibility alone is not enough."
"402","We need 'flexibility plus': plus higher skills and higher standards in our schools and colleges "
"403","plus policies to ensure economic stability "
"404","plus partnership with business to raise investment in infrastructure, science and research and to back small firms o plus new leadership from Britain to reform Europe, in place of the current policy of drift and disengagement from our largest market "
"405","plus guaranteeing Britain's membership of the single market - indeed opening up further markets inside and outside the EU - helping make Britain an attractive place to do business o plus minimum standards of fair treatment, including a national minimum wage o plus an imaginative welfare-to-work programme to put the long-term unemployed back to work and to cut social security costs."
"407","A reformed and tougher competition law. Competitiveness abroad must begin with competition at home."
"408","Effective competition can bring value and quality to consumers."
"409","As an early priority we will reform Britain's competition law."
"410","We will adopt a tough 'prohibitive' approach to deter anti-competitive practices and abuses of market power."
"411","In the utility industries we will promote competition wherever possible."
"412","Where competition is not an effective discipline, for example in the water industry which has a poor environmental record and has in most cases been a tax-free zone, we will pursue tough, efficient regulation in the interests of customers, and, in the case of water, in the interests of the environment as well."
"413","We recognise the need for open and predictable regulation which is fair both to consumers and to shareholders and at the same time provides incentives for managers to innovate and improve efficiency."
"415","Reinvigorate the Private Finance Initiative. Britain's infrastructure is dangerously run down: parts of our road and rail network are seriously neglected, and all too often our urban environment has been allowed to deteriorate."
"416","Labour pioneered the idea of public/private partnerships."
"417","It is Labour local authorities which have done most to create these partnerships at local level."
"418","A Labour government will overcome the problems that have plagued the PFI at a national level."
"419","We will set priorities between projects, saving time and expense;"
"420","we will seek a realistic allocation of risk between the partners to a project;"
"421","and we will ensure that best practice is spread throughout government."
"422","We will aim to simplify and speed up the planning process for major infrastructure projects of vital national interest."
"423","We will ensure that self-financing commercial organisations within the public sector - the Post Office is a prime example - are given greater commercial freedom to make the most of new opportunities."
"425","Backing small business. The number of small employers has declined by half a million since 1990."
"426","Support for small businesses will have a major role in our plans for economic growth."
"427","We will cut unnecessary red tape;"
"428","provide for statutory interest on late payment of debts;"
"429","improve support for high-tech start-ups;"
"430","improve the quality and relevance of advice and training through a reformed Business Links network and the University for Industry;"
"431","and assist firms to enter overseas markets more effectively."
"433","Local economic growth. Prosperity needs to be built from the bottom up."
"434","We will establish one-stop regional development agencies to co-ordinate regional economic development, help small business and encourage inward investment."
"435","Many regions are already taking informal steps to this end and they will be supported."
"437","Strengthen our capability in science, technology and design. The UK must be positively committed to the global pursuit of new knowledge, with a strong science base in our universities and centres of excellence leading the world."
"438","The Dearing Committee represents a significant opportunity to promote high-quality standards in science teaching and research throughout UK higher education."
"439","We support a collaborative approach between researchers and business, spreading the use of new technology and good design, and exploiting our own inventions to boost business in the UK."
"441","Promoting new green technologies and businesses. There is huge potential to develop Britain's environmental technology industries to create jobs, win exports and protect the environment."
"442","Effective environmental management is an increasingly important component of modern business practice."
"443","We support a major push to promote energy conservation - particularly by the promotion of home energy efficiency schemes, linked to our environment taskforce for the under-25s."
"444","We are committed to an energy policy designed to promote cleaner, more efficient energy use and production, including a new and strong drive to develop renewable energy sources such as solar and wind energy, and combined heat and power."
"445","We see no economic case for the building of any new nuclear power stations."
"447","Key elements of the 1980s trade union reforms to stay. There must be minimum standards for the individual at work, including a minimum wage, within a flexible labour market."
"448","We need a sensible balance in industrial relations law - rights and duties go together."
"449","The key elements of the trade union legislation of the 1980s will stay - on ballots, picketing and industrial action."
"450","People should be free to join or not to join a union."
"451","Where they do decide to join, and where a majority of the relevant workforce vote in a ballot for the union to represent them, the union should be recognised."
"452","This promotes stable and orderly industrial relations."
"453","There will be full consultation on the most effective means of implementing this proposal."
"455","Partnership at work. The best companies recognise their employees as partners in the enterprise."
"456","Employees whose conditions are good are more committed to their companies and are more productive."
"457","Many unions and employers are embracing partnership in place of conflict."
"458","Government should welcome this."
"459","We are keen to encourage a variety of forms of partnership and enterprise, spreading ownership and encouraging more employees to become owners through Employee Share Ownership Plans and co-operatives."
"460","We support too the Social Chapter of the EU, but will deploy our influence in Europe to ensure that it develops so as to promote employability and competitiveness, not inflexibility."
"462","A sensibly set national minimum wage. There should be a statutory level beneath which pay should not fall - with the minimum wage decided not on the basis of a rigid formula but according to the economic circumstances of the time and with the advice of an independent low pay commission, whose membership will include representatives of employers, including small business, and employees."
"463","Every modern industrial country has a minimum wage, including the US and Japan."
"464","Britain used to have minimum wages through the Wages Councils."
