"","sentence_text_new"
"93","Tackle the backlog of repairs."
"94","We will invest an additional £500 million over 5 years in repairing crumbling and unsafe buildings."
"95","Support children with special needs."
"96","We will fully fund the implementation of the Code of Practice for Special Educational Needs."
"98","A new partnership for schools. Involving parents in the education of their children and ensuring schools are supported by local communities are both essential to achieving higher standards and a better use of resources."
"99","We will: Increase the role of parents in education."
"100","We will extend home/school/pupil links, develop home-school partnership arrangements and support parents with information and resources to help them help their child."
"101","We will require the schools inspection service to report on home-school partnerships as part of school inspections."
"102","We will promote school councils and guarantee automatic representation on governing bodies to staff and, where appropriate, students."
"103","Open up schools to the whole community."
"104","We will encourage schools to develop courses for parents, build links with local leisure organisations to open up school sports facilities to the community and work with local businesses to provide improved computer education."
"105","Give all schools more independence and allow them to develop their own styles and strengths."
"106","We will devolve as many powers as possible to schools and give them more control over their budgets."
"107","We will make new 'light touch' LEAs responsible for those functions that cannot be undertaken by individual schools on their own, such as coordination, planning and monitoring standards."
"108","We will bring grant-maintained schools and City Technology Colleges into this new framework and scrap the Funding Agency for Schools."
"109","Liberal Democrats are opposed to selection, but believe that decisions on this should be made by local communities through their local Councils and not by politicians at Westminster."
"110","Recognise the valuable role of church schools in the maintained sector."
"111","We will initiate a dialogue with all the major faiths about the role they wish to play in education in the future."
"112","Where any of the major faiths wish to establish publicly funded voluntary schools we will enable them to do so, provided that they enjoy substantial community support, offer acceptable programmes of study, provide equality of opportunity and are able to deliver the Minimum Curriculum Entitlement."
"113","Forge a new partnership with the independent sector."
"114","We will encourage independent schools to work with state schools."
"115","We will phase out the Assisted Places Scheme and use the money saved to enable LEAs, if they wish, to enter into local partnership schemes."
"116","These could include assisting the funding of pupils at independent schools."
"117","Pupils currently covered by the Assisted Places Scheme would, however, be protected until they finish their studies."
"118","We will require independent schools to offer the Minimum Curriculum Entitlement."
"119","We will extend charitable status to all schools without affecting total Council funding and maintain the VAT exemption on school fees."
"121","Extending life-long learning. In the information age, education must be a life-long activity from which people can benefit anywhere and at any time, rather than being something that only happens in school."
"122","We will: Widen access to further education."
"123","We will give every person an Individual Learning Account as the basis for life-long post-school education with contributions made by the state, individuals and employers."
"124","Our aim is that the state contribution will be at least equivalent to the cost of fees on approved courses."
"125","We will replace the Student Loans Scheme with a fair repayment scheme linked to salaries in later life."
"126","We oppose top-up fees for tuition."
"127","Our aim is to ensure that students on approved courses (including part-time courses) up to first degree level are treated equally."
"128","Promote flexible learning."
"129","We will create a higher standard credit-based system for all post-14 courses, including the current A-levels and degree courses."
"130","We will work with the private sector to link all schools to the Information Super Highway and ensure that they have the equipment and skills to take advantage of this."
"131","Promote training in the workplace."
"132","To support companies that invest in education and training, and to encourage others to do so, we will introduce a 2 per cent remissible levy on company payrolls."
"133","This would be deductible against the cost of providing accredited training or making contributions to the Individual Learning Account."
"134","Small businesses will be exempt."
"135","We will give Training and Enterprise Councils the leading role in forging local partnerships to meet youth training and employment needs."
"136","Expand training opportunities for young people."
"137","Our aim is to ensure that 16-19 year-oIds receive the equivalent of at least 2 days a week education or on-the-job training."
"138","Boost chances for all adults to improve their skills and get better qualifications."
"139","We will ensure that all adults on approved courses or training have access to financial support, either through their Individual Learning Accounts or from their employer using our new remissible training levy."
"140","Improve the quality of tertiary courses."
"141","We will create a new Quality Council to ensure high standards and value for money in all post-16 education and training courses."
"142","Secure academic freedom."
"143","We will ensure the funding of university teaching and research, safeguard academic freedom and standards."
"145","Which party will be best for my job and our firm? Our aim: To end the cycle of boom and bust and equip Britain's economy to compete in the global market-place."
"146","The problem: Despite the current pre-election mini-boom, the fundamentals of Britain's economy remain weak."
"147","We continue to be held back by instability in economic management, an underskilled labour force and chronic under-investment."
"148","Britain continues to consume too much and invest too little."
"149","Our commitment: Liberal Democrats will lock in economic stability, encourage saving and promote enterprise."
"150","We will raise the quality of Britain's workforce through additional investment in education and training."
"151","As part of our strategy to build a sustainable economy, we will shift the burden of taxation from employment to the depletion of natural resources."
"152","Our priorities are to: Provide stability in economic management to encourage long-term investment."
"153","Raise the quality of Britain's workforce and get people back to work."
"154","Promote enterprise and small businesses."
"155","Begin to shift taxation from jobs, wealth and goods to pollution and the depletion of natural resources."
"157","Investing in Britain's future. Long-term investment and economic stability are crucial to future economic success."
"158","We will: Secure stable prices and low interest rates."
"159","We will turn the Bank of England into a UK Reserve Bank, free from political interference."
"160","We will charge the Bank with keeping inflation low and make it accountable to Parliament for achieving this goal."
"161","Lower inflation and greater exchange rate stability can be better secured by working with Britain's European partners."
"162","The best framework for this is a single European currency and it is in Britain's interests to take part in this."
"163","However, three conditions must be met before this can happen."
"164","First, the single currency must be firmly founded on the Maastricht criteria."
"165","Second, Britain must meet those criteria."
"166","Third, the British people must have said yes' in a referendum."
"167","If these conditions for a single currency are in place, Britain should join."
"168","Ensure responsible economic management."
"169","We will keep to the 'golden rule' of public finance: over the economic cycle, total borrowing should not exceed total investment."
"170","We will make the government accountable to Parliament for keeping to this rule, and subject it to independent monitoring."
"171","We will cut wasteful spending and ensure new spending delivers value for money."
"172","Build up Britain's capital assets."
"173","We will distinguish between capital and current spending in the national accounting system."
"174","We will promote effective public/private investment partnerships at both national and local levels, with Councils' borrowing carefully controlled."
"175","Put Britain's people back to work."
"176","We will enable long-term unemployed people to turn their unemployment benefits into 'working benefits' paid to an employer to recruit and train them."
"177","We will break open the poverty traps that stop unemployed people from working."
"178","Our plans for boosting investment in infrastructure, promoting small businesses and encouraging energy conservation will create hundreds of thousands of new jobs."
"179","Invest in a highly-skilled workforce."
"180","Our investment of an additional £2 billion a year in education and training will improve skills and increase the nation's knowledge base."
"181","Promote environmental sustainability."
"182","We will begin a long-term shift in taxation, reducing taxes on jobs, wealth and goods and shifting them to pollution and resource depletion."
"183","We will use new national indicators of progress which include measures of quality of life and environmental sustainability."
"184","Encourage people to save."
"185","Our aim is to extend the advantages of TESSAs and PEPs to a wider range of savers by developing a new save-as-you-earn scheme."
"186","We will encourage personal and portable pension plans."
"188","Investing in enterprise. Small business, enterprise and self-employment are the engine of a modern dynamic economy and a vital source of new jobs and growth."
"189","We will: Support small and medium-sized businesses."
"190","We will encourage the banks to develop new sources of private finance, including grants, equity finance and mutual guarantee schemes."
"191","We will seek to expand the sources of 'seed-corn' capital."
"192","We will legislate for a statutory right to interest on late debt payments."
"193","We will require the banks to develop new codes of banking practice for small businesses."
"194","We will cut red tape, for example by stopping European institutions interfering where they shouldn't and by preventing Whitehall departments 'goldplating' European regulations with extra rules."
"195","We will, in the long-term, abolish the Uniform Business Rate and bring in a new, fairer local rating system."
"196","We will ensure that government purchasing gives special emphasis and easier access to small and medium-sized firms."
"197","Boost regional and local economies."
"198","We will set up regionally-based Development Agencies to build new partnerships between small businesses, local Councils, Business Links, TECs and local Chambers of Commerce."
"199","We will encourage these bodies to come together to provide 'one-stop shops'."
"200","We will enable Councils to raise capital for local infrastructure investment, where they work in partnership with the private sector "
"201","We will encourage industrial development by promoting geographical centres of industrial excellence."
"202","Invest in research and innovation."
"203","We will expand support for science and research by shifting government funds away from military Research and Development and into civil science and research, and improve specialist research facilities for industry."
"204","We will encourage regional technology transfer centres to bring together the resources of industry, universities and government laboratories."
"205","Promote tourism."
"206","We will bring together the marketing and infrastructure work of government, local Councils and tourist boards."
"207","We will ensure that local communities are involved in the planning of tourist developments from the earliest stages."
"208","Build new partnerships at work."
"209","We will give employees new rights to consultation and participation in decisions and give companies and their employees access to advice on the forms of partnership which best suit them."
"210","We will promote profit-sharing, mutual structures and employee share-ownership schemes."
"211","We will extend the benefits of the Social Chapter of the Maastricht Treaty to all UK employees, while resisting the adoption of new rules that unnecessarily harm job opportunities."
"212","Encourage a culture of long-term business investment."
"213","We will require companies to publish information on their long-term investment achievements, including environmental performance, research and development, and training."
"214","We will introduce greater shareholder control over directors' pay and appointments."
"215","Promote British exports."
"216","We will make export promotion and commercial activity a higher priority for British Embassies."
"218","Making Britain more competitive. A competitive domestic economy is essential if British companies are to succeed in the global market."
"219","We will: Strengthen the law on competition."
"220","We will tighten the rules on monopolies and adopt a pro-competition stance on take-overs and mergers."
"221","We will, combine the Monopolies and Mergers Commission and the Office of Fair Trading into a single powerful body, independent of government and charged with promoting competition."
"222","Give consumers more power."
"223","We will promote the establishment of industry-wide Ombudsmen schemes to improve complaints procedures and consumer redress."
"224","We will strengthen customer guarantees, improve product standards and labelling, especially for environmental purposes, and encourage products that are easier to repair, reuse and recycle."
"225","We will insist on clear labelling for food products which include genetically modified ingredients."
"226","Reform the privatised utilities."
"227","We will combine the existing regulators into a single Office of Utility Regulation, reporting to a Cabinet Minister responsible for consumer affairs."
"228","This new office will contain a regulatory board for each industry and will be, charged with protecting the consumer and ensuring that excess profits are used to reduce prices and increase investment in improved services."
"229","Starting with the water industry, we will encourage utilities to involve their consumers in ownership and control of their company, through mutual structures."
"230","Reinforce consumer and investor protection."
"231","We will introduce independent regulation of financial services and improve processes for redress (e.g. for mis-selling)."
"232","We will protect pension and life assurance savings from fraud."
"233","We will work to maintain the City of London's pre-eminence as a financial centre and promote effective international banking standards."
"235","Which party is serious about making our environment cleaner and safer? Our aim: To make clean air, pure water and a decent environment a central priority of Government."
"236","The problem: For too long, the environment has been damaged by greed and indifference."
"237","This cannot go on."
"238","From global warming to polluted rivers and asthma in children, everyone is already paying the cost of environmental damage."
"239","The longer action is delayed, the higher the cost will be."
"240","Our commitment: To save energy, cut traffic congestion, stop the unnecessary destruction of the countryside and stem the tide of pollution."
"241","Our priorities are to: Cut taxes on things we want to encourage, like jobs, by taxing pollution instead."
"242","This will not mean more tax, it will mean taxing differently."
"243","Build environmental objectives into every government policy."
"244","Set tough targets to cut energy waste, reduce traffic congestion and control pollution."
"246","A greener economy. Environmental protection must be built into every economic decision and every area of government policy."
"247","We will: Set tough new targets for the reduction of traffic pollution and waste."
"248","This will help reduce global warming, cut air pollution and prevent waste."
"249","Our targets include cutting carbon dioxide emissions (the main cause of climate change) by 30 per cent from the 1990 level over the next 15 years."
"250","Cut VAT and taxes on jobs, and make up the difference by taxing pollution instead."
"251","This will help create more jobs and a better standard of living."
"252","Adopt a Green Action Programme."
"253","We will set targets for sustainability and biodiversity, to be met by central and local government."
"254","We will measure these by using new indicators of quality of life, progress and wealth."
"255","The Prime Minister will report to Parliament each year on the country's success in meeting these environmental targets."
"256","Protect the local environment."
"257","We will pass stronger laws to conserve the countryside."
"258","We will cut road congestion and help local Councils make Britain's towns and cities healthier and cleaner places to live."
"259","Improve the way environment policy is made."
"260","Environment policy is currently buried, with housing and local government, in a huge single Government Department."
"261","We will put environment and energy policy within a separate, new department and ensure that all government departments and agencies pursue environmentally-friendly policies."
"262","We will give the Environment Agency stronger powers to enforce compliance with environmental laws."
"264","Transporting people, tackling pollution . Travel delays and road congestion cost billions of pounds, and pollution damages the health of millions of people."
"265","We will: Invest in public transport by building new partnerships with the private sector."
"266","We will enable Councils to introduce road pricing in the most congested urban areas and use the money to support clean and rapid public transport, and to improve cycle and pedestrian access."
"267","We will retain London Underground in public ownership and give it the right to seek private finance for new investment without an assured government guarantee."
"268","Treble the freight and double the number of passengers carried on Britain's railways by the year 2010."
"269","We will strengthen the powers of the rail regulators."
"270","We will require Railtrack to meet targets for greater investment and increased passenger and freight traffic."
"271","We will withhold public subsidies from Railtrack if the targets are not met and, in the case of persistent failure, use the funds to reacquire a controlling interest in Railtrack."
"272","We will provide for legislation enabling this."
"273","Encourage people to drive more fuel-efficient cars by cutting the annual car tax, from £145 to £10 for cars up to 1600cc, over the period of the next Parliament, funded by gradually raising the duty on fuel by approximately 4 pence per litre."
"274","Under our proposals, a person with a typical family car could drive up to 23,000 miles per year and still be better off - even in rural areas, where the average motorist only drives 11,700 miles a year."
"275","We will reform tax relief on company cars to encourage smaller cars and give people new incentives to use public transport for getting to work."
"276","Reduce the need to travel."
"277","We will reform the planning system so that people have easier access to shops, offices and facilities, and promote the use of information technology to decentralise work."
"279","Warmer homes, saving energy. Official government figures show that half the energy used in Britain is wasted."
"280","This pushes up fuel bills, worsens pollution and speeds up global warming."
"281","We will: Cut fuel bills and make homes warmer."
"282","We will launch a National Homes Insulation programme to end fuel poverty starting with the 2 million lowest income households."
"283","Our proposals will be funded by the Energy Saving Trust and the energy supply companies."
"284","This will save these households an average £85 per year and reduce global warming emissions."
"285","By contrast, cutting VAT on fuel bills to 5 per cent would save the average household only £19 per year."
"286","Cut taxes on people by taxing pollution instead."
"287","To encourage energy saving, we will gradually introduce a 'carbon tax' on fossil fuels, using the funds raised to cut VAT and employers' National Insurance Contributions (the tax on jobs)."
"288","This is a tax switch, not a tax rise, and will be phased in gradually."
"289","Improve energy efficiency."
"290","We will bring in new minimum standards for the energy efficiency of products, buildings and vehicles."
"291","We will cut VAT on energy conservation materials to 8 per cent - the same as for energy supplies."
"292","Promote renewable sources of energy and combined heat and power schemes."
"293","We will shift funds from nuclear research into decommissioning and nuclear waste management, and support research for renewable energy sources."
"294","We will not provide any government subsidies for nuclear generation."
"295","We support on-site dry storage of nuclear waste, pending the long-term development of safe alternatives."
"296","Nuclear stations will not be replaced at the end of their design life."
"298","Protecting Britain's heritage . Britain's natural environment and heritage are being gradually destroyed."
"299","We will: Clean up Britain's rivers and beaches and ensure that the costs of investment are spread fairly."
"300","We will require water companies to contribute to the cost of national environmental projects."
"301","We will reduce the need for new water developments by setting targets to reduce leakage and by promoting efficiency in water use."
"302","We will introduce a fairer system of charging for water and require water companies to share excess profits with their customers through rebates or investments in environmental improvements."
"303","We will end, within 10 years, discharges that cause unnecessary water pollution."
"304","Tackle marine oil pollution."
"305","We will implement tougher rules on shipping safety and bring forward the designation of marine high risk areas."
"306","Reform land use planning."
"307","We will make protection of the natural environment a major feature of the planning system through a new Wildlife Act."
"308","This will improve protection of National Parks, Heritage Coasts, Sites Of Special Scientific Interest and Areas of Outstanding Natural Beauty."
"309","Green the countryside."
"310","Our proposed new Countryside Management Contracts will help farmers to protect vital habitats and convert to more environmentally-friendly farming methods."
"311","We will use tax and planning reforms to protect rural areas, encouraging development on derelict land sites rather than green fields."
"313","Thinking globally, acting locally. Most people understand the importance of thinking globally and acting locally."
"314","They want to play their part in protecting the environment Government should help them do so."
"315","We will: Encourage the manufacture of products that are easier to repair, reuse or recycle."
"316","We will introduce deposit refund schemes and back EU-wide standards for product design, energy efficiency and reuse."
"317","Help people to choose environmentally friendly products."
"318","We will press for comprehensive and understandable EU-wide ecologically friendly and energy efficient labelling schemes."
"320","Promoting animal welfare. The way a society treats animals is a measure of its civilisation."
"321","We will: Promote animal welfare."
"322","We will set up a compulsory national dog registration scheme."
"323","We will halt the trade in endangered species as pets."
"324","We will promote and extend training and qualification for those who work with livestock."
"325","We will insist on the enforcement of maximum time limits and for transporting live animals in the EU, a stricter timetable for banning veal crates and improved rearing conditions for pigs and chickens across the EU."
"326","We will create an Animal Protection Commission to enforce animal welfare laws and improve animal welfare standards."
"327","We will ban animal testing for cosmetics, weapons and tobacco products."
"328","We will review the law in order to reduce the use of animals in scientific experiments and seek the development of alternatives."
"329","Protect wild animals."
"330","We believe that the issues of hunting with hounds and coursing should be decided by free votes in the House of Commons."
"331","We will ban snares and leg hold traps."
"332","We will press for stronger international laws to protect endangered species."
"333","We will ban the importation of products derived from threatened wild animals."
"335","Which party will make me feel safe on the streets and secure in my home? Our aim: To give every person in Britain the security of a decent home in a safe, strong community."
"336","The problem: Crime, homelessness and insecurity now threaten the very fabric of British society."
"337","Many people feel too frightened to leave their homes."
"338","Many do not have a decent home."
"339","Our country is becoming more and more divided, our sense of community is being lost and our shared values are being undermined."
"340","Our commitment: Liberal Democrats will pursue practical measures to rebuild Britain's communities, tackle the causes of crime, reduce homelessness and make people safer in their homes and on the streets."
"341","Our priorities are to: Put 3,000 more police officers on the beat."
"342","Build more affordable and secure housing."
"343","End, by the year 2000, the scandal of people being forced to sleep rough on the streets."
"344","Revive Britain's sense of community."
"346","Housing. Boom and bust house prices, a shortage of decent homes and poor housing have wrecked the lives of millions and damaged Britain's economy."
"347","We will: Build more houses."
"348","We will encourage partnerships between the public sector, the private sector and housing associations to build high quality homes to rent and buy."
"349","We will, within strict borrowing controls, give local authorities more powers to go directly to the market to raise finance for building new homes."
"350","We will begin the phased release of capital receipts from past sales of Council houses and allow the money to be used to build new homes."
"351","Give financial security to all, whether they rent or own their homes."
"352","We will introduce a new Mortgage Benefit for first time buyers."
"353","They will receive this instead of Mortgage Interest Tax Relief."
"354","Those holding current mortgages will retain Mortgage Interest Tax Relief."
"355","Our aim is, over time, to merge the new Mortgage Benefit and the current Housing Benefit into one system of housing cost relief, available to those who buy or rent and focused on those most in need."
"356","End the scandal of people being forced to sleep rough on the streets."
"357","We will ensure that by the year 2000 no one is forced to sleep on the streets."
"358","We will require every Council to set up self-funding rent deposit schemes to help homeless people take up private tenancies."
"359","We will fund more shortstay hostel places as the first rung on the ladder to permanent accommodation."
"360","Take action to tackle homelessness and raise housing standards."
"361","We will give Councils greater power to act on unfit private housing, where the landlord has failed to do so."
"362","We will strengthen tenants' rights to repair and, in the public sector, give them rights to take part in the management and development of their homes and estates."
"363","Our Empty Homes Strategy will enable local authorities to work with, and as a last resort require, landlords to bring empty properties back into use."
"364","We will end discrimination against those under 25 by scrapping the 'shared residency rule' when assessing housing benefit."
"365","Bring confidence back to the housing market by targeting low inflation and low interest rates."
"367","Crime and policing. Crime and the fear of crime affect almost every person and every community in the country."
"368","We will: Put 3,000 more police officers on the beat."
"369","Within one year, we will give police authorities the resources to put an extra 3,000 police officers on the beat."
"370","We will increase the time the police spend on preventing and detecting crime by reducing unnecessary paperwork and making greater use of new technologies."
"371","Tackle youth crime."
"372","We will widen the use of schemes that require offenders to repay their debt to society and to confront the consequences of their actions."
"373","We will, where appropriate, require parents to participate in support projects where their children have been involved in juvenile crime."
"374","We will develop schemes that target disruptive children from an early age."
"375","We will reserve custodial sentences for more serious and persistent offenders."
"376","Our voluntary Citizens Service will enable young people to get directly involved in crime prevention schemes."
"377","Strengthen the criminal justice system."
"378","We will make the justice system work more quickly and effectively and review sentencing policy."
"379","We will overhaul the Crown Prosecution Service."
"380","We will encourage the use of community sentences, as an alternative to prison, where the result is likely to be less reoffending, and use prison sentences where they are essential to public protection or to make punishment effective."
"381","We will concentrate resources on crime prevention and on increasing conviction rates, rather than spending billions on building prisons."
"382","Focus on crime prevention."
"383","We will require Councils to take the lead in establishing cross-community partnerships against crime, setting specific targets for crime prevention."
"384","We will give Councils powers and resources to support high-quality, targeted crime prevention initiatives."
"385","Wage war on drug abuse."
"386","We will give the Police and Customs and Excise the support they need to stop drugs coming into Britain."
"387","We will set up a Royal Commission charged with developing policies to tackle the drugs problem at its roots."
"388","Give victims a new deal."
"389","We will promote restorative justice, under which offenders can be required to compensate victims for the damage they have caused."
"390","We will ensure that the Victim Support movement and the Witness Support schemes play a full role in the criminal justice system."
"391","We will provide victims with the practical support they need to prevent repeat attacks."
"392","Strengthen public confidence in the police."
"393","We will make police authorities more responsive to local communities by increasing their elected membership and creating an accountable police authority for London."
"394","We will improve co operation between police forces and work more closely with Britain's European partners to combat international crime, terrorism, drug trafficking and fraud."
"395","We will ensure that the police take further steps to reduce the level of racial and homophobic violence."
"397","Rural communities. Britain's rural economy and communities have been transformed over the last fifty years."
"398","The challenge for the next fifty years is to protect and enhance the richness of rural life, while developing a thriving rural economy."
"399","We will: Seek further reform of the Common Agricultural Policy (CAP)."
"400","We will work to replace the CAP, which currently subsidises production, with Countryside Management Contracts - a targeted system of direct payments to support economic, social and environmental goals in rural communities."
"401","Countryside Management Contracts will enable farmers and landowners to choose from a wide range of options, for example, to improve the rural environment, maximise food quality, protect natural habitats or move to less intensive or organic farming methods."
"402","Help rural economies through a period of change."
"403","We will, in partnership with the agriculture industry, draw up a national strategy for farming in order to provide a framework for public policy and private decision-making over the next 10 years."
"404","We will promote agricultural research and development, and assist farmers wishing to diversify."
"405","We will promote local processing of agricultural products and expand support for small and medium-sized enterprises in rural areas."
"406","Tackle rural crime."
"407","We will put more police into rural areas, support Farm and Neighbourhood Watch schemes and give Councils the duty to set up crime prevention schemes with the local police."
"408","We will enable rural police authorities to introduce mortgage incentive schemes to encourage rural beat officers to live in the areas they serve."
"409","Enhance rural services."
"410","We will support smaller village schools through greater use of information technology and specialist teaching teams."
"411","We will encourage schemes that enable local communities to make use of school buildings and equipment."
"412","We will promote community hospitals and use them for more out-patient consultations."
"413","Provide more affordable rural housing."
"414","We will encourage housing authorities, Parish Councils and housing associations to set up partnership schemes with the private sector in order to build low-cost homes for first-time home buyers and social needs."
"415","Improve rural transport."
"416","We will give local authorities the power to improve the co-ordination of local bus services and to reopen closed railway stations, in co-operation with Railtrack."
"417","Strengthen the network of rural sub-post offices and village shops."
"418","We will encourage the Post Office to invest in new point of sale technologies, in order to provide access, through sub-post offices, to a wide range of customer services."
"419","Where post offices and village shops which are vital to their local community are threatened, we will enable local Councils to support them with up to 100 per cent rate relief."
"420","Protect the countryside."
"421","We will help landowners meet the environmental costs of increased access to the countryside."
"422","We will take action to reduce the use of chemicals in farming."
"423","Protect rural areas from urbanisation."
"424","We will penalise the use of greenfield sites, set and enforce targets for greater use of brownland sites and encourage over-the-shop accommodation in market town centres."
"425","We will review the excessive housing totals in the current structure plans and scrap the 'predict and provide' approach to housing development."
"426","Work to preserve fish stocks and protect the livelihoods of local fishing communities."
"427","Our aim is to scrap the Common Fisheries Policy and replace it with a new Europe-wide fisheries policy based on the regional management of fish stocks."
"428","We will take firm action to end quota-hopping, begin the phased abolition of industrial fishing and strengthen decommissioning incentives."
"429","Promote safe food."
"430","We will set up a Food Commission, independent from MAFF and accountable to Parliament, maintain strict controls on the use of bio-technology and press for higher common food standards across the European Union."
"432","Urban communities . Britain's towns and cities offer civic pride, accessible facilities and, potentially, a high quality of life."
"433","However, many suffer from alienation, joblessness, high crime rates, a run down environment and loss of population."
"434","Urban areas should offer excitement, security and a strong sense of community."
"435","We will: Boost local economic development and job opportunities."
"436","We will support local development corporations."
"437","We will build new partnerships between local government and the private and voluntary sectors, to regenerate local economies and promote community enterprise."
"438","We will link local training to local jobs."
"439","We will encourage the establishment of community banks and credit unions."
"440","Tackle urban crime."
"441","We will expand community policing, ensure that all new planning takes account of the need to deter crime and focus on crime prevention."
"442","Encourage public transport."
"443","We will enable Councils to co-ordinate bus and train services and give them powers to introduce urban road pricing schemes, using the revenue raised to invest in better public transport."
"444","Reform and strengthen elected local government."
"445","We will give local Councils greater control over their own affairs."
"446","We will create a strategic authority for London."
