"","sentence_text_new"
"250","A man on average earnings, with a wife and two children, has an income today which after tax and inflation is 39 per cent higher than it was in Labour's last year."
"251","That great advance in the standard of living is at risk in this election."
"252","Since the war, living standards have always risen faster under Conservative Governments than under Labour."
"253","Now we are pledged to cut tax rates again - and have made a start on the road to 20p Income Tax."
"254","Corporate tax rates have been cut, too."
"255","Our business investment has increased more rapidly than in any other major economy except Japan."
"256","Britain attracts by far the biggest share of Japanese and American investment in Europe."
"257","That, too, is at risk in this election."
"259","Britain's Opportunity. We are now members of: The biggest free market in the world."
"260","British industry is again respected in Europe."
"261","A zone of low inflation, in which we can compete with the best."
"262","Britain must not throw this opportunity away by electing a Labour government."
"263","The world recession has been tough for all of us, at home and abroad."
"264","Unemployment has risen."
"265","But in Britain we have laid the foundations for recovery."
"266","What is needed to trigger confidence and growth is a Conservative victory with a decisive majority."
"267","What would postpone recovery, and turn this promise of growth into the certainty of hard times, is the election of our opponents whose policies would mean higher taxes, higher inflation, higher interest rates, more bureaucratic regulation and more strikes."
"268","In the 1990s, the Government's task will be to provide an economic environment which encourages enterprise - the mainspring of prosperity."
"269","Our aims must be: To achieve price stability."
"270","To keep firm control over public spending."
"271","To continue to reduce taxes as fast as we prudently can."
"272","To make sure that market mechanisms and incentives are allowed to do their job."
"273","Price stability does not mean a frozen economy in which no price ever moves."
"274","But we must drive inflation down so low that it no longer affects the decisions made by ordinary people, businesses and government."
"275","When inflation rises, so do bankruptcies."
"276","When inflation falls, industry can plan again for a profitable future."
"277","Inflation creates strife, as different groups in society struggle to restore their living standards."
"278","It destroys jobs."
"279","It erodes savings and social benefits and threatens our currency."
"281","Inflation and Europe. Membership of the ERM is now central to our counter-inflation discipline."
"282","But the ERM is not a magic wand."
"283","It would not protect Labour"
"284","it would merely expose the folly of Labour policies."
"285","Some Labour politicians know that all too well - others simply don't."
"286","They - and some of the unions - would put irresistible spending pressure on a Labour government."
"287","Some members of the European Community are anxious to hurry on from the ERM to Economic and Monetary Union."
"288","Others have doubts."
"289","Quite apart from the constitutional issues, they do not want to take risks with what is being achieved in the ERM."
"290","The Treaty negotiated at Maastricht laid down the process under which the Community can, if its members meet certain economic conditions, create a monetary union with a single currency for some or all of them."
"291","Together with Germany we fought for tough criteria."
"292","We believe a monetary union would collapse, with damaging consequences, if it were imposed on economies that were too diverse."
"293","A union will only come about by 1997 if a substantial majority of Community members agree it should."
"294","It would only include those members who were judged to have met specified conditions."
"295","And it would only come about if a majority of members were judged to have done so."
"296","But the Treaty goes on to say that monetary union will come about automatically in 1999, for all who meet the conditions."
"297","We did not want to exclude ourselves from membership"
"298","but we could not accept such an automatic commitment."
"299","By the end of this decade the EC's membership will have changed"
"300","the economic performance of man of its members may have changed."
"301","We cannot tell who the members of such a union might be."
"302","We therefore secured the freedom to make a proper judgement on events."
"303","We are as free to join if we wish as an other member."
"304","We would have to meet the same conditions - no more, no less."
"305","We will play our full part in the discussions of the monetary institutions Europe may create in the 1990s."
"306","But we are not obliged to join in a single currency if we do not want to."
"307","In due course, we will move to the narrow bands of the ERM."
"308","We will play our full part in the design and discussion of monetary institutions for Europe."
"309","When or if other members of the EC move to a monetary union with a single currency, we will take our own unfettered decision on whether to join."
"310","That decision will be taken by the United Kingdom Parliament."
"312","The Route of Lower Taxes. Economic growth is created by people's hard work, ingenuity thrift and willingness to take risks."
"313","An enterprise economy rewards the industrious and thrifty."
"314","We believe that government should not gobble up all the proceeds of growth, and that those who create prosperity should enjoy it, through lower taxes and more opportunity to build up personal wealth."
"315","Our policy is therefore to reduce the share of national income taken by the public sector."
"316","In the mid-1970s, public spending peaked at over 49 per cent of our gross national product."
"317","In the early 1980s, it peaked at over 47 per cent."
"318","In this recession, it is peaking at only 43 per cent."
"319","We aim to reduce this steadily as the recovery gets under way."
"320","Keeping control of public spending will enable us to cut taxes while bringing the Government's Budget back towards balance in the years ahead."
"321","Excessive government borrowing can lead to inflation."
"322","Government should always be on guard against that danger."
"323","However, when demand in the economy is weak, public borrowing will tend to rise."
"324","Because companies pay taxes according to how well they did the previous year, the deficit tends to be deepest just as we come out of recession."
"325","We must make sure that as the economy grows, borrowing slows."
"326","By bringing tax and spending decisions together in a unified Budget from next year, we will make the choices clearer."
"327","But lower taxes and a prudent approach to borrowing do not mean public spending must fall"
"328","quite the reverse."
"329","A lightly-taxed economy generates more economic growth, and more revenue."
"330","High taxes kill the goose that lays the golden eggs."
"331","In the course of its last five years in office, Labour was forced to cut public spending, in real terms."
"332","By contrast, the Conservatives have been able to raise public spending by nearly a quarter in real terms."
"333","Higher tax rates do not always bring in more money."
"334","In practice, they can bring in less."
"335","The Conservative Government has more than halved the top rate of tax."
"336","Yet top rate taxpayers today provide a bigger share of our tax revenues than they did before."
"337","Lower taxes have encouraged more people to work harder - not to spend their time working out how to avoid penal taxes."
"338","During the past 13 years we have cut, simplified or abolished a whole range of direct taxes."
"339","We have cut the basic rate of Income Tax from 33p to 25p, and the top rate from 83p to 40p."
"340","We have now announced a new starting Income Tax rate of 20p."
"341","We have raised the basic single person's tax allowance by 27 per cent more than would be needed to keep pace with inflation."
"342","We have simplified and reduced the burden of taxation on capital."
"343","We have cut Corporation Tax from 52 per cent to 33 per cent (and from 42 per cent to 25 per cent for small companies)."
"344","We have reduced the burden of National Insurance on low earners."
"345","We have introduced independent taxation of husbands and wives, giving married women full eligibility for tax allowances."
"346","We have introduced new tax incentives for savings."
"347","We have abolished several taxes completely including the surcharge on income from savings, the National Insurance Surcharge, Development Land Tax, and Capital Transfer Tax."
"348","We are the only party that understands the need for low taxation."
"349","Labour and the Liberals openly advocate increased taxation."
"350","Yet lower taxes clearly create a more productive economy."
"351","They also achieve another prime objective of Conservative Governments, which is to transfer power from the state to the people."
"352","Labour would: Reverse our cut in the starting rate of Income Tax to 20p."
"353","Raise the top rate."
"354","Abolish the National Insurance ceiling."
"355","Introduce a new savings surcharge."
"356","We announced in the Budget an important first step towards a basic Income Tax rate of 20p."
"357","By applying a 20p rate to the first £2,000 of taxable income, we have cut taxes for all 25 million taxpayers, and taken the four million on lowest incomes out of 25p tax altogether."
"358","We will make further progress towards a basic Income Tax rate of 20p."
"359","We will reduce the share of national income taken by the public sector."
"360","We will see the budget return towards balance as the economy recovers."
"362","The Right To Own. Since 1979, wealth has been spread more widely through the community."
"363","Home ownership, share ownership and the build-up of personal pensions have all contributed."
"364","Over two-thirds of people live in homes that they own, 10 million people own shares, 6 million of them in newly-privatised industries."
"365","About 2.5 million have benefited from tax incentives to encourage employee share schemes."
"366","And over 4½ million people are now building up their own personal pensions."
"367","But these freedoms are at risk."
"368","Labour would: Halt the privatisation programme and threaten the value of shares in privatised industries with renationalisation and new Government controls."
"369","Bring back credit rationing, leading to mortgage queues."
"370","Turn the pensions market on its head, making pension provision costly and difficult."
"371","These changes would drive savings overseas and make wealth again the prerogative of the few."
"372","By contrast, we want to do more to encourage the wider distribution of wealth throughout society."
"373","Sustaining not just a home-owning but a capital owning democracy is crucial to our vision for the 1990s."
"374","We intend to spread the ownership of shares, homes, pensions and savings."
"375","We will do so through future privatisations, help for would-be home owners in council tenancies and further encouragement for the spread of personal pensions."
"376","We intend to lighten the burden of capital taxes and reform the taxation of savings."
"377","We believe Inheritance Tax is particularly inequitable."
"378","It falls only on those who do not dispose of their assets seven years or more before their death."
"379","It is inevitably the case that these tend to be people who are not rich enough to engage in high-powered tax planning, or who, for lack of knowledge or advice, fail to take the necessary precautionary action."
"380","In the Budget, we announced that we would take most family businesses out of Inheritance Tax altogether."
"381","During the new Parliament, we will aim to lessen the burden on families to whom home ownership has brought the threat of this erratic tax."
"382","As detailed later in this Manifesto, we will aim to bring home ownership, share ownership and personal pensions within the reach of more families."
"383","We will continue to reform the taxation of savings, building on the success of PEPs and TESSAs."
"384","We will raise the tax threshold for Inheritance Tax so that the homes and savings of an increasing number of our citizens can pass unencumbered from one generation to another."
"385","Whenever possible, we will ensure that future privatisations offer opportunities to employees to secure a stake in the ownership of their business."
"386","We will encourage companies to make dealing in their own shares easier, especially for small shareholders, and encourage wider share ownership, through, for example, the establishment of 'Share Shops'."
"387","We will abolish Stamp Duty on share transactions."
"389","Setting the Economy Free. Starting with the abolition of exchange controls in 1979, the Government has created new incentives for every part of our economy."
"390","Manufacturing industry suffered particularly badly from the harm inflicted on the British economy by Labour Governments in the 1960s and 1970s."
"391","To a far greater extent than service industries, it was the victim of militant trades unionism, restrictive practices, nationalisation, state intervention, tax distortion, planning controls and over-regulation."
"392","We believe strongly that a vigorous manufacturing sector is essential to a healthy British economy."
"393","Over the past 13 years, we have steadily dismantled barriers to its growth."
"394","The competitiveness and performance of British manufacturing have been transformed."
"395","Its impressive recovery was recognised by the Confederation of British Industry, in its report aptly titled Competing with the World's Best'."
"396","Manufacturing productivity has risen by more than half since 1979 - faster than in any other major industrial country."
"397","Over the past 10 years, British manufactured exports have grown faster than those of France, Germany the United States or even Japan."
"398","The British motor industry has achieved an astonishing revival."
"399","By 1996, Britain should again be exporting more cars than we import - for the first time since 1974."
"400","We have given the industry yet more encouragement in the Budget, by halving the special tax paid on new cars."
"401","The British Standard for Quality management has effectively become the international standard."
"402","But that is only the beginning."
"403","We have set up a team of senior business people to pursue the idea of a new British Quality Award."
"404","The City is Europe's greatest financial centre."
"405","It contributes £11,000 million net to our balance of payments."
"406","Financial services employ 12 per cent of our workforce."
"407","London's capital markets and financial services have grown vigorously because they are innovative and highly competitive."
"408","We will continue our efforts to break down the barriers that prevent them from competing freely throughout Europe and in the wider world."
"409","The European Bank for Reconstruction and Development is now based in London."
"410","It puts us in the forefront of encouraging investment in the developing markets of Central and Eastern Europe."
"411","Service industries make a vital contribution to our economy and to our balance of payments."
"412","Tourism, for example, today employs 1.5 million people, 20% more than in 1980."
"413","It is an industry which boasts many famous companies - but it is also driven by the dynamism of many small firms."
"414","We will continue to help them by simplifying rules and regulations on business and through the DTI Enterprise Initiative and a range of other schemes."
"415","We will continue to reduce tax burdens on business, as we have done this year for the motor industry, whenever it is possible to do so."
"416","We will abolish unnecessary licences and reduce the need for specific approvals for product design."
"417","We will back British companies encountering any discrimination, trade barriers or state subsidies that should no longer exist within the Single Market."
"418","We will back the regulators of the financial services industry in their efforts to achieve high standards while keeping the rule books down to manageable size."
"420","Privitisation. Competition and private ownership are the most powerful engines of economic efficiency, innovation and choice."
"421","They lead to the creation of world-class companies."
"422","We have returned to private enterprise two-thirds of the companies once owned by the state: 46 businesses employing about 900,000 people."
"423","This programme has been the model for governments across the whole world."
"424","The work of liberalising markets which were once monopolised goes on."
"425","In 1984 we privatised British Telecom but only Mercury was given a licence to carry services over fixed links."
"426","In 1991 we decided to end this duopoly."
"427","The UK now has one of the most open and dynamic telecommunications markets in the world."
"428","But much greater economic efficiency is not the only gain."
"429","Employees have been able to take a direct stake in the newly privatised companies."
"430","Millions of people have been given the same chance to own a real share in the nation's assets."
"431","Companies which looked inwards to Whitehall are now listening to their customers and shareholders."
"432","Some activities of government must always be provided in the public sector."
"433","But in central government, Next Steps Agencies and local government, management is increasingly buying-in services from the private sector."
"434","Our proposals for developing this policy have been set out in the White Papers on 'Competing for Quality' in central and local government."
"435","We will continue our privatisation programme."
"436","British Coal will be returned to the private sector."
"437","So will local authority bus companies."
"438","We will encourage local authorities to sell their airports."
"439","We will end British Rail's monopoly."
"440","We will sell certain rail services and franchise others."
"441","These proposals are set out later in this Manifesto."
"442","The Ports Act 1991 has paved the way for the privatisation of the Trust Ports by competitive tender."
"443","Tees and Hartlepool, Tilbury, Medway, Forth and Clyde have already been privatised."
"444","We are privatising Northern Ireland Electricity and will privatise the Northern Ireland water and sewage services."
"445","We will look for ways of bringing private sector skills into the management of Northern Ireland Railways."
"446","We will bring private sector enterprise into the public services by encouraging contracting out and competitive tendering throughout government."
"447","We will require all government departments to report annually on their plans for market-testing, and progress in achieving it, in their own services and in those of their associated agencies."
"448","We will maintain our programme of compulsory competitive tendering of local authority services."
"449","We will ensure that unfair terms are excluded and will discourage investment to protect in-house services when better, more cost effective services are available through the private sector."
"450","We will ensure that competitive tendering is extended to white collar local authority services, such as those offered by lawyers, accountants, architects and surveyors."
"451","We will tackle all anti-competitive and restrictive practices with vigour."
"452","We will introduce new legislation giving stronger powers to deal with cartels."
"454","Deregulation. We are concerned that at every level of government - in Europe, in Whitehall and in local authorities - some regulations may have been adopted in answer to legitimate concerns, but without proper regard to their overall impact on businesses and individuals."
"455","A proper balance needs to be struck between essential protection for the public, and over-zealous and intrusive controls aimed at the elimination of all conceivable risk."
"456","It is wrong that new regulations, designed to deal with isolated problems, should interfere with the private arrangements of citizens or with reasonable commercial practices that have earned broad public acceptance."
"457","The compliance costs of new UK and EC regulations must be assessed properly."
"458","Existing regulations which are outmoded and burdensome must be simplified or removed."
"459","We will give priority to the work of the DTI Deregulation Unit in these areas."
"460","We will examine ways in which the uniform scope of regulation could be eased to safeguard traditional local products or practices."
"461","We will examine whether certain regulations affecting individual citizens within their own homes could be made advisory, rather than mandatory."
"463","Energy. Our energy policies have brought the consumer both lower prices and better service."
"464","We have privatised British Gas and the electricity industry in a way that has opened these markets to competition."
"465","These policies are now being seized upon in Europe as essential extensions of the Single Market."
"466","Domestic customers are now protected by a price formula, and high standards of service are enforced by the independent regulators."
"467","For instance, electricity disconnections for debt have fallen by 43 per cent since the launch of privatisation."
"468","We have ensured that the safety of employees comes first, and have given thousands the opportunity of acquiring a stake in their industry."
