"","sentence_text_new"
"44","The only way to secure this future of opportunity is to stick with the Conservative programme of continuing reform."
"45","Now would be the worst possible moment to abandon the pathway to prosperity on which we are set."
"46","We must keep up the momentum."
"47","At the same time we must maintain the security that a stable nation provides in an uncertain, fast-changing world."
"48","We must protect our constitution and unity as a nation from those who threaten it with unnecessary and dangerous change."
"49","And we must stand up for our interests in shaping a free-market Europe of sovereign nation states."
"50","There is, of course, an alternative on offer: to load costs on business while calling it stakeholding"
"51","to increase the role of the state, while calling it the community"
"52","to succumb to a centralised Europe while calling it not being isolated"
"53","to break up our country while calling it devolution."
"54","To risk this alternative would be a disaster for our country."
"55","We have come a very long way."
"56","We must be sure that we do not throw away what we have gained, or lose the opportunities we have earned."
"59","The Enterprise Centre of Europe. Our Record. The UK is on course to grow faster than both France and Germany for the sixth successive year in 1998 - a post-war record."
"60","Inflation has now been below 4% for well over 4 years, the longest period of low inflation for almost half a century."
"61","Mortgage rates are at their lowest levels for 30 years."
"62","Unemployment has fallen to its lowest level for 6 years."
"63","We now have a lower unemployment rate than any other major European economy."
"64","Youth unemployment in Britain has fallen to less than 15% whereas by contrast, in France it has risen to 27% and in Italy to 33%."
"65","A higher proportion of our people are in work than in any other major European economy - 68% against a Continental average of 57%."
"66","The UK is the favourite location for inward investment into Europe, attracting around one third of inward investment into the European Union."
"67","We have the lowest tax burden of any major European economy, with the government taking almost 8% less of national income than the European average."
"68","Public borrowing has averaged 3.4% of GDP since 1919 compared with 6.8% (and a peak of 9.5%) under the last Labour Government."
"69","Our level of public debt is now one of the lowest in the European Union - whereas it was one of the highest in 1979."
"70","In 1994 the UK lost 300,000 working days through strikes, the lowest figure ever recorded"
"71","in 1979 the figure was 29,500,000: nearly 100 times that figure."
"72","Britain ranks fifth in the world in international trade, and exports more per head than America or Japan."
"73","Exports account for 28% of GDP as against 9% for Japan, 11 % for USA and 24% for Germany and France."
"74","Britain's current account is broadly in balance, reflecting our increased competitiveness and improved trading."
"76","1. Doubling Living Standards. The free market is winning the battle of ideas the world over."
"77","From Russia to Vietnam, from China to Romania, people are realising that the socialist model has failed."
"78","This is not just an economic triumph."
"79","It is a triumph for human freedom."
"80","Britain helped to secure it."
"81","We should take pride in it."
"82","The spread of the free market heralds a new age of global competition."
"83","That means new markets for British goods and services, but new competitors for British companies as well."
"84","If we try to protect ourselves from these challenges with more regulations, public subsidies and a cosy dependence on government then Britain will fail."
"85","But if we boldly embrace these new opportunities by pushing forward the economic revolution we began in 1979, then we will enter the next millennium with boundless prospects for growth and prosperity."
"86","That choice - between stagnation and dynamism - is the choice which faces Britain at this election."
"87","It is a stark choice between the British way - of trusting the people and unleashing enterprise - and the failing social model, practised on the continent, which the Labour Party wants to impose on us here under the guise of stakeholding."
"88","Hard economic evidence shows how great is the divide between these two strategies."
"89","Britain is now in its fifth year of growing faster than France or Germany."
"90","Unemployment in Britain has fallen to less than two million, while it rises across Europe."
"91","Britain attracts nearly forty per cent of all the American and Japanese investment in Europe."
"92","Our aim now is to safeguard these achievements and build on them, so Britain becomes the unrivalled Enterprise Centre of Europe."
"94","A Low Tax Economy. For enterprise to flourish, the state must get out of the way of the wealth creators."
"95","We are the only party that can cut taxes because we are the only party which is serious about controlling public spending."
"96","The choice between the two economic philosophies is clean."
"97","In the years before 1979, public spending in Britain kept pace with the average for Europe as a whole."
"98","Since then, it has continued rising on the continent, while we have restrained public spending here."
"99","Now, public spending takes about 40% of our national income as against an average of 50% on the continent."
"100","We have broken free from a trend in which the rest of Europe is still trapped."
"101","Conservative government will keep public spending under tight control and ensure that it grows by less than the economy as a whole over the economic cycle."
"102","At the same time we will continue to spend more on the services which matter most to people - hospitals, schools and the police."
"103","Over the next parliament, we will achieve our goal for the government to spend less than 40% of our national income."
"104","That means we can reduce the amount government borrows too, and meet our aim of moving towards a balanced budget in the medium term."
"105","Our plans show how we can virtually eliminate public borrowing by the year 2000."
"106","Thanks to our success in controlling public spending, Britain is now Europe's low tax economy."
"107","This is one of the reasons why we are becoming the Enterprise Centre of Europe."
"108","Our aim is to ensure Britain keeps the lowest tax burden of any major European economy."
"109","In the election manifesto of 1992, we promised that We will make further progress towards a basic income tax rate of 20p."
"110","Since then, we have cut the basic rate of income tax from 25p to 23p, and extended the 20p band so that over a quarter of all taxpayers now only pay income tax at the 20p rate."
"111","Achieving our public expenditure goals will mean we can sustain permanently low tax levels."
"112","Over the next parliament, our aim will be to achieve our target of a 20p basic rate of income tax, while maintaining a maximum tax rate of no more than 40p."
"114","Stable Prices. Inflation has to be kept firmly under control for an economy to thrive."
"115","Britain is now enjoying the longest period of stable prices for almost fifty years."
"116","We are on target to reach our goal of 2.5% inflation this year."
"117","Low inflation has delivered lower interest rates whilst preserving the value of people's savings."
"118","Homeowners are now enjoying mortgage rates at the lowest levels for 30 years."
"119","It has taken tough decisions to break free from our reputation as a high inflation economy."
"120","No Conservative government will jeopardise this achievement."
"121","During the next parliament, we will maintain an inflation target of 2.5% or less."
"123","Rising Living Standards. The only secure base for rising living standards is a strongly growing economy, low levels of public spending and taxation, and stable prices."
"124","That is exactly what Britain is achieving."
"125","People are reaping the rewards of their hard work as their take home pay increases."
"126","Between 1974 and 1979, the take home pay for a family on average earnings rose, in real terms, by just £1 a week in today's prices."
"127","Since 1979 it has increased by £100 a week"
"128","this year alone it will increase by £7 a week."
"129","The goal which we set ourselves in 1995 is to double living standards over 25 years."
"130","We are on course to achieve our goal."
"132","2. Jobs and Business. Our priority is to create jobs."
"133","This is not just an economic priority, but also a social and moral one."
"134","Jobs and enterprise are the best ways of tackling poverty and deprivation."
"135","Britain is succeeding."
"136","900,000 jobs have been created over the past 4 years."
"137","By contrast the European social model is stifling job creation on the continent by imposing regulations and burdens on business."
"138","In the United Kingdom unemployment is much lower than in the rest of Europe and falling whereas in Germany, France, and Italy it has risen to its highest level for a generation."
"139","This is no accident."
"140","It is because we have pursued very different policies from those on the Continent."
"141","Curbing the power of trade unions, opening up markets and cutting red tape, have given us a low strike, low cost economy: and as a result Britain is the number one location for foreign investment in Europe."
"142","Never have such policies been so important."
"143","For the first time this century we face a world full of capitalist competition."
"144","The only way Britain will be able to compete and win in world markets is by sticking to the Conservative policies that are delivering success."
"145","We can earn prosperity as one of the world's most successful global trading nations."
"146","We should not risk this progress by adopting the very policies that have made the continent uncompetitive and have increased unemployment in Europe by 4.5 million over the past 5 years."
"148","Small Businesses - Britain's Risk-takers. Governments do not create jobs."
"149","Businesses do."
"150","The source of tomorrow's jobs will be small businesses, the seedcorn of Britain's prosperity."
"151","Over the last 15 years, small businesses have created over 2 million jobs."
"152","By the year 2000, over half the workforce should be working in companies which employ fewer than 50 people."
"153","Back in 1979 only a third of the workforce did."
"154","Entrepreneurs often risk everything when they set up their own business."
"155","We have already helped them: raising the VAT threshold, cutting employer's national insurance contributions, simplifying audit requirements and much more besides."
"156","Now we intend to go further, tackling the remaining problems they face."
"157","High taxes and rates deter enterprise."
"158","Our low tax structure has been crucial to our industrial revival."
"159","We already have the lowest corporation tax of any major industrialised country."
"160","As we want small businesses to flourish, we will go even further."
"161","We will cut the small companies rate of corporation tax in line with personal taxation as we move towards a 20p basic rate."
"162","Investment and enterprise are deterred if the taxman takes too much of the capital that is built up by a successful business."
"163","Capital is ever more mobile, flying around the world to places where the tax on it is low: Britain must be one of those places."
"164","We will continue to reduce the burden of capital gains tax and inheritance tax as it is prudent to do so."
"165","One of the heaviest burdens small businesses face is business rates."
"166","At the moment, this bears more heavily upon small businesses than large ones."
"167","In the next parliament, we will reform business rates to reduce the cost that falls upon small businesses."
"168","No businessman has time to fill out reams of forms."
"169","We will continue to simplify the administration of NICs and PAYE for small firms, allowing them to concentrate on satisfying customers not bureaucrats."
"170","We are also tackling a problem that hits small businesses particularly hard - the late payment of bills."
"171","On top of our programme to ensure government departments and local authorities pay on time we have legislated to require companies to publish their payment policy and to report their record on how quickly they pay their bills to small businesses."
"172","We have already abolished over a thousand regulations."
"173","New regulations must only be introduced if it is clear that their benefits exceed their costs and they do not place an undue burden on a small firm."
"174","We will introduce sunset requirements into new regulations whenever appropriate so that they are automatically reviewed or dropped after a specific period."
"175","Many businessmen suffer regulatory burdens imposed by local government and quangos."
"176","We will therefore insist that the whole of the public sector adopts the same stringent rules that we require of central government in justifying the benefits of new regulations against their costs."
"178","Reducing the Burden on Companies. Jobs depend on British firms winning orders: the difference between success or failure can be wafer-thin."
"179","Any extra burden on business will destroy jobs."
"180","Britain is enjoying more jobs and record investment, thanks to the competitive edge we have over other European countries."
"181","We are a low cost economy."
"182","But that does not mean we are a low pay economy."
"183","Our competitive advantage comes from the lower costs facing our businesses."
"184","It can be measured by the social costs an employer has to pay on top of every £100 of wages: in Germany it is £31, in France £41, but in Britain, it is only £15."
"185","Many countries in Europe have tried to cocoon themselves from global competition behind layers of red tape and regulation - such as the Social Chapter and a national minimum wage."
"186","This provides a false sense of security, playing a cruel trick on working people."
"187","It also excludes the unemployed from work."
"188","As companies in the rest of Europe have grown more uncompetitive, employers have found it too expensive to employ new workers, investment has gone elsewhere, and the dole queues have lengthened."
"189","The European social model is not social and not a model for us to follow."
"190","But if Britain signed up to the Social Chapter it would be used to impose that model on us - destroying British jobs."
"191","No Conservative government will sign up to the Social Chapter or introduce a national minimum wage."
"192","We will insist at the Intergovernmental Conference in Amsterdam that our opt-out is honoured and that Britain is exempted from the Working Time Directive: if old agreements are broken, we do not see how new ones can be made."
"193","We will resist the imposition of other social burdens on the work place through a new European employment chapter."
"195","Welfare into Work. Although governments cannot create jobs, they can help people train and find work."
"196","We now have in place a battery of schemes working with Training and Enterprise Councils to provide targeted help and training, including remedial education in literacy and numeracy."
"197","We are also developing new incentives, alongside Family Credit, to help people move off benefit into work."
"198","We will always help those in genuine need: in return, the unemployed have a responsibility to look for work and accept a reasonable offer."
"199","That belief underpins our new Jobseeker's Allowance which ensures that no-one can refuse reasonable work opportunities and remain on benefit."
"200","As unemployment falls, we want to focus on those who have been unemployed for some time."
"201","At present, Project Work is helping 100,000 people who have been unemployed for more than 2 years in cities around Britain."
"202","They are first given help in finding a job - which includes giving employers incentives to take them on."
"203","Those who do not find jobs are then required to work for a specific period on a community project."
"204","This helps them regain work habits and ensures they are available for work."
"205","As Project Work succeeds and demonstrates that its costs can be met by the savings from getting people into work, we will extend the programme to cover the long-term unemployed nationwide."
"206","We will also develop an innovative Britain Works scheme which uses the experience and ingenuity of private and voluntary sectors to get people off welfare into work."
"207","Britain has one of the most mobile economies in Europe."
"208","People move on, and up, into better paid jobs more easily than on the continent."
"210","The Information Society. Britain is at the forefront of creating tomorrow's information society."
"211","Already we have exposed domestic telecommunications to competition and stimulated investment in cable and satellite entertainment systems."
"212","And by opening up international telecommunications we will continue to encourage companies worldwide to base their global operations here."
"213","We will make sure that the digital revolution comes to Britain first."
"214","We are launching an ambitious programme with industry to spread IT for All, giving every adult the opportunity to try out and learn about new IT services."
"215","We will work with industry to ensure that all schools are connected to the information superhighway."
"216","We will use the Millennium Lottery Fund to transform the computer facilities and information links available in schools, libraries, museums, voluntary organisations and other public places after the turn of the century."
"217","This will give the public much wider access to information services in the years ahead."
"218","We will also take advantage of information technology to transform the way government provides services to the public."
"219","We will keep Britain in the vanguard of new mobile service development - including mobile telephone and information services - by introducing a pricing system for the radio spectrum to achieve more efficient allocation of radio frequencies."
"220","We will maintain a strong, free and competitive broadcasting and press environment at both national and local level, while continuing to be vigilant in monitoring whether action is needed to curb breaches of standards, and prevent unacceptable press intrusion."
"222","Science. British science enjoys a worldwide reputation for excellence and cost-effectiveness, which makes Britain an attractive base for many domestic and overseas companies."
"223","We will continue to invest in science and target funds at basic research, which would not otherwise be funded by industry."
"224","At the same time we will provide an enterprising environment which encourages firms to invest with confidence in applied science."
"226","2020 Vision. There is no part of the globe which has not been reached by British enterprise and British culture."
"227","We have always looked out beyond these shores, beyond this continent."
"228","Our language, our heritage of international trading links, our foreign investments - second only to America's - are historic strengths which mean we are ideally placed to seize the opportunities of the global economy."
"229","Thanks to Conservative policies of liberalisation and privatisation we are strong in industries of the future such as telecommunications, financial services, and information technology."
"230","These are the industries that will benefit from opening up trade around the world."
"231","We will push for completion of the European Single Market and continue to pursue the objective of transatlantic free trade against the background of world trade liberalisation."
"232","Our aim is nothing less than tariff free trade across the globe by the year 2020."
"233","Free competition is important for free markets."
"234","Companies should not make agreements that restrict competition and hence result in poor value for consumers."
"235","We have set out proposals to give companies greater protection against price fixing, dumping, and other restrictive practices by larger competitors."
"236","We will introduce a Competition Bill to take forward these proposals in the first session of the next parliament."
"237","We are committed to pushing forward our competitiveness agenda which is making Britain the Enterprise Centre of Europe."
"240","Opportunity and Ownership for Individuals and Families. Our Record - Opportunity. The right to buy has allowed 1.5 million council tenants to become homeowners."
"241","There are over 4 million more homeowners today than in 1979."
"242","The Government has spent £6 billion through housing associations to provide homes for rent."
"243","Between 1992 and 1995 housing associations provided 178,000 new lettings - 25,000 more than promised in the 1992 Manifesto."
"244","There are now around 10 million private shareholders, up from about 3 million at the time of the last Labour government."
"245","2.5 million people now have tax free savings in PEP accounts, and 4.5 million in TESSAs."
"246","Since 1979, the success of private pension provision has raised the average income of pensioners by 60% more than inflation."
"247","Almost 90% of recently retired pensioners now have incomes over and above state benefits."
"248","Savings in private pension funds have increased to £650 billion - more than 4 times the level in 1979."
"249","Their value is greater than the pension funds in all other EU countries added together."
"250","Over the period 1979 to 1995, education spending per pupil rose from £515 to £1,890 - an increase in real terms of 48%."
"251","Real spending on books and equipment per pupil rose 56%."
"252","Teachers' real pay rose 57%: from £270 per week in 1979 to £420 in 1995."
"253","In 1979, 40% of three and four year olds attended nursery school"
"254","in 1995 the figure was 59%."
"255","Our nursery vouchers now give this opportunity to every child."
"256","The proportion of sixteen year olds staying on in full-time education rose from 4 out of 10 in 1979 to 7 out of 10 in 1995."
"257","Almost 1 in 3 young people now go on to university, compared with 1 in 8 in 1979."
"258","The proportion of adults with no academic qualifications has halved since 1979 and the proportion of adults with a degree or equivalent has more than doubled rising from 5% to 12%."
"260","3. Choice and Security for Families. The family is the most important institution in our lives."
"261","It offers security and stability in a fast-changing world."
"262","But the family is undermined if governments take decisions which families ought to take for themselves."
"263","Self-reliance underpins freedom and choice."
"264","Families are stronger if they have the money to look after themselves: that is why we are shifting power and wealth back to working families and away from the state."
"265","We have already achieved much - the average family's disposable income has gone up by 40% since 1979."
"266","But we want to go further."
"267","The next Conservative government intends to reform the tax system so that it gives substantially more help to families."
"268","We also want to encourage people to save so they have the security and self-respect that comes from being able to rely on their own resources rather than immediately turning to the state."
"269","We have already made much progress here too with widening ownership of homes, pensions, and the new PEPs and TESSAs."
"270","We now propose further radical measures for more saving for retirement."
"272","Families and Tax. We believe families should be left with as much of their own money as possible."
"273","They know better than politicians how to spend it."
"274","We have already cut the basic rate of income tax from 33p to 23p, and our aim is to get it down to 20p, benefitting 18 million taxpayers."
"275","We intend to do even more to help families in particular."
"276","At the moment, if one spouse does not take paid work in order to look after children or dependent relatives, they not only give up earnings but may also be unable to benefit from their personal tax allowance."
"277","Yet this is the time at which their income is often most stretched."
"278","We believe our tax system should recognise and support the crucial role of families in their caring responsibilities."
"279","We will give them that support."
"280","We will give priority to future reductions in personal taxation that help families looking after dependent children or relatives by allowing one partner's unused personal allowance to be transferred to a working spouse where they have these responsibilities."
"281","This will provide a targeted reduction in the tax bill to those families who need it most."
"282","Around 2 million one-taxpayer couples with dependent children, or looking after elderly relatives and others needing care, would gain up to £17.50 a week - around £900 a year."
"284","Family Savings. In the old days people just depended on the weekly pay packet or money from the state."
"285","But no job can be secure and the state cannot provide for every eventuality."
"286","It is ownership which brings true security and genuine independence from the state."
"287","That is why Conservatives have long dreamed of a property-owning democracy."
"288","Now we are delivering it in practice."
"289","Home ownership is up by 4.7 million."
"290","10 million people own a direct personal stake in our economy."
"291","16 million are gaining shares in their building societies thanks to our deregulation of them."
"292","We intend to carry forward our vision of a people's share."
"293","This is a significant increase in personal security."
"294","It is the Conservative vision of security through personal savings - not a socialist vision of security through the state."
"295","We want people to enjoy Britain's success - especially by owning shares in the companies for which they work."
"296","We have already introduced a number of schemes to encourage employee share ownership."
"297","To encourage a further expansion of worker shares, our new Share Match Scheme will allow employees to be rewarded with additional free shares if they acquire a stake in their company."
"298","Our goal is that by 2000, more than half of the employees of Britain's larger companies will own shares in those companies."
"299","Four and a half million people now benefit from tax free TESSAs and 2.5 million from PEP schemes to encourage the accumulation of long term saving."
"300","We will continue to build on this success by exploring ways in which existing tax exemptions for savings can be developed - allowing individuals to secure their future and protect their families against unexpected contingencies."
"301","We will continue to raise the threshold for inheritance tax as it is prudent to do so."
"302","People are not just saving for themselves but for their children and grand-children."
"303","These savings should not be penalised by the tax system."
"304","For many people their biggest asset is their pension."
"305","Thanks to the steps we have already taken to encourage occupational and personal pensions, we now have £650 billion invested in private pensions - more than the rest of the European Union put together."
"306","We now plan to build further on this achievement."
"307","We will make it easier for small employers to set up personal pension plans for groups of employees."
"308","We will create more flexibility for people who save in personal pension plans to continue investing in those schemes if they subsequently move to jobs with company pension schemes."
"309","We will also create flexibility for employees with savings in Additional Voluntary Contributions (AVC) schemes to take part of that pension earlier or later than their main company pension."
"310","But we believe the time has now come to plan for another important step in improving Britain's pension provision."
"311","Britain is already much better placed than many other countries to afford state pensions in the future, but we want even more people to be able to look forward to properly funded pension that grows with the economy and is free from dependence on taxes paid by future generations."
"312","We now propose a practical way of achieving a gradual transformation of the state pension scheme."
"313","At the start of the next parliament we will set out proposals to provide all young people entering the workforce with a personal pension fund paid for through a rebate on their national insurance contributions."
"314","At retirement they would be entitled to the full pension earned by this accumulated investment."
"315","This could give them a pension significantly higher than they would currently receive from the state."
"316","But they will be guaranteed a pension at least equal to the current bask state pension, increased in line with inflation."
"317","This will be one of the most significant improvements in the state pension system since it was introduced."
"318","Older people currently in the workforce would be unaffected - they will continue to contribute as now and receive the normal state pension when they retire."
"319","This policy would come into effect early in the new millennium."
"320","Gradual phasing in of the new system over 40 years will make the impact on public finances affordable."
"321","Even at its peak, the net revenue forgone will be only a fraction of the savings from the recent Pensions Act."
"322","And eventually, the new policy will produce massive public expenditure savings."
"323","This far-sighted idea is in the best Conservative tradition."
"324","The growing wealth of the nation will provide for the next generation through private funding, underpinned by a state guarantee."
"325","British people will be able to look forward to retirement with even greater confidence."
"326","And our young people will have a pensions opportunity unrivalled in the world."
"328","Support for Families. Conservatives believe that a healthy society encourages people to accept responsibility for their own lives."
"329","A heavy-handed and intrusive state can do enormous damage."
"330","Some families need help to cope with their responsibilities."
"331","For them, Social Services play a vital role."
"332","They help with children where parental care has failed."
"333","They deliver an ever wider range of services to people with learning difficulties or who are mentally ill. "
"334","Our community care reforms have given them a central role ensuring that elderly people get care of the highest quality: and in their own homes where possible."
"335","We need to ensure that role is properly fulfilled."
"336","Early in the next Parliament we will introduce a Social Services Reform Bill which will create a new statutory framework for social services."
"337","The Bill will provide for greater openness and accountability in social services."
"338","We will provide new guidance to ensure social workers properly reflect the values of the community - focusing their efforts on those families who most need support, and minimising unnecessary interference."
"339","Social workers working with children will receive special training to cope with the often heart-rending cases they face."
"340","We will raise standards through a new regulatory framework which will apply the same standards in both the public and private sector."
"341","We will also remove the power of local authorities to operate care homes where this is in the best interests of the people for whom they are responsible."
"342","We believe that families who use social services should be able to exercise choice wherever practicable."
"343","We have given cash payments to disabled people to purchase the services they need directly."
"344","We also want new ways of reinforcing individual choice where possible."
"345","We will therefore ensure no barriers stand in the way of local authorities wanting to issue their users with vouchers to buy certain services."
"346","We will review the direct payment scheme, and provided it has been cost effective, we will extend it to other users of social services."
"347","Above all, we want to help families to help themselves."
"348","Caring for older - or disabled - relatives is one of the most natural human instincts."
"349","We recognise the crucial and often demanding role carers play, and will help them more."
"350","We will introduce a Respite Care Programme."
"351","This will enable family members with heavy responsibilities caring for a relative to take a much needed break."
"352","We will also offer more practical advice for carers who want to go back to paid work."
"353","But in some cases, elderly people need more care than their friends or relatives can provide."
"354","Financing long term care worries many families."
"355","We will create an imaginative, fair partnership between individuals and the public sector to resolve this problem."
"356","In the first session of the next Parliament we will implement our partnership scheme for long term care, making it easier for people to afford the cost of care in old age without giving up their lifetime savings."
"357","Good preparation for marriage can be an important aid to a successful family, while timely help in meeting difficulties can often avoid family breakdown."
"358","These are matters for voluntary effort, not the state, but we will continue to support such effort."
"359","We need to make sure efforts to help struggling families does not turn into unnecessary meddling."
"360","When the state goes too far, it is often the children who suffer."
"361","They become victims of the worst sort of political correctness."
"362","We will introduce legislation to remove unnecessary barriers to adoption and introduce new rules to make adoption from abroad more straightforward."
"363","We will also monitor the workings of the Children Act, and act if necessary to ensure it maintains a proper balance between the rights of children and the responsibilities of adults."
"364","Social Services departments are now the fourth arm of the welfare state."
"365","Most people will need them at some point in their lives."
"366","We will ensure that the Conservative revolution in public services now reaches Social Services."
"368","Disabled People. We have quadrupled real spending on long term sick and disabled people since 1979, to £22 billion."
"369","We have introduced the Disability Discrimination Act."
"370","This is the first legislation of its kind anywhere in Europe and it provides positive proof of our commitment to disabled people."
"371","We will monitor it to ensure it continues to meet its objectives."
"372","We are also providing a continuing fund to enable the most severely disabled people to stay in their own homes."
"374","Security in Retirement. Pensioners continue to make a positive contribution to society in retirement."
"375","They give more of their time in charitable work than any other age group."
"376","They lift some of the pressures on their own families."
"377","They help keep our nation's history and traditions alive."
"378","They have paid their National Insurance contributions and taxes and rightly expect us to continue to protect the value of the basic state pension against price rises."
"379","We will do so."
"380","We will also ensure that less well off pensioners continue to get extra help on top of the b asic pension."
"381","At the same time as protecting the state pension, our encouragement of private pensions is already transforming the living standards of pensioners."
"382","The average net income of pensioners has risen by 60% since 1979."
"383","This has been achieved by our encouragement of saving for retirement."
"384","The tax system must help pensioners who have saved."
"385","Our new lower 20p rate on income from savings directly helps 1.7 million pensioners and the special age allowances raise the point at which pensioners start to pay income tax."
"387","A Better Social Security System. People in need can rely on our continuing support."
"388","To ensure that taxpayers are willing to go on paying for that support, we have shaped a social security system we can afford, taking a steadily declining share of our national income."
"389","We are doing this by focusing benefits on those most in need, helping people off welfare and into work, and curbing welfare fraud."
"390","These policies are underpinned by our measures to help families help themselves."
"391","Social Security must be there to help families, pensioners and people in need."
"392","We will protect the value of Child Benefit and Family Credit which help with the cost of bringing up children."
"393","This is our Family Benefits Guarantee."
"394","We will bring the structure of benefits for lone parents into line with that for two-parent families."
"395","We will continue to help lone parents obtain maintenance, and assist with childcare in work: both these measures help lone parents obtain work."
"396","We will pilot our Parent Plus Scheme that gives special help to lone parents who want to work, and extend it if it proves successful."
"397","Social Security fraud must be stamped out."
"398","We will intensify our current initiatives of inspections and checks, including more home visits, to crack down further on benefit cheats."
"399","We will introduce benefit cards across the country."
"400","We will establish a Benefit Fraud inspectorate to monitor local authorities' performance."
"401","We will also improve the sharing of information between government departments to catch more fraudulent claims."
"402","To ensure as much of the Social Security budget as possible goes into benefits, we will continue to improve the efficiency of administration, using the best mix of public and private sector operations."
"404","Housing. Owning one's own home is an aim shared by millions of people."
"405","Over the last 18 years, the number of homeowners has increased by 4.7 million - including 1.7 million who have bought their home under the right to buy scheme."
"406","Over the next 10 years, we expect to see another one and a half million people buying their own homes - some 3,000 every week."
"407","To meet that demand, we will continue to allow local authority and housing association tenants to buy their homes, or move to houses which they buy."
"408","We will also carry through our draft Bill, creating the option for those buying flats to choose a new form of commonhold ownership."
"409","For those who wish to rent their home, we are encouraging a thriving private rental market, building on the success of housing investment trusts and protecting assured tenancies."
"410","Easier renting will help us meet our target of reducing the proportion of empty homes below 3%."
"411","The number of empty houses has fallen in each of the last 3 years."
"412","But nothing is more frustrating for people who need social housing, than the sight of a suitable property owned by the public sector boarded up and empty."
"413","We will stop that."
"414","Public landlords will have to sell houses which are available for occupation yet have been left empty without a good reason for more than 12 months."
"415","Housing associations and housing companies will continue to receive help in building new homes, and we will encourage more public-private partnerships."
"416","Together, these policies will help meet the demand for new public housing and make sure that there are decent homes for those in need."
"418","Opportunities for Women. Women are succeeding in Britain."
"419","More women have jobs in Britain than in almost any other European country."
"420","Women have a better education, more financial independence and more opportunities than at any other time in Britain's history."
"421","This success reflects the efforts and determination of many women."
"422","Government's role has been simpler - to level up the playing field, whether in education, where girls are now doing better than boys, or in the workplace, where opportunities for women are the best in Europe."
"423","But we know our job is not yet done."
"424","Some women still face barriers to doing well."
"425","Some still do not have the financial security they deserve."
"426","And crime, and the fear of crime, often affect women more than men."
"427","We will ensure women have equal opportunities in education and the workplace."
"428","This can best be achieved by keeping our economy buoyant and our labour markets flexible."
"429","And our proposals to bring crime rates down further will help women especially."
"430","But many women - and some men - face a particular problem: how to juggle job and family."
"431","For those who need or want to work, we will seek further ways to minimise the barriers to affordable, high quality childcare."
"432","For those who wish to be full-time parents, our proposals to enable them to transfer their unused personal allowance to their spouse will be worth up to an extra £17.50 a week."
"433","We also want to give women more financial independence, particularly when they retire."
"434","We propose, as explained elsewhere, to improve flexibility in saving for retirement and to allow courts to split pensions on divorce."
"436","Looking Outwards. The spread of share ownership, the transformation of pension provision, and the sale of council houses are revolutionising our nation."
"437","Personal prosperity and property ownership are not selfish or inward-looking."
"438","People who are secure at home can look out for others in their community."
"439","Over two thirds of adults engage in some form of voluntary activity."
"440","By the end of 1997 all young people aged between 15 and 25 who want to volunteer will be helped to find an opportunity to do so."
"441","We will make it easier for those receiving incapacity benefit to volunteer by removing the 16 hour weekly limit on their voluntary work."
"442","We will encourage voluntary work by others living on benefit while continuing to insist that those who are capable of work should actively seek employment."
"443","We will also develop accreditation for voluntary work to encourage employers to see it as preparation for a paid job."
