"","sentence_text_new"
"183","And we have made our choice to protect frontline investment in childcare and schools, the NHS and policing."
"185","Tough choices. On public spending, we will be relentless in making sure that the public gets value for money for every pound spent."
"186","We will overhaul how government works: cutting back-office and property running costs"
"187","abolishing unnecessary arms-length-bodies"
"188","sharply reducing spending on consultancy and marketing"
"189","and cutting lower-priority spend."
"190","We have already shown in Budget 2010 how these steps will help us to achieve savings of £20 billion a year by 2012-13, on top of the £15 billion savings that are being delivered this year."
"191","We will take a tough stance on public-sector pay, saving over 3 billion by capping public-sector pay rises at one per cent in 2011-12 and 2012-13."
"192","We have agreed tough reforms to public-sector pensions, which will make significant savings and ensure that pensions for the public-sector workforce are secure and sustainable in the long term."
"193","Any government-controlled appointment involving a salary over £150,000 will require ministerial sign-off."
"194","Savings from our tougher approach will help realise a fair rate of pay for all those working for central government."
"195","As we prepare for the upturn, fiscal responsibility and monetary stability will be the foundations on which we build."
"196","We have made the new fiscal responsibility framework legally binding, and we will maintain our inflation target of two per cent so that mortgage rates can be kept as low as possible."
"198","Rebuilding our banking system. The international banking system played a key role in fuelling the most severe global recession since the Second World War."
"199","We are determined to support our financial sector and for it to be a major employer and wealth creator, but there will be no return to the excesses of the past - banks will face tighter regulation."
"200","The banking system must support domestic businesses, including start-ups and entrepreneurs, as well as mortgages."
"201","We have agreed lending targets with those banks in which we have a stake, and there will be consequences for executive remuneration if targets are not met."
"202","Learning the lessons of the crisis means ensuring that far greater responsibility is taken for risk in the boardroom."
"203","We will compel banks to keep more capital and create 'living wills' so that should they fail there will be no danger of that failure spreading."
"204","Because the banking crisis demonstrated the global nature of financial instability, we will continue to work with our international partners to require all banks to hold more and better-quality capital, to ensure counter-cyclical protection, and to introduce a global levy on financial services so that banks across the world contribute fairly to the society in which they are based."
"205","In the UK the new Council for Financial Stability will monitor and help address asset bubbles and financial imbalances."
"206","We will give the FSA additional powers if necessary to constrain and quash executive remuneration where it is a source of risk and instability."
"207","If there is evidence of bonus rules being evaded, we will act."
"208","We will ensure greater competition in the banking sector, breaking up those banks in which the Government currently has a controlling stake."
"209","The proposed Office of Fair Trading review into how City markets operate is welcome."
"210","We value the role of building societies owned by their customers and the strength and diversity that a healthy mutual sector brings to our financial services, and we will consult on measures to help strengthen the sector."
"211","As one option for the disposal of Northern Rock, we will encourage a mutual solution, while ensuring that the sale generates maximum value for money for the taxpayer."
"213","Rebuilding our industrial base: new industries, new jobs, new knowledge. Britain is the sixth largest manufacturing economy in the world."
"214","Because of substantial investment since 1997, the UK has an excellent research base and is already strong in some world-leading sectors."
"215","But if we make the right decisions as a country in the coming years - through a new industrial policy, stronger infrastructure and a renewed partnership between business and government - we can be leaders in the emerging industries of the future."
"216","After the financial crisis, we will ensure that growing companies can access the investment they need to expand."
"217","Finance must be at the service of industry, as new public channels are built to deliver private funds to innovative and fast-growing companies."
"218","The new UK Finance for Growth Fund will bring together a total of £4 billion of public funds and combine it with private money to channel equity to businesses looking to develop and grow."
"219","Within this, the Growth Capital Fund will focus on SMEs which need capital injections of between £2 and £10 million, while the Innovation Investment Fund will focus on the needs of high-tech firms."
"220","Business investment in physical capital will play a key role in a balanced and sustainable recovery."
"221","The Strategic Investment Fund is supporting important new investment in the nuclear and renewables industries."
"222","We will provide incentives for companies to invest through R&D tax credits, and protect and increase the size of capital allowances that help to grow key sectors such as manufacturing."
"223","We will ensure a competitive regime through the development of the patent-box - a lower rate of corporation tax to encourage UK-based innovation - supporting the UK's strengths in new industries and sectors."
"225","Investing in science and research. Britain is among the best places in the world to do science, having massively increased investment in research and development as a proportion of national income."
"226","We are committed to a ring-fenced science budget in the next spending review."
"227","To help us do better in turning research outputs into innovation, we will provide focused investment for Technology and Innovation Centres, developing technologies where the UK has world-leading expertise."
"228","We will also support university research through the Higher Education Innovation Fund, and through the development of a new University Enterprise Capital Fund."
"229","The proceeds of success will flow back into the higher education sector."
"230","As we create a more diverse economy, we will strengthen support for exporters to help us increase our market share with our traditional markets in Europe and the United States, while breaking further into the emerging markets of China, India and Brazil."
"231","We must seize the opportunity to develop education, in particular higher education, as a great export business."
"232","Universities will be encouraged to develop international links and research partnerships, and we want the Open University and learndirect to reach the global market in distance learning."
"233","We will develop a new gateway for the export of NHS intellectual property and cutting-edge services."
"235","Restoring full employment. We expect our growing economic and sectoral strengths to create at least one million skilled jobs by 2015."
"236","These jobs of the future will increasingly come from the new growth sectors in which we are investing - low-carbon, digital and creative industries, life sciences - and professional services in business, healthcare and education."
"237","There will be greater prosperity for every region of the UK economy."
"238","A regional growth fund will be established by the Regional Development Agencies with regional ministers given an enhanced role, and we will help our core cities and city regions to become powerhouses of innovation and growth, with a major devolution of power to shape local transport and skills."
"240","Championing an enterprise economy. At the heart of our approach to building a strong and fair Britain is a commitment to support enterprise."
"241","We will back those who want to get on, work their way up, and generate wealth."
"242","We will keep business taxation competitive at the same time as we increase capital allowances to encourage investment."
"243","There is no substitute for the drive and ambition that entrepreneurs bring."
"244","We will support small businesses and help with their cash flow by continuing our Time to Pay scheme that has already - through tax and NICs deferral - helped thousands of firms"
"245","offering a one-year holiday on business rates for small businesses"
"246","widening support for training and apprenticeships"
"247","and in recognising the special contribution of entrepreneurs we are doubling the Entrepreneurs Relief lifetime limit to £2 million."
"248","We will also create a new Small Business Credit Adjudicator with statutory powers ensuring that SMEs are not turned down unfairly when applying to banks for finance."
"249","We will help to create a new generation of entrepreneurs, ensuring that those studying for vocational skills are offered the opportunity to learn how to start and run a business, while the Flying Start programme will do the same for final-year university students."
"250","We will continue to simplify regulation and avoid unnecessary red tape."
"251","If it is used correctly, regulation can help drive innovation, as well as protect workers and consumers."
"252","We will seek to reduce the costs of regulation by more than £6 billion by 2015."
"254","21st Century Infrastructure. The key to creating the industries of the future is renewing the national infrastructure on which firms rely."
"255","To ensure Britain's infrastructure needs are properly resourced, we will work in partnership with the private sector, reforming the regulation of energy to improve incentives for the private sector to invest."
"256","We will establish a Green Investment Bank to invest in low-carbon infrastructure, with the Government's stake funded by the sale of infrastructure assets."
"257","The Government will seek to match its contribution with at least £1 billion of private-sector investment."
"258","The newly formed Infrastructure Planning Commission will - within a democratically determined framework - help streamline and speed up decision-making on major projects."
"259","We now propose to extend the public interest test so that it is applied to potential takeovers of infrastructure and utility companies."
"261","Broadband Britain. Britain must be a world leader in the development of broadband."
"262","We are investing in the most ambitious plan of any industrialised country to ensure a digital Britain for all, extending access to every home and business."
"263","We will reach the long-term vision of superfast broadband for all through a public-private partnership in three stages: first, giving virtually every household in the country a broadband service of at least two megabits per second by 2012"
"264","second, making possible superfast broadband for the vast majority of Britain in partnership with private operators, with Government investing over £1 billion in the next seven years"
"265","and lastly reaching the final ten per cent using satellites and mobile broadband."
"266","Because we are determined that every family and business, not just some, should benefit, we will raise revenue to pay for this from a modest levy on fixed telephone lines."
"267","And we will continue to work with business, the BBC and other broadcasting providers to increase take-up of broadband and to ensure Britain becomes a leading digital economy."
"269","Rebuilding our transport infrastructure. Britain needs to invest in modern, high-capacity and low-carbon transport infrastructure."
"270","At the heart of our growth plan is the commitment to a new high-speed rail line, linking North and South."
"271","Built in stages, the initial line will link London to Birmingham, Manchester, the East Midlands, Sheffield and Leeds, and then to the North and Scotland."
"272","By running through-trains from day one, cities including Glasgow, Edinburgh, Newcastle and Liverpool will also be part of the initial network."
"273","Journey times will be slashed - those from the West Midlands to London will be as little as 31 minutes."
"274","We will consult fully on legislation to take forward our high-speed rail plans within the next Parliament."
"275","High-speed rail is not just about faster journey times."
"276","It will free up capacity on existing intercity rail lines, enabling more rail freight, commuter and local services."
"277","We will press ahead with a major investment programme in existing rail services, hugely improving commuter services into and through London, and electrifying new rail-lines including the Great Western Main Line from London to South Wales."
"278","We will complete the new east-west Crossrail line in London adding ten per cent to London transport capacity."
"279","Rail passenger numbers have increased by 40 per cent in the last ten years and punctuality and quality of service are improving steadily."
"280","We will encourage more people to switch to rail with an enforceable right to the cheapest fare, while trebling the number of secure cycle-storage spaces at rail stations."
"281","We will welcome rail franchise bids from not-for-profit, mutual or co-operative franchise enterprises and will look to remove unfair barriers that prevent such bids benefiting passengers and taxpayers."
"282","Tackling road congestion is a key Labour priority."
"283","We will extend hard-shoulder running on motorways, alongside targeted motorway widening including on the M25."
"284","Too much disruption is caused by local road works: we will increase tenfold the penalties on utilities who allow work to overrun."
"285","We rule out the introduction of national road pricing in the next Parliament."
"286","Heathrow is Britain's international hub airport, already operating at full capacity, and supporting millions of jobs, businesses and citizens who depend upon it."
"287","We support a third runway at Heathrow, subject to strict conditions on environmental impact and flight numbers, but we will not allow additional runways to proceed at any other airport in the next Parliament."
"288","Through our investment, Labour has put Britain at the forefront of electric and low-carbon vehicle manufacturing."
"289","To promote the rapid take-up of electric and low-carbon cars, we will ensure there are 100,000 electric vehicle charging points by the end of the next Parliament."
"291","Corporate governance reform. To build strong businesses we need skilled managers, accountable boards, and committed shareholders - all with a culture of long-term commitment."
"292","We will strengthen the 2006 Companies Act where necessary better to reflect these principles."
"293","The UK's Stewardship Code for institutional shareholders should be strengthened and we will require institutional shareholders to declare how they vote and for banks to put their remuneration policies to shareholders for explicit approval."
"294","Too many takeovers turn out to be neither good for the acquiring company or the firm being bought."
"295","The system needs reform."
"296","Companies should be more transparent about their long-term plans for the business they want to acquire."
"297","There needs to be more disclosure of who owns shares, a requirement for bidders to set out how they will finance their bids and greater transparency on advisers' fees."
"298","There should be a higher threshold of support - two-thirds of shareholders - for securing a change of ownership and the case for limiting votes to those on the register before the bid should be examined."
"300","Creating a shareholding society. We want Britain's workers to have a stake in their company by widening share ownership and creating more employee-owned and trust-owned businesses."
"301","We want to see a step change in the role of employee-owned companies in the economy, recognising that many entrepreneurs would like to see their companies in the hands of their employees when they retire."
"302","We will review any outstanding barriers to the formation of more employee-companies like the John Lewis Partnership."
"305","Prosperity for all not just a few. The challenge for Britain. To grow together as a country, rewarding those who work hard so they can do well and look after their families: returning Britain to full employment, enabling people to get higher-paid and better jobs, and widening access to home ownership."
"306","The Tories have no plan for fairness"
"307","their decisions would make our society more unequal and unjust."
"309","The next stage of national renewal. 200,000 jobs through the Future Jobs Fund, with a job or training place for young people who are out of work for six months, but benefits cut at ten months if they refuse to take part"
"310","and anyone unemployed for more than two years guaranteed work, but no option of life on benefits."
"311","A National Minimum Wage rising at least in line with average earnings, and a new £40-a-week Better Off in Work guarantee."
"312","More advanced apprenticeships and Skills Accounts for workers to upgrade their skills."
"313","No stamp duty for first-time buyers on all house purchases below £250,000 for two years, paid for by a five per cent rate on homes worth more than £1 million."
"314","A People's Bank at the Post Office"
"315","a Universal Service Obligation on banks to serve every community"
"316","a clampdown on interest rates for doorstep and payday loans."
"317","As the British economy returns to growth, we will ensure that everyone who is willing to work shares fairly in renewed prosperity."
"318","We will support the recovery so that we see a swift return to full employment, with more chances to get on at work and a fair distribution of growth throughout Britain."
"319","Our job guarantees will put an end to long-term unemployment and a life on benefits."
"320","No one fit for work should be abandoned to a life on benefit, so all those who can work will be required to do so."
"321","At the same time, we believe that people should be able to earn enough to live and be better off than on welfare."
"322","In today's world, every worker needs to be able to upgrade their skills in order to get on."
"323","As well as good career prospects, people want to know that their living standards and quality of life will improve."
"324","So we will enable more people to get on the housing ladder"
"325","offer a helping hand to build up savings"
"326","and secure a fair deal with the banks to strengthen people's personal finances."
"328","A modern welfare state for all. We will build a personalised welfare system that offers protection for all those who need it, increases people's control over their own lives, and is clear about the responsibilities owed to others."
"329","Getting more people into employment increases tax revenues and reduces spending on benefits."
"330","Our intensive help for people out of work - starting from day one - has already kept unemployment more than half a million lower than predicted during the recession, saving £15 billion over the next five years."
"331","We are determined that no-one should be scarred for life by joblessness."
"332","No young person in Britain should be long-term unemployed: those out of work for six months or more will be guaranteed employment or training through the £1 billion Future Jobs Fund, with mandatory participation after ten months."
"333","The fund will support 200,000 jobs."
"334","All those who are long-term unemployed for two years will be guaranteed a job placement, which they will be required to take up or have their benefits cut."
"335","More people with disabilities and health conditions will be helped to move into work from Incapacity Benefit and Employment Support Allowance, as we extend the use of our tough-but-fair work capability test."
"336","This will help to reduce the benefit bill by £1.5 billion over the next four years."
"337","We will reassess the Incapacity Benefit claims of 1.5 million people by 2014, as we move those able to work back into jobs."
"338","For those with the most serious conditions or disabilities who want to work there will be a new guarantee of supported employment after two years on benefit."
"339","We will seek to ensure that disabled people are able to lead dignified and independent lives, free of discrimination and with the support to which they are entitled."
"340","The lone parent employment rate has increased by over 12 per cent since 1997."
"341","We are radically reforming how Job Centre Plus helps lone parents: providing extra help with childcare, training and support to find family-friendly work, while requiring those with children aged three to take steps to prepare for work and actively to seek employment once their youngest child is seven years old."
"342","Our goal is to make responsibility the cornerstone of our welfare state."
"343","Housing Benefit will be reformed to ensure that we do not subsidise people to live in the private sector on rents that other ordinary working families could not afford."
"344","And we will continue to crack down on those who try to cheat the benefit system."
"346","Making work pay. The National Minimum Wage is one of our proudest achievements."
"347","It protects and sustains millions of low-paid workers."
"348","To ensure that the lowest paid share fairly in rising prosperity, the Low Pay Commission's remit will have the goal of the National Minimum Wage rising at least in line with average earnings over the period to 2015."
"349","To underline our commitment to helping the lowest paid we will ask all Whitehall Departments, within their allocated budgets, to follow the lead of those who already pay the Living Wage."
"350","This will be supported by measures to address high pay in the public sector - reducing pay-bill pressure in the years ahead."
"351","To ensure that work pays, we will guarantee that when someone who has found it difficult to get into work comes off benefits, their family will be at least £40 a week better off."
"352","This is our Better Off in Work guarantee: together the National Minimum Wage and tax credits should always make work pay."
"353","And we will consult on further reforms to simplify the benefits system and make sure it gives people the right incentives and personal support to get into work and progress in their jobs."
"354","We want everyone to have better prospects in work."
"355","We will give the Low Pay Commission additional responsibilities to report on productivity and career progression in low-skilled, low-paid sectors, bringing together representatives from the business community and social partners."
