"","sentence_text_new"
"52","The Labour government will therefore, as a matter of moral obligation and in the material interests of our country, foster the development and trade relationships necessary for the advance of economic security, political democracy and respect for human rights."
"53","The United Kingdom has been through 13 years in which unemployment has more than doubled, irreplaceable assets have been wasted, markets at home and abroad have been lost, manufacturing investment has fallen, poverty has increased, the crime rate has rocketed, and talents have been neglected."
"54","Now our country faces clear alternatives."
"55","A Conservative government would mean a repeat of the same, stale policies which brought economic insecurity, privatised and underfunded public services and increased social division."
"56","The Conservatives have no policies which would mean sustained recovery, higher health care or improved educational standards."
"57","The arrogance remains which brought us the poll tax, centralisation in Britain and isolation in Europe."
"58","If they can't get it right in 13 years, they never will."
"59","The Labour government will mean a fresh start for Britain."
"60","It will mean strong and continued emphasis on investment for economic strength."
"61","It will mean action to help families, fair taxation, incentives for enterprise and support for essential community services."
"62","It will mean greater freedom, securitv and opportunity."
"63","It will mean change for the better."
"64","It's time to make that change."
"65","It's time for Labour."
"67","Immediate action for national recovery. Britain faces a huge task of national reconstruction."
"68","From day one, the new government must start to get Britain working again."
"69","It must get the economy out of recession, it must lay foundations for the future."
"70","Recovery must be based on investment, for only investment will create lasting prosperity."
"71","Today millions of people fear losing their job, their home or their business."
"72","The new Labour government's National Recovery Programme will start to remove that fear with immediate action on investment, jobs and training."
"73","It will combat recession now and build sustained and sustainable recovery for the future."
"74","Britain's economic problems are deep-seated."
"75","We will not be able to do at once everything that we would like to do."
"76","But we will get down to business right away."
"77","And as with any properly-run business, our immediate programme will be part of a strategy for long-term success."
"79","Action for industry.  1. We will provide enhanced capital allowances to encourage companies immediately to bring forward manufacturing investment in new machinery and plant, innovation and design."
"80","This will last for a limited period."
"81","2. We will introduce an investment tax incentive tailored to the special needs of small businesses."
"82","3. We will immediately begin the phased release of receipts from the sale of council houses land and property receipts to allow local authorities to build new homes and improve old ones."
"83","More building workers in the recession-savaged construction and building supply industries will be employed and more families rehoused."
"84","Equivalent arrangements will be made in Scotland."
"85","4. We will allow British Rail to proceed with a leasing scheme of 188 new Networker trains on the North Kent line - the first step in securing private investment to help modernise Britain's railways and protect our environment."
"87","Action for jobs. 5. Housing investment will generate jobs."
"88","We will also establish a work programme combining three days a week work for the unemployed - paid at the proper rate - with two days' training and job seeking."
"89","This will benefit the community and ensure that unemployed people are offered a range of employment and training opportunities."
"90","The programme which can be quickly and easily established will allow us to start bringing down unemployment immediately."
"91","Our aim is to prevent long-term unemployment rather than just trying to cope with it after it has occurred."
"93","Action for skills and schools. 6. We will restore last year's training cuts which caused so much damage to training for young people and the unemployed."
"94","We will establish a new cash-limited 'Skills for the 90s' fund with an initial budget of £300 million, to upgrade the training of those in work."
"95","Investment will be targeted particularly at areas of skill shortages and will give people who are now unskilled the chance to acquire basic skills."
"96","7. Over the next 22 months, additional resources of at least £600 million will be available for investment in education."
"97","Amongst other projects, this will help to tackle equipment shortages and the backlog of school repairs."
"99","Action for the NHS.  Over the next 22 months, additional at least £1 billion will be available for investment in the National Health Service."
"100","This will help the NHS to make real advances in care and treatment."
"102","Action for children. 9. We will start to increase nursery education places for three and four year olds by making sure that local councils actually use the money they receive for nursery education to create new places and by switching capital funds earmarked for the City Technology College programmes."
"103","This will lead to the rapid creation of 25,000 new places."
"104","10. We will extend the exemption from tax which applies to workplace nurseries to all forms of employer assistance with childcare."
"106","Getting results. Every action we propose makes sense by itself."
"107","Together our proposals add up to a co-ordinated programme for recovery."
"108","By investing in house-building and repairs, we start to rehouse homeless people."
"109","By investing in public transport, we start to transform commuters' lives and create a cleaner environment."
"110","By investing in the NHS, we offer new security to the patients and the public."
"111","By investing in education we nourish the talents of children and lay the basis for future success."
"112","With each step we employ more workers in industries from construction and computer software to high-tech engineering printing and publishing."
"113","We enable businesses to thrive."
"114","We save taxpayers' money on benefits."
"115","We transform unemployment claimants into employed contributors."
"116","Labour's programme for national recovery will this year help bring Britain out of recession."
"117","Public investment will modernise services help business and industry and stimulate private investment."
"118","It will make you and your family better off."
"120","Building a strong economy. Labour's economic policy rests on one simple, commonsense fact."
"121","The only way for Britain to build a strong economy is to make the goods and services which people at home and abroad want to buy Britain is in a race for economic survival and success."
"122","Faced with intense competition, companies and countries can succeed only by constantly improving their performance."
"123","Every employee in every enterprise must be involved in a new partnership so that trained and talented people can use the most modern technologies to create top-quality products."
"124","But none of this will happen with a government that believes that the best thing is to do nothing."
"125","Three thousand men and women have lost their jobs on every working day since John Major became Prime Minister."
"126","Every week 900 businesses go bankrupt."
"127","Every dav 200 families lose their homes."
"128","The Conservatives have created the longest recession for 60 years."
"129","They have no idea how to get us out of it and even less idea how to stay out of it."
"130","Britain needs a Labour government which will back British industry in the way our competitors back theirs."
"132","A government which business can do business with. Modern government has a strategic role not to replace the market but to ensure that the market works properly."
"133","Other competitors in Europe and elsewhere recognise that industrial policy must be at the heart of economic policy."
"134","It is the government's responsibility to create the conditions for enterprise to thrive."
"135","Business needs sustained and balanced growth, with stable exchange rates, steady and competitive interest rates and low inflation."
"136","We will deliver them."
"137","Business must have a high level of education science and skills."
"138","Incentives for high-tech investment."
"139","Modern transport."
"140","Strong regional economies for new developments."
"141","We will deliver them."
"143","We will keep prices down. Inflation has been suppressed by recession."
"144","But it has not been cured."
"145","To curb inflation."
"146","Labour will maintain the value of the pound within the European Exchange Rate Mechanism."
"147","We will manage credit sensibly."
"148","We will stop excessive price rises in water, electricity, telephones, transport and NHS prescriptions."
"149","The only way to defeat inflation in the medium term is to raise productivity substantially."
"150","By promoting investment and improving skills we will tackle the underlying causes of inflation."
"152","We will introduce fair taxes. Attacking poverty is an essential component of Labour's programme for national recovery and prosperity."
"153","The most effective way to reduce poverty quickly is to increase child benefit and pensions and take low-paid people out of taxation."
"154","To achieve these goals, we will reform the national insurance and income tax system."
"155","We will increase child benefit to £9.95 a week for all children with the full value going to every family."
"156","This measure will benefit seven million families and is worth £127.40 a year to a family with two children."
"157","We will increase the basic retirement pension by an extra £5 a week for a single person and £8 for a married couple."
"158","All pensioners will receive the full increase which will also go to widows and others on benefits linked by statute to the basic pension level."
"159","Twelve million people will benefit."
"160","We will abolish the two per cent national insurance contribution on earnings under £54 a week - effectively a £56 annual entry fee into the national insurance system."
"161","At present employees earning less than £405 a week pay contributions on all their earnings, while above that level no contributions are paid at all."
"162","This is an unfair anomaly in our tax structure."
"163","The ceiling on contributions will therefore be abolished."
"164","We will take 740,000 taxpayers out of taxation altogether by increasing the personal allowance and wife's earned income allowance by more than inflation."
"165","Married couples will have the option of splitting the married couple's allowance between them as they choose."
"166","The basic rate of tax will remain unchanged at 25 per cent, as will the 40 per cent rate."
"167","A new top rate income tax of 50 per cent will apply to individuals with an income of at least £40,000 this year."
"168","Labour's tax and benefit changes are self-financing."
"169","They are fair."
"170","And they will make every individual employee on earnings up to at least £22,000 a year better off."
"172","We will reform decision-making. Britain urgently needs a better way of making economic decisions."
"173","Government must decide at the same time how much to spend and how to pay for spending."
"174","The Budget should decide both."
"175","Every autumn, we will make a 'State of the Nation' report on the British economy."
"176","Our national economic assessment will then allow employers, trade unions and other social partners to consider Britain's competitiveness and the competing claims on national output."
"177","These considerations will be an important influence on collective bargaining."
"178","In order to provide honest information about the state of the British economy, we will make the Central Statistical Office independent and free from political interference."
"179","We will halt the deterioration which has taken place in the pay and conditions of many public service workers - often through pay settlements which have been arbitrarily imposed upon them."
"180","We will seek fairer and more rational ways of determining public sector pay within clearly defined budget limits."
"182","We will cut unemployment. We are determined to make a swift reduction in unemployment and have explained in our National Recovery Programme just how this will be done."
"183","It includes immediate action for unemployed people, as well as direct investment - for instance, in construction - to create thousands of new jobs."
"184","Steady and sustained economic growth will generate jobs that last."
"185","Better training will help people get back to work."
"186","Unemployment must be tackled by the European Community as a whole."
"187","We will use our influence in Europe to secure the necessary policies for co-ordinated growth."
"189","We will modernise Britain's industries. It is time to rebuild Britain's industrial strength."
"190","For lasting recovery, Britain needs a modern industrial policy designed to build skills, upgrade technology, encourage industry in every region and expand exports."
"191","An Investment Decade for Britain will start with the immediate introduction of enhanced investment allowances (see page 9)."
"192","We will help Britain's high-technology industries with a 25% tax credit for additional investment in research and development."
"193","Small firms will be assisted with a new investment scheme, combining a cash-limited fund for new investments with tax incentives tailored to heir special needs."
"194","Britain's industrial future depends on transforming our inventive genius into manufacturing strength."
"195","Labour will work with industry to establish British Technology Enterprise and create Technology Trusts throughout Britain, building bridges between industries and universities and helping firms turn good ideas into commercial products."
"196","We will encourage the development of the most modern telecommunications networks."
"197","Labour's Minister for Science will develop a national strategy to promote high-quality science and technology, so that Britain can better anticipate and respond to the challenges of the future."
"198","All over the world, industries face unprecedented environmental challenges."
"199","We will support new research into environmentally-friendly technologies and launch a Great Environment Exhibition to publicise and to promote sales of the cleanest British technologies."
"201","We will strengthen our regional economies. We will establish new Regional Development Agencies in England, strengthen Scottish Enterprise and the Welsh Development Agency and modernise regional incentives."
"202","Regional agencies will become powerhouses for industrial development, encouraging investment, technology and skills."
"203","The Scottish Parliament will have a vital role in building the competitive strength of the Scottish economy."
"204","Our new Welsh Assembly will also have important economic responsibilities."
"205","Labour's National Investment Bank, operating on strictly commercial lines, will bring public and private sector together to invest in long-term regional and national infrastructure projects."
"206","Small and growing businesses will have a new deal."
"207","As well as the lowest possible interest rates, they need the backing on which their competitors can rely in France and Germany."
"208","Labour will establish a network of one-stop advice centres providing them with access to high-quality specialist assistance."
"209","We will give special attention to the establishment of small businesses by women, and members of the ethnic minority communities, who often face difficulties raising venture capital."
"210","Under the Conservatives, Britain has moved from manufacturing trade surplus to manufacturing trade deficit."
"211","The recent privatisation of the Export Credit Guarantee Department can only do further damage."
"212","Labour will create modern export services for the nation and the regions."
"214","We will invest in modern transport. Commuters and companies need fast, safe transport Labour will act to make sure they get it."
"215","It is absurd that French Railways can raise funds for new investment in the City of London, when British Rail is not allowed to do so."
"216","We will remove these restrictions."
"217","Leasing schemes will allow large-scale investments to be financed at relatively little cost to the public sector borrowing requirement."
"218","Private finance will also be mobilised for a high-speed rail network which will eventually link every region to the Channel Tunnel with proper environmental safeguards."
"220","We will improve energy supplies. Families, commerce and industry need heat, light and power at prices they, can afford."
"221","Britain is well placed with reserves of coal, oil and gas which must be husbanded in a national energy policy to balance the needs of the present with those of the future."
"222","We will encourage enhanced recovery of oil from the North Sea and avoid becoming too dependent in on imported fuel."
"223","We will meet our international obligations to reduce harmful chimney emissions."
"224","We will restore public control of the National Grid and give it new duties and powers to ensure the long-term security of electricity supplies."
"225","We will secure the long-term future of the coal industry by reducing imports, stopping the 'dash for gas' and reining back on open-casting."
"226","We will retain the Department of Energy and move its petroleum engineering directorate to Aberdeen."
"227","We will require the energy companies to invest in R&D, and encourage the development of clean-burn coal technology."
"229","We will invest in people at work. The key to a successful modern economy is a well-educated and motivated workforce."
"230","We cannot compete on the basis of low educational standards or poor working conditions."
"231","Britain's future must be high skill, high wage and high tech."
"232","Two things are needed: a training revolution to modernise people's skills, and rights for employees to fair treatment at work."
"233","We will offer unemployed people a range of employment and training opportunities."
"234","Our aim is to ensure that anyone who is unemployed for more than six months has a choice of job experience or training."
"235","We will also help the people often left out of good training opportunities, including the disabled, women returning after caring for children, and those with special educational needs."
"236","Expanded childcare will help women return to work and undertake training."
"237","A critical task is to upgrade the skills of people in work."
"238","Training and Enterprise Councils will be retained, reformed and made more broadly representative of their local communities and given stable budgets."
"239","Instead of the present series of piecemeal initiatives we will establish a coherent national training policy to meet the needs of industry and provide people with real equal opportunities at work."
"240","All employers, except for very small businesses, will be obliged to invest a minimum amount on training their workforce or make a contribution to the local or national training effort."
"241","Training will be a real partnership between government and industry, not an excuse to shift all the burden onto employers."
"242","We will transform the Careers Service to make careers advice available to everyone, young or old, employed or unemployed."
"243","Britain cannot get the best performance from our employees by giving them the worst treatment."
"244","There will be a fair framework of law for both employers and unions."
"245","There will be no return to the trade union legislation of the 1970s."
"246","Ballots before strikes and for union elections will stay."
"247","There will be no mass or flying pickets."
"248","But our individual employees are entitled to be treated at least as fairly as their colleagues in Europe."
"249","We will opt in to the Social Chapter of the new European Treaty and introduce employment standards common in successful economies, including the best health and safety legislation."
"250","The existing protection provided for people engaged in especially hazardous work will be retained."
"251","Women and men must be able to care for their family as well as earn a living."
"252","We will give all employees equal rights and status under the law, whether they are full-time or part-time, permanent or temporary."
"253","We aim to guarantee every woman in employment the right to 14 weeks' maternity leave on full pay, and to give fathers paternity leave, bringing Britain into line with the better provision elsewhere in the European Community."
"254","Employees will have new rights to be consulted and informed about decisions which affect them, as well as the right to union membership and representation."
"255","We will restore union rights at GCHQ."
"256","Anti-discrimination law will be strengthened and we will consider as part of that law outlawing discrimination in employment on the grounds of age."
"257","Britain's Wages Councils set minimum wages for about 2.5 million people."
"258","But there is no minimum wage for all employees."
"259","We will end the scandal of poverty pay and bring Britain into line with the rest of Europe by introducing a statutory minimum wage of £3.4O an hour."
"260","This is a major but long overdue reform which will benefit around four million low-paid people, 80 per cent of whom are women."
"261","We will consult widely to ensure smooth implementation."
"263","We will promote a stake for employees. Employees should have the opportunity to own collectively a significant stake in the company for which they work, through a democratic Employee Share Ownership Plan (ESOP) or a co-operative."
"264","We will strengthen support for such schemes and consult about the possibility of creating a new tax incentive to encourage companies to establish or extend an ESOP or set up a co-operative."
"265","Recent pension fund scandals have shown how right Labour has been to call for stronger legal protection."
"266","We will reform the law so that pension funds belong to their members, not to employers."
"267","Half of the pension trustees will be employees, with an independent chairman, and pensioners will be represented."
"269","Modernising the National Health Service. This election will decide the future of the NHS."
"270","Indeed, it will decide whether or not we continue to have a NHS of the kind that the British people want."
"271","The Conservatives would continue to commercialise and privatise the NHS until it is run as just another business."
"272","With Labour, it will be modernised and restored as a high-quality public service, accountable to the community."
"273","Labour will stop the privatisation of the NHS and return opted-out hospitals and other services to the local NHS."
"274","We will halt the commercial market which is creating a two-tier health service."
"276","Our commitment to the NHS. For a decade, the Conservatives have persistently underfunded the health service."
"277","It may well take at least the lifetime of a Parliament to put things right, but Labour will start immediately."
"278","Instead of cutting income tax, we will make additional resources of at least £1 billion available for investment in the NHS over the next 22 months."
"279","Each year thereafter, we will continue to tackle underfunding."
"280","Unlike the Conservatives, we will not impose any new health charges."
"281","Labour will recognise the additional claims on the NHS from the growing number of very elderly people and the development of medical technology and knowledge."
"282","We will retain the pay review bodies."
"283","We will not cheat health authorities by agreeing pay awards which are not fully funded and leaving managers to bridge the gap by cutting patient care."
"284","We will invest in the modernisation of our hospitals and tackle the backlog of repairs and maintenance."
"285","We will also launch a new programme to invest £60 million in the modernisation of Britain's cancer services, using the resources we will save by scrapping the Conservatives' tax handout on private medical insurance."
"286","Within our overall budget, we will tackle the shortage of intensive care beds with a special programme providing an additional £25 million to expand this life-saving service."
"288","A healthy Britain. Labour will launch a National Health Initiative to promote physical and mental health from birth to old age."
"289","This initiative will be led by the Department of Health and Community Care and by a new Cabinet committee that will cut through departmental boundaries."
"290","We will set new targets to cut the inequalities in health between social classes and ethnic groups."
"291","Our Health Initiative will set targets for better health, backed by effective action."
"292","We will, for instance: "
"293","strengthen screening by restoring the free eye test"
"294","cut cancer by banning tobacco advertising"
"295","encourage healthy diets by introducing clearer food labeling"
"296","promote health at work by creating a modern occupational health service within the NHS."
"297","GPs have a vital role to play in health promotion."
"298","We will increase the time they have for each patient by reversing the financial pressures to take on too many patients."
"299","We will make sure every community has access to dentists, with the resources to provide full NHS cover we will and restore the free dental check."
"300","By improving family planning services, we will reduce unwanted pregnancies and help achieve our target of cutting the number of abortions by at least a quarter."
"301","We will ensure that access to abortion is equally available in every region."
"303","A modern NHS. We will create a modern, efficient NHS with incentives to improve performance - but without the queue-jumping and waste created by a market in health care."
"304","We will provide more services through local health centres and other community settings."
"305","We will give GPs the power to insist on improvements in service to all the patients in a neighbourhood."
"306","We will give the outcome of treatment the same importance as the throughput of treatment."
"307","Our new Health Quality Commission will monitor the quality of care and raise standards."
"308","The continuing care of very elderly and chronically sick patients will be a higher priority."
"309","We will halt the reduction in NHS services for long-term care and community health services which support elderly and disabled patients at home To achieve this change of direction, we will negotiate Performance Agreements with each health authority and back them with an Incentive Fund to reward authorities which perform well."
"310","These agreements will set local targets which reflect local priorities, for instance, to cut waiting lists or switch mental health services into the community."
"311","Hospital to managers, who will be accountable for meeting their targets, will otherwise be given maximum freedom of decision making."
"312","We will create new community health authorities, representative of local people, which bring together both GP services and hospital care."
"314","A first-class service to patients. In Labour's health service, power will belong to patients, not accountants."
"315","We will restore the right of patients to be treated in the hospital of their choice."
"316","Women will have the right to be seen by a woman GP and we will encourage the development of well women clinics."
"317","Ethnic minorities will have the right to obtain the diet required by their religious beliefs."
"318","We will set four new standards for a better service to: cut cancelled operations"
"319","improve cleanliness in hospitals"
"320","make it easier to phone for an ambulance"
"321","increase early admissions from waiting lists."
"322","As part of our commitment to a quality service to patients, we will end compulsory competitive tendering for hospital support services, which has driven down standards of cleanliness and catering."
"323","We will invest £25 million from within our overall budget to purchase several hundred more new, fully-equipped ambulances."
"325","A community service. Labour will expand the services which elderly people and their carers need for long-term support in the community, such as home helps, care assistants and community services."
"326","Our Department of Health and Community Care, with a new Minister of State for Community Care, will develop a high-quality programme of community care which responds to what users want."
"327","We will introduce a new earmarked grant for community care which will support the work of Labour councils in providing care for people at home, and oblige Conservative councils to use the grant to improve those services."
"328","We will end the pressure on councils to privatise their residential homes by providing funding for local authorities equivalent to the benefits paid to private homes."
"329","We will insist that the first call on income from the sale of mental health hospitals is the provision of better accommodation and services in the community for mental health users and people with learning disabilities."
"330","We will end the neglect that has allowed some former patients to end up sleeping rough and led to others being placed on remand."
"331","Labour will ensure that these services are in place before patients who will benefit from life in the community are transferred out of long-term hospital care."
"333","Raising standards in our schools. Good education is the best investment in Britain's future."
"334","All girls and boys, from every background, must be able to discover their talents and fulfil their potential."
"335","We want every child to get qualifications that count."
"336","We need safe, disciplined schools, where professional teachers work closely with parents."
"337","Learning must become a lifetime opportunity, with new chances to update skills at work."
"338","That is our vision of a well-educated Britain."
"339","But, under the Conservatives, Britain today invests a smaller share of our national wealth in education than in 1979."
"340","More and more parents are now being forced to pay for essentials in a system which should be free."
"341","Labour will modernise Britain's schools."
"342","Over the next 22 months, additional resources of at least £600 million will be made available for investment in education."
"343","We will then continue steadily to increase the share of Britain's national wealth invested in education."
"345","We will offer nursery education to three and four year olds. By the end of the decade, all three and four year o1ds will have the opportunity of nursery education if their parents so wish."
"346","Within six months, every local education authority will have to set targets for steadily increasing nursery and childcare services."
"347","Childhood Partnerships between councils, parents, schools, local businesses and community groups will help extend a wide range of childcare and nursery education services."
"348","The immediate investment in childcare described earlier (see page 10) is only the beginning."
"349","Our Ministry for Women will have central role in helping to develop a nationwide childcare strategy, including out-of-school and holiday provision as well as care for younger children."
"351","We will raise standards in our schools. By investing in better teaching, smaller classes and modern books and equipment we will raise education standards."
"352","Teachers will be guaranteed a proper salary and career structure."
"353","A General Teaching Council for England and Wales will help them achieve the highest professional standards."
"354","Higher quality training will be followed by proper support for newly-qualified teachers."
"355","A national in-service training programme will ensure that all teachers are fully qualified in the subject they are teaching."
"356","Within 12 months, we will end the scandal of primary school classes of over 40 children."
"357","We will then establish and steadily reduce maximum limits on class sizes, until no primary school child is taught in a class of more than 30."
"358","To make sure that children are reading by the age of seven, we will create a national Reading Standards Programme, with a national Reading Recovery Programme to help those in difficult."
"359","£20 million will be invested in reading recovery in the first year."
"360","National tests must provide the information needed to help pupils, and to judge schools' effectiveness, without wasting good teaching time."
"361","Children with special needs or special abilities will receive the extra attention they deserve."
"362","Nine out of ten secondary school children are in comprehensive schools."
"363","We will end selection at 11 where it still exists."
"364","We will introduce a fairer system for all school reorganisations, with independent public enquiries."
"365","We will phase out the Assisted Places scheme (without affecting pupils currently on a place, or offered one from September 1992) and redirect the savings to meet wider educational needs."
"366","Because the national curriculum cannot be properly taught without new textbooks, we will earmark funds for class and library books."
"367","Every child needs a good grounding in science and technology."
"368","We will introduce a programme to improve equipment and laboratories."
"369","We will start to tackle the backlog of school repairs."
"370","For instance, we will invest £30 million to ensure that within 12 months, no child has to use an outside lavatory."
"372","Guaranteed standards. Conservative plans to privatise the schools' inspectorate will be scrapped Our Education Standards Commission, together with her Majesty's Inspectors, will monitor the performance of every school."
"373","If a school is under-performing, the commission, which will be answerable to Parliament, will have the powers to ensure that it is brought up to standard."
"374","National Awards, similar to the Queen's Award for Industry, will encourage excellence in schools."
"375","We will reform the Conservatives' scheme for the local management of schools."
"376","All schools will be free to manage their day-to-day budgets, with local education authorities given a new strategic role."
"377","Opted-out schools will be freed from central government control and brought together with City Technology Colleges into the mainstream of the local school system."
"379","New rights for parents. We will reform the Conservatives' scheme for the local management of schools."
"380","All schools will be free to manage their day-to-day budgets, with local education authorities given a new strategic role."
"381","Opted-out schools will be freed from central government control and brought together with City Technology Colleges into the mainstream of the local school system."
"382","Home-school contracts will tell parents exactly what the school undertakes to deliver and what their responsibilities are."
"383","If they are dissatisfied with the school or education authority, they will be able to call in the Education Standards Commission and get action taken."
"384","We wish to see the key role of church and other voluntary-aided schools secured and available equally and on the same criteria to all religions."
"386","We will modernise the curriculum. Labour will modernise the national curriculum and apply it in all schools."
"387","From the age of 14, pupils will study five essential subjects."
"388","English, mathematics, science, a modern language and technology."
"389","In schools teaching in Welsh, the study of Welsh will be included."
"390","Every pupil will also be offered a wide range of academic, technical and other options."
"391","Taking account of the views of parents, enployers, teachers, pupils and the commendations of the Higginson Report, we will establish a five-subject A level and bring it together with technical qualifications into our new Advanced Certificate."
"392","Open to art-time and full-time students of any age, it will include 'credits' which can be transferred between different institutions."
"393","We will consult widely about the detailed structure of this new qualification, and finalise proposals quickly."
"394","Young people must have real opportunities to widen their experience and skills."
"395","Sixteen year olds not in full-time education will be entitled to a new traineeship lasting for up to two years, with an option of a further two years."
"396","Every young person in employment will be guaranteed the right to Learn While You Earn."
"398","Labour's education targets. We have set ourselves four education targets."
"399","They are the basis for our strategy and the benchmark against which progress will be judged."
"400","First, a nursery education for all three and four year olds whose parents wish by the year 2000."
"401","Second, within five years, we want four out of five 16 to 18 year olds to be able to achieve at least five GCSEs at grades A, B or C, or their equivalent."
"402","Third, by the end of the decade, we want half of Britain's 16 to 19 year olds to be able to qualify at the new Advanced Certificate levels or the equivalent in BTEC and other post-16 opportunities for study."
"403","Fourth, within 20 years, we will double the number of students in higher education, with at least one in three young adults participating by the year 2000."
"404","The student loan scheme deters many bright youngsters from poor families."
"405","We will replace it with a fairer system of student grants and targeted help for housing and vacation hardship."
"406","We will take effective steps to safeguard standards throughout higher education. "
"407","We will stop the Conservatives' adult education cuts and encourage local authorities to develop adult and community education and access courses, particularly for mature students."
"408","People over 50 who missed earlier opportunities will be able to apply for a 'Return to Learn' grant towards further or higher education."
"410","The best future for families and communities. Britain's families deserve the support which families receive in other European countries."
"411","We will create a new sense of community and social cohesion."
"413","We will make families better off. As we explained earlier (see page 12), we will increase child benefit for seven million families."
"414","Higher pensions and related benefits will benefit another 12 million people."
"415","We will reform the tax and national insurance system, and take 740,000 low-paid people out of tax."
"416","After the first year's extra increases we will restore the link between increases in the basic pension and prices or earnings, whichever is higher."
"417","Britain's national insurance system is far more efficient than private insurance."
"418","We will open it up to new groups such as low-paid and part-time workers."
"419","Labour will end the Conservatives' freeze on benefits for widowed mothers and other lone parents."
"420","We will encourage parents on income support to claim maintenance by allowing them to keep part of it before benefit is cut."
"421","We will restore nutritional guidelines for school meals and reverse the cuts in free school meals as soon as possible."
"422","We will reform benefits for people with disabilities and make it easier for those available for work to take employment."
"423","As resources allow, we will improve and extend invalid care allowance."
"424","Labour will develop a flexible decade of retirement between the ages of 60 and 70, 50 that men and women can choose to retire on a full pension or continue in work without discrimination."
"425","Our new National Pensions Plan, building on the State Earnings Related Pension Scheme, will offer people now in work a pension based on their 20 best years' earnings."
"426","Those who are self-employed will also be able to join."
"427","Occupational and personal pension schemes will have to guarantee a minimum pension before they can contract out, and guarantee equal treatment for men and women."
"428","We will reform means-tested benefits, replace the Social Fund, and restore benefit rights to 16 and 17 year olds as soon as possible."
