"","sentence_text_new"
"137","Second, we seek to achieve a renaissance of status and quality for public services and their staff. "
"138","We will build on our success in primary schools to overhaul secondary schools"
"139","we will invest new resources and empower doctors and nurses to transform health services"
"140","and we will seek to extend the very best in culture and sport to all."
"141","Third, we seek to modernise the welfare state. "
"142","The benefits system will be restructured around work"
"143","support for children and families through the tax and benefits system will be transformed"
"144","cash and services for pensioners will be radically improved."
"145","Fourth, we will strengthen our communities. "
"146","We will reform the criminal justice system at every level so that criminals are caught, punished and rehabilitated."
"147","And because we know that without tackling the causes of crime we will never tackle crime, we will empower local communities by combining resources with responsibility."
"148","Fifth, we will turn our inner confidence to strength abroad, in Europe and beyond, to tackle global problems - above all, environmental degradation and the shame of global poverty."
"149","We will engage fully in Europe, help enlarge the European Union and make it more effective, and insist that the British people have the final say on any proposal to join the Euro."
"150","These ambitions are summarised in ten goals for 2010."
"151","They will never be achieved by government alone."
"152","We know it is people who ultimately change the country."
"153","Our partnership with the voluntary sector has steadily strengthened since 1997, as we learn from its diversity."
"154","We work with the private sector, drawing on its vitality."
"155","Countries only prosper on the basis of partnership - between government, employers and their employees, and the voluntary sector."
"156","What Britain needs is an active, enabling state, not a nanny state, doing things with people not to them."
"157","So, while the Conservatives will spend most of this election telling you what their government cannot do, this manifesto sets out what our government can do."
"158","We know the power and value of markets, but we also know their limits."
"159","Now is the time to renew our civic and social institutions to deliver improvements in education, health, safety, transport and the environment."
"161","Fighting for values, not just for election victory. The Conservatives always look back."
"162","In economic policy they promise to repeat the mistakes of the 1980s - unaffordable tax cuts and spending cuts, followed by ballooning deficits, rising interest rates and the old cycle of boom and bust."
"163","In social policy their renewed commitment to cuts and privatisation and to withdrawing the support helping to heal social division, is just a throwback to the 1980s."
"164","In foreign policy they risk not just isolation but exit from the EU."
"165","Jobs, trade, investment depend on our membership of the European Union."
"166","The Conservative policy of opposing the enlargement of Europe in the Nice Treaty and their pledge to renegotiate the terms of Britain's EU membership is dangerous and ill thought-out."
"167","Standing up for Britain means fighting for Britain's interests in Europe, not leaving Europe - which threatens our national interest."
"168","So the choice Britain faces today is starker than in 1997."
"169","The Conservatives have swung further to the right."
"170","And, in government, Labour's agenda has become increasingly bold and ambitious."
"171","For many years, the Conservatives claimed to offer economic strength while Labour dominated social issues."
"172","Many people found their head telling them to vote Tory, and their heart telling them to vote Labour."
"173","Today, head and heart are coming together."
"174","New Labour is proving that it is only by using the talents of all that we get a healthy economy, and that it is only by giving a stake to all that we are a healthy society."
"175","We have made our choice: stability not boom and bust"
"176","investment not cuts"
"177","engagement not isolationism"
"178","the many, not the few."
"179","A lot done and a lot more to do with new Labour - or a lot for you to lose under the Conservatives."
"180","I deeply believe that, for Britain, the best is still to come."
"181","So I ask you to continue on this journey with us."
"182","Together we can achieve so much more."
"183","Tony Blair."
"184","Prime Minister and Leader of the Labour Party."
"185","Photo caption: Better primary school results than ever before"
"186","now we focus on secondary schools"
"187","Photo caption: More jobs, more dignity, more wealth"
"188","Tony Blair with construction workers in North Tyneside."
"191","Investment and Reform. Public services: investment and reform. Renewal of our public services is at the centre of new Labour's manifesto."
"192","A single aim drives our policy programme: to liberate people's potential, by spreading power, wealth and opportunity more widely, breaking down the barriers that hold people back."
"193","But this is only possible on the continued foundation of economic stability: mortgages as low as possible, low inflation and sound public finances."
"194","The manifesto is comprehensive."
"195","Here we set out some of the key measures for investment and reform that we believe give us a historic opportunity to modernise our schools, NHS, criminal justice system and welfare state."
"197","Renewing public services: substantial investment. New Labour believes that Britain needs investment in schools and hospitals, not reckless tax cuts."
"198","Before 1997 we promised and kept to two tough years on spending to get the public finances in shape."
"199","Now, consistent with meeting our fiscal rules, we promise substantial rises for key public services."
"200","To help deliver our plans, our ten-year goal is the renewal of local government."
"201","We will now: increase education spending by more than five per cent in real terms each year for the next three years as we increase the share of national income for education in the next Parliament "
"202","increase health spending by an average of six per cent in real terms each year for the next three years "
"203","increase spending on our police Ð an extra £1.6 billion a year by 2003/04 "
"204","increase spending on transport by 20 per cent for the next three years, on our way to a £180 billion investment of public and private money for transport over the next ten years "
"205","use a £400 million reward fund for local government in return for signing up to clear targets to improve local services. "
"207","Economic stability: the foundation. New Labour believes that a stable economy is the platform for rising living standards and opportunity for all."
"208","Our ten-year goals are for long-term economic stability and faster productivity growth than our main competitors."
"209","We will now: deliver economic stability with mortgages as low as possible, low inflation and sound public finances "
"210","reform further education, and help 750,000 adults achieve basic skills "
"211","expand the Children's Tax Credit to offer up to £1,000 per year for parents of newborn children "
"212","create a new Child Trust Fund for every child at birth "
"213","increase the minimum wage to £4.20 "
"214","not raise the basic or top rate of income tax and extend the 10p band "
"215","strengthen regional economies with venture capital funds and new powers for reformed Regional Development Agencies "
"216","develop the Small Business Service and cut red tape give British people the final say in any referendum on the single currency. "
"218","Renewing public services: more frontline staff. New Labour believes in renewing a public service ethic by giving frontline staff new freedoms to respond to public needs."
"219","For public services to be renewed, we will need more staff, properly rewarded."
"220","It is these frontline staff, operating in new ways, who will drive up standards in our key public services."
"221","We will decentralise power to make that possible."
"222","We will now deliver: 20,000 more nurses who will be given new enhanced roles and more power for matrons and ward sisters with control over budgets "
"223","10,000 more doctors, and access to a £500 million Performance Fund to spend on new patient services "
"224","10,000 more teachers."
"225","Invest in further rapid promotion and rewards for classroom excellence, more classroom assistants and help with housing costs in high-cost areas "
"226","6,000 extra police recruits, raising police numbers to their highest ever level, with strong local leadership and proper rewards for those on the frontline Investment and reform "
"228","Renewing public services: education reform. New Labour believes that schools need a step change in reform to make quality education open to all."
"229","We plan a radical improvement in secondary schools, building on our success in primary schools."
"230","Our aim is to develop fully the talents of each child."
"231","Our ten-year goal is 50 per cent of young adults entering higher education."
"232","We will now: ensure every secondary school develops a distinctive mission including the expansion of specialist schools "
"233","diversify state schools with new City Academies and more church schools "
"234","direct more money to headteachers, more freedom for successful schools "
"235","reform provision for 11- to 14-year-olds to ensure higher standards in English, maths, science and information technology "
"236","introduce new vocational options from 14 onwards, with expanded apprenticeship opportunities "
"237","ensure primary schools offer more chance to learn languages, music and sport, as well as higher standards in the basics "
"238","provide a good-quality nursery place for every three-year-old "
"240","Renewing public services: NHS reform. New Labour believes that the NHS needs radical reform to fulfil its founding principle of quality treatment based on need, not ability to pay."
"241","The NHS needs radical reform if it is to be designed around the needs of patients."
"242","Investment is vital but not enough."
"243","Labour's ten-year goal is a maximum waiting time of three months as we become a healthier nation with fast, high-quality treatment, free at the point of use."
"244","We will now:  decentralise power to give local Primary Care Trusts control of 75 per cent of NHS funding, and cut by two thirds the number of health authorities "
"245","reform the appointments system so that by the end of 2005 every hospital appointment is booked for the convenience of the patient "
"246","cut maximum waiting times by the end of 2005 for outpatient appointments from six months to three months and inpatients, from 18 to six months "
"247","work with the private sector to use spare capacity, where it makes sense, for NHS patients create a new type of hospital - specially built surgical units, managed by the NHS or the private sector - to guarantee shorter waiting times "
"248","allow successful NHS hospitals to take over failing ones."
"250","Renewing public services: welfare reform. New Labour believes that rights and responsibilities should be at the centre of reform of the welfare state - to lift children and pensioners out of poverty, and help parents balance work and family."
"251","We will continue to reform the tax and benefit system to reward work, not irresponsibility."
"252","Our ten-year goals are to achieve full employment in every region, to halve child poverty and tackle pensioner poverty."
"253","We will now: create an integrated Child Credit of cash support for children, built on the foundation of universal child benefit "
"254","establish a new Pension Credit for lower- and middle-income pensioners "
"255","establish a new 'Employment First' interview for people entering the welfare system, and integrate the Benefits Agency and Employment Service through major reform "
"256","extend and increase paid maternity leave to £100 each week for six months "
"257","introduce paid paternity leave "
"258","expand childcare places to provide for 1.6 million children "
"260","Renewing public services: criminal justice reform. New Labour believes that crime can only be cut by dealing with the causes of crime as well as being tough on criminals."
"261","We plan the most comprehensive reform of the criminal justice system since the war - to catch, convict, punish and rehabilitate more of the 100,000 persistent offenders."
"262","Our ten-year goal is a modernised criminal justice system with the burglary rate halved."
"263","We will now: overhaul sentencing so that persistent offending results in more severe punishment "
"264","reform custodial sentences so that every offender gets punishment and rehabilitation designed to minimise reoffending "
"265","reform rules of evidence to simplify trials and bring the guilty to justice "
"266","introduce specialist, late-sitting and review courts to reflect crime patterns and properly monitor offenders "
"267","establish a new Criminal Assets Recovery Agency to seize assets of crime barons and a register of dealers to tackle drugs "
"268","introduce a victims bill of rights providing legal rights to compensation, support and information"
"270","1 Prosperity for all. Labour's purpose is to help every family, not just a few, to raise their living standards and plan ahead with security."
"271","We have a ten-year vision: higher living standards, affordable mortgages and fairer taxes combined with much greater investment in vital public services."
"272","Economic stability is the foundation."
"273","We know the price of boom and bust - it was paid in the 1980s and 1990s by millions of hard-working families."
"274","Our reforms since 1997 have helped cut interest rates to nearly half the average under the Conservatives, saving mortgage payers on average £1,200 a year."
"275","By 2010, we want Britain to break away from the decades of boom and bust, as we stick to clear rules for spending and borrowing."
"276","We will take no risks with economic policy, make no compromise on fiscal responsibility."
"277","Stability comes first."
"278","But stability is not enough."
"279","We need to produce more, better and to a higher value to raise our earning power and to meet our ten-year goal of faster productivity growth than our main competitors."
"280","We must make Britain the best place to do business in Europe - a dynamic economy, founded on skills and knowledge, developing the talent of all our people, and contributing to sustainable development."
"281","That means investment by private and public sectors in infrastructure and skills, and the right competitive framework to support enterprise, small and large, manufacturing and services."
"282","Every extra trained, employed worker contributes to a fairer society, as well as a more prosperous one."
"283","With social failure, from school drop-outs to crime, comes economic failure."
"284","Fairness and enterprise go together."
"285","It is up to government to do everything it can to help ensure that no individual and no community is left behind."
"286","Photo Caption: Labour's vision for all families: higher wages, affordable mortgages, fairer taxes and better public services."
"288","Our ten-year goals. Fiscal rules consistently met, low inflation, and interest rates as low as possible, as we deliver long-term economic stability."
"289","Faster productivity growth than our main competitors, as we achieve rising living standards for all."
"291","Our next steps. Basic skills for 750,000 people "
"292","Venture capital funds in every region "
"293","£180 billion investment in transport, with 25 local rail and tram schemes "
"294","Raise the minimum wage to £4.20 "
"295","£1,000 tax cut - the Children's Tax Credit - for parents of newborn children."
"297","The fundamentals - Better off with Labour. The foundation of opportunity and prosperity is economic stability."
"298","We know the risks of promises that cannot be paid for: the Conservatives led Britain into two deep recessions, double-digit inflation, record unemployment, 15 per cent interest rates and a doubling of the national debt."
"299","Choice, not chance, has turned things round."
"300","Independence for the Bank of England and long-term fiscal rules have given the UK the most stable and transparent economic framework in Europe."
"301","Britain now has the best combination of low interest rates, low inflation and low unemployment since the 1960s."
"302","We are saving nearly £9 billion this year from debt and unemployment, so 84p of every extra pound of public spending goes on national priorities, compared to 58p under the Conservatives."
"303","So we will pursue a balanced approach on the economy with stability the foundation, more investment not less and, as affordable, targeted tax cuts on our priorities."
"304","Our aim is to put more wealth in the hands of more people."
"305","That is why we will keep mortgage rates as low as possible, ensure competition keeps down household bills, support savings and share ownership, and create a new Child Trust Fund for every child at bir th to invest for when they reach adulthood."
"306","There are no guarantees in an integrated world economy."
"307","But we showed during the Asian economic crisis how to steer a course of stability in turbulent times."
"308","We will continue to work at international level to minimise global economic turbulence, and to protect Britain if it occurs."
"310","Tax and spending. Fiscal responsibility and monetary stability are the foundation of our future plans."
"311","New Labour's inflation target is 2.5 per cent."
"312","We will continue to meet our fiscal rules: over the economic cycle we will borrow only to invest, and keep net debt at a stable and prudent level."
"313","We are pledged to raise health and education spending for the next three years at twice the rate of the Conservative years."
"314","Labour will double net public investment."
"315","And we are on track to save £1 billion in the costs of government purchasing by 2003."
"316","Tax policy will be governed by the health of the public finances, the requirement for public investment, and the needs of families, business and the environment."
"317","We have rewarded work through the new 10p starting rate of tax and the Working Families Tax Credit."
"318","The basic rate of tax has been cut to 22p."
"319","We will support families through the new Children's Tax Credit, set at up to £1,000 a year for new parents Ð the first recognition of the costs of children in the tax system for 20 years."
"320","On average, UK households have benefited by £590 a year from personal tax and benefit measures introduced since 1997."
"321","During this Parliament, living standards have risen by ten per cent for a single earner family on average earnings."
"322","To help those who work and save, we will extend the 10p tax band."
"323","We will continue to tackle tax avoidance."
"324","We will not raise the basic or top rates of income tax in the next Parliament."
"325","We renew our pledge not to extend VAT to food, children's clothes, books, newspapers and public transport fares."
"327","Labour rewards work. Labour believes that if you work hard you should be able to support a family."
"328","We will guarantee a minimum family income of £225 for a 35-hour week"
"329","in the next Parliament, an Employment Tax Credit will reward the work of people on low incomes, whether or not they have children (see 'A modern welfare state')."
"330","The first-ever National Minimum Wage for Britain, bitterly opposed at every stage by the Conservatives, has been a success in our first term."
"331","It fulfils, after 100 years, a founding ambition of the Labour Party."
"332","Up to 1.5 million people, the majority of them women, have been helped"
"333","jobs have not been lost."
"334","The Low Pay Commission, which we will make permanent, has made clear recommendations for the future."
"335","New Labour will raise the minimum wage to £4.10 this October, and is committed, subject to economic conditions, to raising it to £4.20 in October 2002."
"337","Labour rewards saving. Nine million people invested in ISAs in their first year."
"338","To encourage more saving, we will maintain the £7,000 contribution limit for the next Parliament."
"339","We will help pensioners: the Pension Credit will match private saving with government funds, and pensioners will no longer be penalised because of their thrift (See 'A modern welfare state')."
"340","To boost the savings habit, we will create a new Savings Gateway for people on lower incomes where their savings will be matched by the government."
"341","Photo Caption: More security and support for families with Labour: lower household bills, smaller mortgages and tax and benefit reform to help children "
"343","The productivity challenge - Staying better off. To raise living standards, our ambition is to raise our productivity faster than our competitors and to ensure our goods and services are competitive in world markets."
"344","Labour has four priorities: "
"347","1. Investment in skills and innovation. Skills. We are passionate about giving every child the chance of a decent education."
"348","But we are equally determined to offer learning opportunities to adults."
"349","Our ambition is for everyone to have the opportunity to train, in a par tnership of employers, employees and government, each giving time and/or money to raise standards of skills in the UK."
"350","Our first priority is to help the estimated seven million adults who lack basic literacy and numeracy skills, with 750,000 people achieving basic skill levels by 2004."
"351","We will:  ensure that job seekers get the benefit of a basic skills test, as well as incentives and obligations to take courses to tackle literacy and/or numeracy problems "
"352","set up a network of 6,000 IT learning centres around the country "
"353","extend Individual Learning Accounts, which have already been opened by over a million people "
"354","dramatically improve the quality and quantity of prison education "
"355","tackle the financial barriers that prevent adults studying in further education."
"356","Basic skills are the start"
"357","updating skills is relevant for all of us."
"358","We have created the Learning and Skills Council for all post-school learning outside higher education."
"359","Further education colleges have a critical role to play in the future."
"360","We will encourage dedicated colleges for under-19s and specialist adult provision to meet local skills needs, with half of all colleges to be recognised as centres of vocational excellence by 2003-04."
"361","The world's first University for Industry now offers over 400 skills courses."
"362","For skill shortages in information technology, we will open two Technology Institutes in every region to meet the rising demand for high-level technical skills."
"363","We need a step-change in workplace learning - particularly in small and medium-sized firms."
"364","We are determined to develop a three-way partnership to bring this about."
"365","Current arrangements have secured increased participation, but not enough."
"366","Unions and employers have a key role - but we also need to motivate individual employees."
"367","Where both sides of industry in a sector agree, we will help set up a statutory framework for training."
"368","We will boost the efforts of trade unions to raise skill levels by giving statutory backing to union learning representatives and supporting the Union Learning Fund."
"369","Government has a wide-ranging role to play and is seeking to develop a training tax credit."
"370","We will look to business and unions to come forward with proposals on how they can contribute to meeting the nation's training goals."
"371","Everyone has a responsibility to help deliver a high-skill, high-productivity economy."
"373","Innovation. Science and technology are the basis of new products and industries, both vital to productivity growth."
"374","Since 1997 extra investment of £1.5 billion over three years has given science a fresh start, and a new stream of university funding has helped create new links between scientific breakthroughs and new products."
"375","Photo Caption: Investing in business first-class engineering."
"376","But we need to invest more to be at the cutting edge of science - in biotechnology and genome research."
"377","We propose an R&D tax credit to promote business investment in research."
"378","We will work for a European patent system by the end of this year to simplify the process of bringing ideas to market."
"379","The £235 billion a year, and growing, global market for green technology gives real opportunity to British industry to benefit from a shift to low carbon technologies."
"380","We will continue to encourage the best scientists to work in the UK, as well as making the most of our science base in universities (see 'World-class public services')."
"382","2. Supporting British business. Government cannot make a business successful."
"383","But government must create the right framework to help business achieve healthy long-term growth."
"384","Since 1997, corporation tax rates have been cut to their lowest levels ever."
"385","Companies no longer face a perverse incentive to pay out dividends rather than invest for the future."
"386","Reform of capital gains tax has given the entrepreneur or investor new incentives for investment."
"387","We support vital investment through the tax system - with allowances for high tech as well as small business investment."
"388","The Myners report has identified weaknesses in our venture capital market, undermining long-term investment and economic dynamism."
"389","We will act on its recommendations, including the abolition of the minimum funding requirement and reforms to pension fund management, and review progress in two years."
"390","When people have worked hard, they want their money to go as far as possible."
"391","Competition policy has already helped cut cash-machine charges and new car prices."
"392","We will extend our fair and robust competition regime by giving more independence to the competition authorities."
"393","We will toughen the laws on rogue traders, unfair terms in contracts, and loan sharks."
"394","In the labour market, minimum standards for people at work offer dignity and self-esteem."
"395","Regulation should be introduced, where it is necessary, in a light-touch way."
"396","We will cut back the red tape associated with regulation, examine opportunities to put time limits on regulations, deregulate by secondary legislation, and offer help to small firms."
"397","Over 150,000 small businesses have been set up since 1997."
"398","We will develop the Small Business Service as an advocate for small business in government and a servant of small businesses around the country."
"399","We are committed to reforming the tax treatment of small business, including VAT, and to seeking a reduction in payroll burdens."
"400","Small business will also benefit from extending the 10p tax band."
"401","We will reform the bankruptcy laws to ensure second chances for people who go bankrupt through no fault of their own, and provide funds for new start-ups."
"402","We will also promote the development of entrepreneurship in the school curriculum."
"403","We will modernise company law to promote transparency, reduce burdens on small business and promote long-term economic success."
"404","We welcome the recommendations of the Co-operative Commission, which also covered the significant mutual sector, and will examine them with a view to strengthening these important parts of our economy."
"407","3. Modernising our infrastructure for the information age. Digital nation. The infrastructure of the future includes fast, efficient and affordable communication Ð telecommunications, the internet and broadcasting."
"408","That requires the best competitive environment, effective regulation and continued public and private investment in the technologies of the future."
"409","A 'digital divide' would hurt business as well as individuals: universal access is vital to effective markets."
"410","We will put all government services on-line by 2005, to improve access to services and spur business on-line."
"411","We will work to ensure that broadband, which allows fast internet access, is accessible in all parts of the country."
"412","English is the language of the internet."
"413","We have the best TV in the world."
"414","The next challenge is to open up the learning opportunities and enjoyment offered by digital TV and the internet to every household."
"415","We are committed to making the switchover from analogue to digital signals as soon as conditions for access and cost have been met."
"416","The governance of this fast-changing industry is out of date."
"417","We will merge the five separate regulators into one, to create the world's most competitive and advanced regulatory system."
"418","We believe in the value and necessity of public service broadcasting and have committed to major funding increases for the BBC and to supporting a publicly owned Channel 4 and S4C."
"419","Ofcom will ensure a level playing field, benefiting consumers in terms of choice, price and quality, in particular through promoting competition."
"421","Transport. A strong economy needs good transport."
"422","Yet our inheritance was massive under-investment, with British Rail broken into over a hundred privatised pieces, and bus services in decline."
"423","Labour's priority is to improve and expand railway and road travel."
"424","Our ten-year Transport Plan, supported by all the key players, matches large resources with major reform."
"425","£180 billion of investment, split between railways, roads and local transport and delivered in partnership with the private sector, offers real hope to motorists and passengers alike."
"426","Rail Passenger numbers have risen by 17 per cent since 1997, and freight increased by 22 per cent."
"427","But recent crises have proved the need for urgent investment and strong regulation."
"428","With Labour, £60 billion will be spent on upgrading the rail network, with the majority of rolling stock replaced."
"429","Five hundred new carriages are already in use, another 3,000 ordered."
"430","We plan to expand capacity to boost passenger levels by 50 per cent, and freight by more."
"431","Safer train protection systems are now being installed and will be extended following Lord Cullen's report into rail safety."
"432","The Strategic Rail Authority (SRA) has been set up to provide strong, strategic direction."
"433","Train companies will get longer franchises in return for higher investment and improved services."
"434","The SRA will lead the expansion of the network, using public-private partnerships (PPPs)."
"435","Railtrack is being reformed to focus on the operation of existing track and signalling."
"436","The Rail Regulator, with strengthened powers, will ensure the delivery of higher standards, increased safety and increased investment by the company."
"437","London will benefit from new trains and reduced overcrowding on its commuter services."
"438","We support plans to build a new East-West Cross-rail tunnel and to extend the East London Line."
"439","We have pledged increased, long-term investment in the Tube to underpin a public-private partnership to upgrade Tube infrastructure, with operations remaining in the public sector."
"440","Our agreement with the London Mayor and Transport Commissioner offers the best chance in a generation to upgrade the Tube."
"441","Supertrams will transform transport in our big cities, with 25 new light rail or tram schemes."
"442","Services have been introduced or expanded in Manchester, Birmingham, Croydon, Sheffield, Nottingham, Tyne and Wear with plans under way for supertrams in Leeds, Portsmouth and Bristol."
"443","Roads The Transport Plan allocates £60 billion to road improvement."
"444","Motorways will be upgraded"
"445","a hundred new bypasses will reduce accidents and pollution."
"446","But environmentally damaging road schemes have been scrapped"
"447","all new roads must now be strictly appraised for maximum benefits and minimum environmental damage."
"448","Our trunk roads are the safest in Europe and we aim to reduce serious road casualties by a further 40 per cent over ten years."
"449","£8.4 billion is now being invested in local authority schemes in England."
"450","We have given local authorities the freedom to choose to use charges to reduce traffic Ð but we insist they put the money into better transport services."
"451","New road safety schemes will mean more school bus services and traffic-free Home Zones where people can walk safely, and children play without danger, to help cut the number of child road deaths and serious injuries by 50 per cent by 2010."
"452","Road tax is being cut on smaller, cleaner cars and duty reduced on greener fuels."
