"","sentence_text_new"
"98","to exercise strong leadership where government needs to be strong in protecting the nation against potential aggression and the citizen against lawlessness."
"99","We intend to press on with the radical Conservative reform which we embarked upon in 1979, and which has already revived the spirit of our people and restored the reputation of our country."
"101","Wider Ownership and Greater Opportunity. Conservatives aim to extend as widely as possible the opportunity to own property and build up capital, to exercise real choice in education, and to develop economic independence and security."
"102","Our goal is a capital-owning democracy of people and families who exercise power over their own lives n the most direct way."
"103","They would take the important decisions - as tenants, home-owners, parents, employees, and trade unionists rather than having them taken for them."
"104","Of course, it is not possible to give people independence."
"105","That is something we must all achieve by our own efforts."
"106","But what this Conservative Government has done is to make it easier for people to acquire independence for themselves: by introducing the right to buy council houses"
"107","by returning nationalised industries to the people in ways that encourage the widest possible spread of ownership"
"108","by making it easier to buy shares in British industry through employee share schemes and Personal Equity Plans."
"109","These opportunities - all too often introduced n the teeth of fierce resistance from the Opposition parties - have achieved spectacular results."
"110","There has been a surge of home-ownership, share-ownership and self-reliance."
"111","And because these first-time shareholders and home-owners are more independent, they develop a more independent outlook."
"112","They are no longer content that some of the most important decisions in their lives what school their children attend, for example, or whether or not to go on strike should be taken by officialdom or trade union bosses."
"113","People want to decide such things for themselves."
"114","In this way the scope of individual responsibility is widened, the family is strengthened, and voluntary bodies flourish."
"115","State power is checked and opportunities are spread throughout society."
"116","Ownership and independence cease to be the privileges of a few and become the birthright of all."
"117","In this way One Nation is finally reached not by a single people being conscripted into an organised socialist programme but by millions of people building their own lives in their own way."
"120","Better Housing for All. Home Ownership. Nowhere has the spread of ownership been more significant than in housing."
"121","Buying their own home is the first step most people take towards building up capital to hand down to their children and grandchildren."
"122","It gives people a stake in society - something to conserve."
"123","It is the foundation stone of a capital-owning democracy."
"124","A home should be a source of pride and independence to the family living in it, regardless of whether it is owned or rented."
"125","We will ensure that every family in the land has the opportunity to make it so."
"126","Home-ownership has been the great success story of housing policy in the last eight years."
"127","One million council tenants have become home-owners and another one and a half million more families have become home-owners for the first time."
"128","Two out of every three homes are now owned by the people who live in them."
"129","This is a very high proportion, one of the largest in the world."
"130","We are determined to make it larger still."
"131","Some people are still deterred by the costs and complications of house purchase."
"132","That is why we must look for new ways to make house-buying simpler and easier."
"133","Our abolition of the conveyancing monopoly has already made it cheaper."
"134","We will keep the present system of mortgage tax relief."
"135","We will target improvement grants to where they are most needed - to the least well-off."
"136","To meet the special needs of old people, we will ensure that all local authorities have powers to give improvement grants, where necessary, for properties where elderly people move in with relatives."
"137","We will extend the 30 per cent housing association grant to help schemes for old people."
"139","A Right To Rent. Most problems in housing now arise in the rented sector."
"140","Controls, although well-meant, have dramatically reduced the private rented accommodation to a mere 8 per cent of the housing market."
"141","This restricts housing choice and hinders the economy."
"142","People looking for work cannot easily move to a different area to do so."
"143","Those who find work may not be able to find rented accommodation nearby."
"144","Those who would prefer to rent rather than buy are forced to become reluctant owner-occupiers or to swell the queue for council houses."
"145","Some may even become temporarily homeless."
"146","And it is not only these people and their families who suffer from the shortage of homes for rent."
"147","The economy as a whole is damaged when workers cannot move to fill jobs because there are no homes to rent in the neighbourhood."
"148","This must be remedied."
"149","We have already taken some modest steps in this direction by making it easier to part-own and part-rent homes through shared ownership"
"150","by bringing in and widening the scheme for assured tenancies"
"151","by our system of shortholds"
"152","and by providing a new 30 per cent housing association grant to build hostels for young workers."
"153","We have also directly tackled the problem of homelessness through new grants to housing associations and other measures."
"154","More must now be done."
"155","The next Conservative Government, having already implemented the right to buy, will increase practical opportunities to rent."
"156","We must attract new private investment into rented housing - both from large institutions such as building societies and housing associations as well as from small private landlords."
"157","To do this we intend, in particular, to build on two initiatives we have already taken."
"158","First, to encourage more investment by institutions, we will extend the system of assured tenancies."
"159","This will permit new lettings in which rents and the period of lease will be freely agreed between tenants and landlords."
"160","The tenant will have security of tenure and will renegotiate the rent at the end of the lease, with provision for arbitration if necessary."
"161","Second, to encourage new lettings by smaller landlords, we will develop the system of shorthold."
"162","The rents of landlords will be limited to a reasonable rate of return, and the tenant's security of tenure will be limited to the term of the lease, which would be not less than 6 months."
"163","This will bring back into use many of the 550,000 private dwellings which now stand empty because of controls, as well as making the provision of new rented housing a more attractive investment."
"164","And we will revise the housing benefit system to ensure that it prevents landlords from increasing rents to unreasonable levels at the taxpayer's expense."
"165","All existing private and housing association tenants will continue to have their present protection in respect of rents and security of tenure."
"166","We will strengthen the law against harassment and unlawful eviction."
"168","Rights for Council Tenants. Many council estates built in the sixties and seventies are badly designed, vulnerable to crime and vandalism and in bad repair."
"169","In many areas, rent arrears are high."
"170","In all, over 110,000 council dwellings stand empty."
"171","Yet it is often difficult for tenants to move."
"172","If they are ever to enjoy the prospect of independence, municipal monopoly must be replaced by choice in renting."
"173","We will give groups of tenants the right to form tenant co-operatives, owning and running their management and budget for themselves."
"174","They will also have the right to ask other institutions to take over their housing."
"175","Tenants who wish to remain with the local authority will be able to do so."
"176","We will give each council house tenant individually the right to transfer the ownership of his or her house to a housing association or other independent, approved landlord."
"177","In some areas more may be necessary."
"178","The success of Estate Action and Housing Action Areas shows how a carefully targeted approach can transform an area of poor housing and give people there new hope."
"179","Our Urban Development Corporations have been successful in restoring derelict industrial areas."
"180","We believe that a similar approach could be adopted for housing in some places."
"181","We will take powers to create Housing Action Trusts initially as a pilot scheme to take over such housing, renovate it, and pass it on to different tenures and ownerships including housing associations, tenant co-operatives, owner-occupiers or approved private landlords."
"182","We will reform the structure of local authority housing accounts so that public funds are directed at the problems of repair and renovation"
"183","maintenance and management are improved"
"184","resources are directed to the areas where the problems are greatest"
"185","rent arrears are reduced"
"186","and fewer houses are left empty."
"187","Housing is the biggest single investment that most people make - whether in money or in time, skill and effort."
"188","In the last eight years, as a result of our policies, we have seen a dramatic increase in home-ownership."
"189","In the next five years, we will complement that with policies designed to improve the supply and condition of the rented housing stock."
"192","A Capital-Owning Democracy. Share Ownership. Home-ownership leads naturally to other forms of financial provision for the future - notably to pensions and share-ownership."
"193","Half of the working population are in occupational pension schemes, but in 1979 only seven per cent of the population held shares."
"194","People were deterred by the sheer unfamiliarity of owning shares."
"195","Young people were reluctant to save for a retirement which seemed far away."
"196","And most tax incentives encouraged saving through institutions rather than directly."
"197","With a Conservative Government, all that has been changing."
"198","We were determined to make share-ownership available to the whole nation."
"199","Just as with cars, television sets, washing machines and foreign holidays, it would no longer be a privilege of the few"
"200","it would become the expectation of the many."
"201","We achieved this historic transformation in three ways: First, we introduced major tax incentives for employee share-ownership."
"202","Seven out of the last eight budgets have included measures to encourage people to purchase shares in the company in which they work."
"203","Second, starting this year, we brought in Personal Equity Plans, which enable people to invest in British industry entirely free of tax."
"204","Third, we embarked on a major programme of privatisation, insisting that small investors and employees of the privatised companies should have a fair chance to join in the buying."
"205","The results have been dramatic, and the direct consequence of government policy."
"206","Share ownership has trebled."
"207","Almost one in five of the adult population now own shares directly."
"208","And the figure will continue to rise."
"209","Of this total, the majority are first-time shareholders and most of them own shares in either privatised companies or the TSB group."
"210","One-and-a-half million people hold shares in the companies where they work."
"211","After eight years of Conservative Government, Britain is now at the forefront of a world wide revolution in extending ownership."
"212","One in every five British adults now owns shares compared to one in ten Frenchmen and one in twenty Japanese."
"213","Only the Americans, where a quarter of the people are shareholders, remain ahead - and the gap is narrowing."
"214","This is the first stage of a profound and progressive social transformation - popular capitalism."
"215","Owning a direct stake in industry not only enhances personal independence"
"216","it also gives a heightened sense of involvement and pride in British business."
"217","More realistic attitudes to profit and investment take root."
"218","And the foundations of British economic achievement are further strengthened."
"219","We will press on with the encouragement of popular capitalism."
"220","In the next Parliament: We will continue to extend share-ownership as we have done with home-ownership."
"221","We will reintroduce our proposed tax incentives for profit-related pay."
"222","We will privatise more state industries in ways that increase share-ownership, both for the employees and for the public at large."
"224","Raising Standards in Education. Parents want schools to provide their children with the knowledge, training and character that will fit them for today's world."
"225","They want them to be taught basic educational skills."
"226","They want schools that will encourage moral values: honesty, hard work and responsibility."
"227","And they should have the right to choose those schools which do these things for their children."
"229","Raising Standards in Our Schools. How can all this best be done?"
"230","Resources obviously matter."
"231","This Government has provided more resources for pupils than ever before."
"232","With the Conservatives: Spending per primary pupil has risen by 17 per cent after allowing for inflation and per secondary pupil by 20 per cent under our Government."
"233","There are more teachers in proportion to pupils than ever before."
"234","British schools are world leaders in the use of computers in the classroom."
"235","But money alone is not enough."
"236","Increased resources have not produced uniformly higher standards."
"237","Parents and employers are rightly concerned that not enough children master the basic skills, that some of what is taught seems irrelevant to a good education and that standards of personal discipline and aspirations are too low."
"238","In certain cases education is used for political indoctrination and sexual propaganda."
"239","The time has now come for school reform."
"241","Four Major Reforms. First, we will establish a National Core Curriculum."
"242","It is vital to ensure that all pupils between the ages of 5 to 16 study a basic range of subjects - including maths, English and science."
"243","In each of these basic subjects syllabuses will be published and attainment levels set so that the progress of pupils can be assessed at around ages 7, 11 and 14, and in preparation for the GCSE at 16."
"244","Parents, teachers and pupils will then know how well each child is doing."
"245","We will consult widely among those concerned on establishing the curriculum."
"246","Second, within five years governing bodies and head teachers of all secondary schools and many primary schools will be given control over their own budgets."
"247","They know best the needs of their school."
"248","With this independence they will manage their resources and decide their priorities, covering the cost of books, equipment, maintenance and staff."
"249","Several pilot schemes for financial devolution to schools have already proved their worth, such as those in Cambridgeshire and Solihull."
"250","Third, we will increase parental choice."
"251","The most consistent pressure for high standard in schools comes from parents."
"252","They have a powerful incentive to ensure that their children receive a good education."
"253","We have already done much through the 1980 and 1986 Education Acts so that parents can make their voice heard."
"254","But parents still need better opportunities to send their children to the school of their choice."
"255","That would be the best guarantee of higher standards."
"256","To achieve this: We will ensure that Local Education Authorities (LEAs) set school budgets in line with the number of pupils who will be attending each school."
"257","Schools will be required to enrol children up to the school's physical capacity instead of artificially restricting pupil numbers, as can happen today."
"258","Popular schools, which have earned parental support by offering good education, will then be able to expand beyond present pupil numbers."
"259","These steps will compel schools to respond to the views of parents."
"260","But there must also be variety of educational provision so that parents can better compare one school with another."
"261","We will therefore support the co-existence of a variety of schools - comprehensive, grammar, secondary modern, voluntary controlled and aided, independent, sixth form and tertiary colleges as well as the reasonable rights of schools to retain their sixth forms, all of which will give parents greater choice and lead to higher standards."
"262","We will establish a pilot network of City Technology Colleges."
"263","Already two have been announced and support for more has been pledged by industrial sponsors."
"264","We will expand the Assisted Places Scheme to 35,000."
"265","This highly successful scheme has enabled 25,000 talented children from less-well-off backgrounds to gain places at the 230 independent schools currently in the scheme."
"266","We will continue to defend the right to independent education as part of a free society."
"267","It is under threat from all the other parties."
"268","Fourth, we will allow state schools to opt out of LEA control."
"269","If, in a particular school, parents and governing bodies wish to become independent of the LEA, they will be given the choice to do so."
"270","Those schools which opt out of LEA control will receive a full grant direct from the Department of Education and Science."
"271","They would become independent charitable trusts."
"272","In the area covered by the Inner London Education Authority, where entire borough councils wish to become independent of the LEA, they will be able to submit proposals to the Secretary of State requesting permission to take over the provision of education within their boundaries."
"274","Village Schools. We recognise the important contribution made by small rural primary schools to education and to the community life of our villages."
"275","We will ensure, therefore, that the future of these schools is judged by wider factors than merely the number of pupils attending them."
"277","Pre-School Education. Eighty per cent of all three- and four-year-olds in this country attend nursery classes, reception classes or playgroups."
"278","Formal nursery education is not necessarily the most appropriate experience for children."
"279","Diversity of provision is desirable."
"280","LEAs should look to support the voluntary sector alongside their own provision."
"282","A Better Career for Teachers. We recognise the importance of teachers and wish to enhance their professional status."
"283","The Government has provided a record amount of money to increase their pay by an average 16.4 per cent this year 25 per cent over 18 months."
"284","Our new pay award will encourage able young people to enter the career of teaching and reward the many good teachers already in the profession."
"285","The Burnham negotiating machinery finally broke down and has been temporarily replaced by an Interim Advisory Committee."
"286","The Government wants an effective and permanent machinery for settling teachers' pay, in which the interests of all parties will be recognised."
"287","The Government will produce a Green Paper setting out the various alternatives and will enter into wide consultations with a view to establishing a new and effective machinery."
"289","Higher and Further Education. The British system of higher education is among the best in the world."
"290","It ranges from universities to further education colleges providing skills and qualifications."
"291","We recognise the value of research and scholarship for their own sake."
"292","At the same time we must meet the nation's demand for highly qualified manpower to compete in international markets."
"293","Building on our achievements since 1979 - 157,000 more full-time and part-time students we want to expand higher education opportunities still further."
"294","By 1990, we plan to increase student numbers by a further 50,000, and to raise the proportion of 18-year-olds in higher education."
"295","We will replace the University Grants Committee with an independent statutory body on the lines recommended by the Croham Committee."
"296","The new body will be called the Universities Funding Council (UFC) and will have broadly equal numbers of academic and non-academic members with a chairman who has substantial experience outside the academic world."
"297","The primary responsibility of the UFC will be the allocation of funds to individual universities under new contractual arrangements."
"298","Polytechnics are today strong, successful and mature institutions."
"299","They are complementary to the universities."
"300","Their present structure, under local authorities, is inappropriate for an expanding national role."
"301","As part of our policy to delegate power and responsibility, we will legislate to convert the polytechnics and other mainly higher education colleges in England to free-standing corporate bodies under boards of governors."
"302","We will set up a new Polytechnics and Colleges Funding Council independent of central Government, in place of local authority control."
"303","As part of our aim to widen access to higher education we have begun a review of student support which is the most generous in the western world."
"304","We need to modernise this system which has not changed for 25 years."
"305","The purpose of the review is to improve the overall prospects of students so that more are encouraged to enter higher education."
"306","No final conclusions have been reached, but we believe that top-up loans to supplement grants are one way, among others, of bringing in new finance to help students and relieve pressure on their parents."
"307","We will take care to ensure that the best aspects of the present system are retained in any new proposals which we bring forward."
"309","Trade Unions. It is not only in relation to government, however, that people's right to choice and independence must be safeguarded and extended."
"310","Great social institutions can sometimes become too powerful and cease to represent their members, denying them any control over the decisions taken in their name and even forcing them to act against their own interests."
"311","That was the case with trade unions before 1979."
"312","Since then, Conservative reforms have redressed the balance between the individual and his union, preventing coercion of the majority by activists and militants."
"313","These highly successful and popular measures have encouraged democracy within the unions, restrained the abuses of secondary action and picketing, reversed the growth of closed shops, restored the rights of redress against unions acting unlawfully and removed the immunity of unions that call a strike without a fair ballot."
"314","The result has been a transformation of shopfloor relations, allowing management and workforce to co-operate to improve working practices and introduce new technology to mutual gain."
"315","In the next Parliament we will protect the rights of individual trade union members."
"316","We will introduce legislation to: empower individual members to stop their unions calling them out on strike without first holding a secret ballot of members"
"317","protect individual members from disciplinary action if they refuse to join a strike they disagree with"
"318","ensure that all members of trade union governing bodies are elected by secret ballot at least once every five years"
"319","make independently supervised postal ballots compulsory for such elections"
"320","limit further the abuse of the closed shop by providing protection against unfair dismissal for all non-union employees, and removing any legal immunity from industrial action to establish or enforce a closed shop"
"321","provide new safeguards on the use of union funds"
"322","establish a new trade union commissioner with the power to help individual trade unionists to enforce their fundamental rights."
"324","Building Prosperity and Employment. Since this Government took office in 1979, we have restored honest money and established a stable economic framework in which business can flourish."
"325","We have been careful not to spend money before we earned it."
"326","We have brought the nation back to living within its means."
"327","We have massively rebuilt our international assets."
"328","We have refused to be drawn into an auction of pledges for higher spending that the country simply could not afford."
"329","We have balanced the books."
"330","We have paid our way."
"331","The results have been dramatic."
"332","Despite the coal strike and the collapse of the oil price, Britain has moved from being bottom to the top of the growth league of major European countries."
"333","Inflation has reached its lowest levels for almost 20 years."
"334","The basic rate of income tax has been cut from 33p to 27p, four taxes have been abolished, and almost a million and a half people have been taken out of income tax altogether."
"335","Over a million extra jobs have been created since 1983 more than in the rest of the European Community put together."
"336","Unemployment, a problem throughout Europe, is now firmly on a downward trend - with youth unemployment in this country below the European average."
"337","We have rebuilt our net overseas assets to some £110 billion from a mere £12 billion when we first took office."
"338","This will provide substantial foreign earnings in the years ahead and a cushion, should oil revenues fall."
"339","While the Opposition parties cling to the failed policies of the past, our strategy has become widely accepted abroad."
"340","Socialist Spain as well as Christian Democratic Germany, Social Democratic Sweden as well as France, Labour New Zealand and Conservative Canada, all accept that governments must reduce their borrowing, curb state spending, reduce taxation, privatise state firms and do away with unnecessary controls."
"341","What we began in 1979 is today common international practice."
"343","Stable Prices. Our greatest economic challenge on entering office was to defeat inflation."
"344","Rampant inflation under the Labour Government, when money lost a quarter of its value in a single year, had reduced our economy to the sick man of Europe."
"345","Nothing erodes a country's competitive edge faster than inflation."
"346","Nothing so undermines personal thrift and independence as to see the value of a lifetime's savings eaten away in retirement through spiralling prices."
"347","And nothing threatens the social fabric of a nation more than the conflicts and divisiveness which inflation creates."
"348","Our success in the battle against inflation has been the key to Britain's economic revival."
"349","It required firm control of public expenditure, a substantial reduction in government borrowing, curbing the growth of money in circulation, maintaining financial discipline, stimulating competition and moderating trade union power."
"350","The Opposition parties opposed nearly every aspect of this strategy."
"351","If even some of their policies were implemented today, higher borrowing and higher spending would once again unleash inflation."
"352","There is no better yardstick of a party's fitness to govern that its attitude to inflation."
"353","Nothing is so politically immoral as a party that ignores that yardstick."
"354","The Conservative Government will continue to put the conquest of inflation as our first objective."
"355","We will not be content until we have stable prices, with inflation eradicated altogether."
"357","Lower Taxes. We are the only Party that believes in lower taxation."
"358","As the Party determined to achieve growing prosperity we recognise that it is people who create wealth, not governments."
"359","Lower taxation coupled with lower inflation makes everyone better off."
"360","It encourages people to work harder, to be inventive and to take risks."
"361","It promotes a climate of enterprise and initiative."
"362","Lower tax on earnings enables people to build up savings to give them financial security in later life."
"363","Lower taxation, by increasing take-home pay without adding to industry's costs, improves competitiveness and helps with jobs."
"364","And tax relief for charitable donations encourages more people to give and to give more generously."
"365","There is a strong moral case for reducing taxation."
"366","High taxes deprive people of their independence and make their choices for them."
"367","The desire to do better for one's family is one of the strongest motives in human nature."
"368","As a party committed to the family and opposed to the over-powerful State, we want people to keep more of what they earn, and to have more freedom of choice about what they do for themselves, their families and for others less fortunate."
"369","Governments should trust people to spend their own money sensibly and decently "
"370","high taxation prevents them doing so."
"371","That is why we have: cut the basic rate of tax from 33p to 27p in the £, and increased the personal allowances (the starting point for paying tax) by 22 per cent more than inflation."
"372","If Labour's tax regime were still in force, the family man on average earnings would today be paying more than £500 per year in extra income tax: a headmaster married to a nurse would be paying more than £1,300 extra"
"373","reduced sharply the absurd top rates of tax inherited from Labour which were causing so many of our most talented people to work abroad"
"374","increased greatly the tax relief for charitable donations."
"375","Giving to charities has doubled since we first took office"
"376","abolished four taxes completely: the national insurance surcharge - the tax which Labour put on jobs - the investment income surcharge, the development land tax and the lifetime gifts tax"
"377","reformed and simplified corporation tax, and cut its rate to the lowest of any major industrial country"
"378","cut the small business corporation tax rate by more than a third, and extended it to many more small businesses"
"379","reformed and reduced capital taxes as well as slashing stamp duty."
"380","In every case where taxes have been reformed and reduced there has been an increase in the amount of tax collected."
"381","Labour totally fail to understand the benefits this brings to everyone."
"382","Today they openly threaten to raise taxation."
"383","To fulfil their plans, they would have to raise taxes substantially."
"384","Indeed, all the Opposition parties Labour, Liberals and SDP - would raise taxation."
"385","We believe that it is precisely the wrong thing to do."
"386","It will be our aim to do the opposite."
"387","In the next Parliament: We aim to reduce the burden of taxation."
"388","In particular, we will cut income tax still further and reduce the basic rate to 25p in the £ as soon as we prudently can."
"389","We will continue the process of tax reform."
"391","Spending We Can Afford. Over the past eight years we have managed the nation's finances with care."
"392","Even allowing for inflation, this has enabled us to spend substantially more on the Health Service (up by 31 per cent), defence (up by 23 per cent), roads (up by 17 per cent), education per pupil (up by 18 per cent), the police and the battle against crime (up by 47 per cent), the disabled and long-term sick (up by 72 per cent), and government training schemes (up by 120 per cent)."
"393","How have we been able to do this without running into the financial crises which Labour's spending policies invariably set off?"
"394","First, we have been prudent with the nation's money."
"395","We have slashed public borrowing and sought savings in government expenditure wherever they could sensibly be found."
"396","Second, we are engaged in steadily reducing the share of the nation's income taken by the State."
"397","This means that more will be left for families and for business to invest - the only safe route to higher growth in the economy."
"398","Third, we have constantly improved the efficiency of the public services, ensuring that we get more value for every pound spent."
"399","For the next Parliament: Our aim is to ensure that public expenditure takes a steadily smaller share of our national income."
"400","Within that objective, we will continue to spend more on our priorities."
"401","We have set out our plans for further increased spending in these areas over the next three years."
"403","Creating New Jobs. High unemployment is one of the most intractable problems facing all Western industrialised countries."
"404","We understand the anxiety and stress which unemployment can cause."
"405","For almost a year unemployment in the United Kingdom has fallen faster than among any of our major competitors in Europe, and faster than at any time since 1973."
"406","It is falling because of the growth and enterprise we have achieved, assisted by the employment and training programmes we have developed."
"407","Since we were last re-elected in 1983, the number of jobs has risen by over 1 million more than in the rest of the European Community put together."
"408","This Government has established the conditions in which business can prosper and create new jobs."
"409","This has not just been achieved through the revitalisation of traditional industries."
"410","We have encouraged growth in those crucial areas of new enterprise which provide the foundation for the jobs of the future - self-employment, small firms, the creation of new enterprise, the expanding service sector - particularly tourism and leisure - and new technology."
"411","Self-employment is the seedcorn of the new enterprises of tomorrow."
"412","Without sufficient people to start new businesses, the future of our whole economy is in jeopardy."
"413","Today we have the highest number of self-employed for over 60 years."
"414","One worker in ten is now his own boss - or her own boss, since a quarter of the self-employed are women."
"415","Indeed, the eighties have seen almost three-quarters of a million people become self-employed."
"416","More and more of our young people today seek self-employment as a worthwhile career."
"417","It is particularly encouraging that almost half the growth in self-employment since 1983 has been in the northern part of our country."
"418","Small firms, along with all businesses, have benefited from our management of the economy."
"419","Since this Government took office, the number of registered businesses has shown a net increase of more than 500 a week - and the number has increased in every region of the country."
"421","Helping Unemployed People into Jobs. As well as creating a climate in which business could employ more people, we have developed programmes to help those out of work."
"422","The Youth Training Scheme (YTS) caters for school-leavers aged 16 and 1 7 who wish to participate in training and work experience."
"423","Every trainee is given the opportunity of working towards a recognised qualification."
"424","The new Job Training Scheme (JTS), which started in April this year, will offer a chance to any person over 18 who has been unemployed for six months or more, who wants to work and train with an employer for a recognised qualification."
"425","This year it will help nearly a quarter of a million people."
"426","Under our Community Programme, each year over 300,000 people who have been out of work for some time gain valuable experience working on community projects."
"427","They have a reference to show potential employers."
"428","We will improve the Community Programme to make it full-time and better able to help those with families."
"429","We shall pay those working on the programme an allowance giving a premium over and above their social security payments."
"430","Under the Enterprise Allowance Scheme, 230,000 unemployed people have started to work for themselves."
"431","Many of them have now become employers themselves."
"432","JobClubs were first opened in 1985 to help the unemployed help themselves back into jobs."
"433","Over 1,000 have been established."
"434","At present two-thirds of those leaving JobClubs go into employment."
"435","The JobClubs programme has been a great success."
"436","We aim to expand it."
"437","Our economic success means that we can now do more to help those out of work."
"438","Although youth unemployment has declined in the last year it still remains a problem."
