"sentenceid","speechno","language","_golden","subsidy_scale","subsidy_scale_gold","subsidy_scale_gold_reason","screener","sentence_text","pre_sentence","post_sentence"
1018,1,"PL","","","","",FALSE,"Wówczas zgodziliśmy się - mając ku temu dobre powody - na obowiązywanie tego porozumienia przez okres ośmiu lat, po którym mieliśmy się raz jeszcze przyjrzeć tej sprawie.","Gdyby to było porozumienie w sprawie stopniowej likwidacji pomocy, wówczas co stałoby się, na przykład, z aktywami EWWiS? To nie było uzgodnienie dotyczące stopniowej likwidacji pomocy, ale porozumienie zastępujące traktat.","Dlatego ten argument jest błędny. Drugi wysuwany argument to zrównoważony rozwój."
1019,1,"PL","","","","",FALSE,"Dlatego ten argument jest błędny.","To nie było uzgodnienie dotyczące stopniowej likwidacji pomocy, ale porozumienie zastępujące traktat. Wówczas zgodziliśmy się - mając ku temu dobre powody - na obowiązywanie tego porozumienia przez okres ośmiu lat, po którym mieliśmy się raz jeszcze przyjrzeć tej sprawie.","Drugi wysuwany argument to zrównoważony rozwój. Wszyscy go popieramy i wiemy, że węgiel powoduje oczywiście powstawanie znacznych ilości emisji CO2."
1020,1,"PL","","","","",FALSE,"Drugi wysuwany argument to zrównoważony rozwój.","Wówczas zgodziliśmy się - mając ku temu dobre powody - na obowiązywanie tego porozumienia przez okres ośmiu lat, po którym mieliśmy się raz jeszcze przyjrzeć tej sprawie. Dlatego ten argument jest błędny.","Wszyscy go popieramy i wiemy, że węgiel powoduje oczywiście powstawanie znacznych ilości emisji CO2. Jednak decyzja Komisji nie zdoła obalić praw nauki."
1021,1,"PL","","","","",FALSE,"Wszyscy go popieramy i wiemy, że węgiel powoduje oczywiście powstawanie znacznych ilości emisji CO2.","Dlatego ten argument jest błędny. Drugi wysuwany argument to zrównoważony rozwój.","Jednak decyzja Komisji nie zdoła obalić praw nauki. Co stanie się potem?"
1022,1,"PL","","","","",FALSE,"Jednak decyzja Komisji nie zdoła obalić praw nauki.","Drugi wysuwany argument to zrównoważony rozwój. Wszyscy go popieramy i wiemy, że węgiel powoduje oczywiście powstawanie znacznych ilości emisji CO2.","Co stanie się potem? Węgiel wydobywany w kraju zostanie zastąpiony węglem importowanym."
1023,1,"PL","","","","",FALSE,"Co stanie się potem?","Wszyscy go popieramy i wiemy, że węgiel powoduje oczywiście powstawanie znacznych ilości emisji CO2. Jednak decyzja Komisji nie zdoła obalić praw nauki.","Węgiel wydobywany w kraju zostanie zastąpiony węglem importowanym. Właśnie to się stanie."
1024,1,"PL","","","","",FALSE,"Węgiel wydobywany w kraju zostanie zastąpiony węglem importowanym.","Jednak decyzja Komisji nie zdoła obalić praw nauki. Co stanie się potem?","Właśnie to się stanie. Węgiel importowany emituje tyle samo CO2, co węgiel z kraju."
1025,1,"PL","","","","",FALSE,"Właśnie to się stanie.","Co stanie się potem? Węgiel wydobywany w kraju zostanie zastąpiony węglem importowanym.","Węgiel importowany emituje tyle samo CO2, co węgiel z kraju. Problem polega na tym, że jeżeli stracimy punkty odniesienia, nie będziemy mogli korzystać z nich w opracowywaniu nowych, supernowoczesnych technologii wydobycia węgla i elektrowni."
1026,1,"PL","","","","",FALSE,"Węgiel importowany emituje tyle samo CO2, co węgiel z kraju.","Węgiel wydobywany w kraju zostanie zastąpiony węglem importowanym. Właśnie to się stanie.","Problem polega na tym, że jeżeli stracimy punkty odniesienia, nie będziemy mogli korzystać z nich w opracowywaniu nowych, supernowoczesnych technologii wydobycia węgla i elektrowni. Europa jest liderem w tej dziedzinie i ma przewagę eksportową."
1027,1,"PL","","","","",FALSE,"Problem polega na tym, że jeżeli stracimy punkty odniesienia, nie będziemy mogli korzystać z nich w opracowywaniu nowych, supernowoczesnych technologii wydobycia węgla i elektrowni.","Właśnie to się stanie. Węgiel importowany emituje tyle samo CO2, co węgiel z kraju.","Europa jest liderem w tej dziedzinie i ma przewagę eksportową. Dlaczego mielibyśmy z tego tak po prostu rezygnować."
1028,1,"PL","","","","",FALSE,"Europa jest liderem w tej dziedzinie i ma przewagę eksportową.","Węgiel importowany emituje tyle samo CO2, co węgiel z kraju. Problem polega na tym, że jeżeli stracimy punkty odniesienia, nie będziemy mogli korzystać z nich w opracowywaniu nowych, supernowoczesnych technologii wydobycia węgla i elektrowni.","Dlaczego mielibyśmy z tego tak po prostu rezygnować. Trzeci przytoczony argument jest taki, że pomoc szkodzi i że lepiej byłoby wydać pieniądze na inne rzeczy."
1029,1,"PL","","","","",FALSE,"Dlaczego mielibyśmy z tego tak po prostu rezygnować.","Problem polega na tym, że jeżeli stracimy punkty odniesienia, nie będziemy mogli korzystać z nich w opracowywaniu nowych, supernowoczesnych technologii wydobycia węgla i elektrowni. Europa jest liderem w tej dziedzinie i ma przewagę eksportową.","Trzeci przytoczony argument jest taki, że pomoc szkodzi i że lepiej byłoby wydać pieniądze na inne rzeczy. Nie da się obalić tego argumentu, gdy ma się do czynienia z radykałami rynkowymi."
1030,1,"PL","","","","",FALSE,"Trzeci przytoczony argument jest taki, że pomoc szkodzi i że lepiej byłoby wydać pieniądze na inne rzeczy.","Europa jest liderem w tej dziedzinie i ma przewagę eksportową. Dlaczego mielibyśmy z tego tak po prostu rezygnować.","Nie da się obalić tego argumentu, gdy ma się do czynienia z radykałami rynkowymi. Z ideologią nie da się dyskutować za pomocą faktów."
1031,1,"PL","","","","",FALSE,"Nie da się obalić tego argumentu, gdy ma się do czynienia z radykałami rynkowymi.","Dlaczego mielibyśmy z tego tak po prostu rezygnować. Trzeci przytoczony argument jest taki, że pomoc szkodzi i że lepiej byłoby wydać pieniądze na inne rzeczy.","Z ideologią nie da się dyskutować za pomocą faktów. Twierdzenie jednak, że byłoby to, na przykład, za drogie, winno być rozpatrywane w świetle tego, co tak naprawdę oznaczałaby nagła likwidacja górnictwa, a przecież rok 2014 oznaczałby nagłą likwidację."
1032,1,"PL","","","","",FALSE,"Z ideologią nie da się dyskutować za pomocą faktów.","Trzeci przytoczony argument jest taki, że pomoc szkodzi i że lepiej byłoby wydać pieniądze na inne rzeczy. Nie da się obalić tego argumentu, gdy ma się do czynienia z radykałami rynkowymi.","Twierdzenie jednak, że byłoby to, na przykład, za drogie, winno być rozpatrywane w świetle tego, co tak naprawdę oznaczałaby nagła likwidacja górnictwa, a przecież rok 2014 oznaczałby nagłą likwidację. Oznaczałoby to zwiększenie kosztów walki z bezrobociem, a przede wszystkim kosztów związanych z zamykaniem kopalń na stałe."
1033,1,"PL","","","","",FALSE,"Twierdzenie jednak, że byłoby to, na przykład, za drogie, winno być rozpatrywane w świetle tego, co tak naprawdę oznaczałaby nagła likwidacja górnictwa, a przecież rok 2014 oznaczałby nagłą likwidację.","Nie da się obalić tego argumentu, gdy ma się do czynienia z radykałami rynkowymi. Z ideologią nie da się dyskutować za pomocą faktów.","Oznaczałoby to zwiększenie kosztów walki z bezrobociem, a przede wszystkim kosztów związanych z zamykaniem kopalń na stałe. To bardzo skomplikowany i złożony temat."
1034,1,"PL","","","","",FALSE,"Oznaczałoby to zwiększenie kosztów walki z bezrobociem, a przede wszystkim kosztów związanych z zamykaniem kopalń na stałe.","Z ideologią nie da się dyskutować za pomocą faktów. Twierdzenie jednak, że byłoby to, na przykład, za drogie, winno być rozpatrywane w świetle tego, co tak naprawdę oznaczałaby nagła likwidacja górnictwa, a przecież rok 2014 oznaczałby nagłą likwidację.","To bardzo skomplikowany i złożony temat. Koszty zamykania kopalń są ponoszone przez lata a nawet dziesięciolecia po zaprzestaniu działalności górniczej."
1035,1,"PL","","","","",FALSE,"To bardzo skomplikowany i złożony temat.","Twierdzenie jednak, że byłoby to, na przykład, za drogie, winno być rozpatrywane w świetle tego, co tak naprawdę oznaczałaby nagła likwidacja górnictwa, a przecież rok 2014 oznaczałby nagłą likwidację. Oznaczałoby to zwiększenie kosztów walki z bezrobociem, a przede wszystkim kosztów związanych z zamykaniem kopalń na stałe.","Koszty zamykania kopalń są ponoszone przez lata a nawet dziesięciolecia po zaprzestaniu działalności górniczej. Są one pokrywane ze środków publicznych."
1036,1,"PL","","","","",FALSE,"Koszty zamykania kopalń są ponoszone przez lata a nawet dziesięciolecia po zaprzestaniu działalności górniczej.","Oznaczałoby to zwiększenie kosztów walki z bezrobociem, a przede wszystkim kosztów związanych z zamykaniem kopalń na stałe. To bardzo skomplikowany i złożony temat.","Są one pokrywane ze środków publicznych. Jednak niektóre państwa członkowskie stosują system, który sprawia, że państwo nie ponosi tych kosztów."
1037,1,"PL","","","","",FALSE,"Są one pokrywane ze środków publicznych.","To bardzo skomplikowany i złożony temat. Koszty zamykania kopalń są ponoszone przez lata a nawet dziesięciolecia po zaprzestaniu działalności górniczej.","Jednak niektóre państwa członkowskie stosują system, który sprawia, że państwo nie ponosi tych kosztów. Dlatego też argument ten również nie ma sensu."
1038,1,"PL","","","","",FALSE,"Jednak niektóre państwa członkowskie stosują system, który sprawia, że państwo nie ponosi tych kosztów.","Koszty zamykania kopalń są ponoszone przez lata a nawet dziesięciolecia po zaprzestaniu działalności górniczej. Są one pokrywane ze środków publicznych.","Dlatego też argument ten również nie ma sensu. Z tego względu radzę, aby Państwo jak najszybciej przemyśleli to raz jeszcze i zwrócili uwagę na to, o czym mowa we wspomnianej ocenie skutków."
1039,1,"PL","","","","",FALSE,"Dlatego też argument ten również nie ma sensu.","Są one pokrywane ze środków publicznych. Jednak niektóre państwa członkowskie stosują system, który sprawia, że państwo nie ponosi tych kosztów.","Z tego względu radzę, aby Państwo jak najszybciej przemyśleli to raz jeszcze i zwrócili uwagę na to, o czym mowa we wspomnianej ocenie skutków. W przeciwnym bowiem razie doprowadzimy do zaburzeń społeczno-politycznych, a tego byśmy nie chcieli."
1040,1,"PL","","","","",FALSE,"Z tego względu radzę, aby Państwo jak najszybciej przemyśleli to raz jeszcze i zwrócili uwagę na to, o czym mowa we wspomnianej ocenie skutków.","Jednak niektóre państwa członkowskie stosują system, który sprawia, że państwo nie ponosi tych kosztów. Dlatego też argument ten również nie ma sensu.","W przeciwnym bowiem razie doprowadzimy do zaburzeń społeczno-politycznych, a tego byśmy nie chcieli. W związku z powyższym duży sens ma propozycja roku 2018."
1041,1,"PL","","","","",FALSE,"W przeciwnym bowiem razie doprowadzimy do zaburzeń społeczno-politycznych, a tego byśmy nie chcieli.","Dlatego też argument ten również nie ma sensu. Z tego względu radzę, aby Państwo jak najszybciej przemyśleli to raz jeszcze i zwrócili uwagę na to, o czym mowa we wspomnianej ocenie skutków.","W związku z powyższym duży sens ma propozycja roku 2018."
1042,1,"PL","","","","",FALSE,"W związku z powyższym duży sens ma propozycja roku 2018.","Z tego względu radzę, aby Państwo jak najszybciej przemyśleli to raz jeszcze i zwrócili uwagę na to, o czym mowa we wspomnianej ocenie skutków. W przeciwnym bowiem razie doprowadzimy do zaburzeń społeczno-politycznych, a tego byśmy nie chcieli.",""
2001,2,"PL","","","","",FALSE,"Pani Przewodnicząca! Gorące podziękowania dla pana Rapkaya za jego sprawozdanie sporządzone w imieniu parlamentarnej Komisji Gospodarczej i Walutowej.","","Komisja wnikliwie i z ogromnym zainteresowaniem przeanalizowała zarówno sprawozdanie, jak i poprawki zaproponowane na tę debatę, i odnotowała, że w sprawozdaniu postuluje się przedłużenie terminu zamknięcia niekonkurencyjnych kopalń do 2018 roku. Komisja zdaje sobie również sprawę, że w niedawnych debatach, które toczyły się w Komitecie Stałych Przedstawicieli (Coreper), większość poparła termin 2018, co zasugerowano również w sprawozdaniu pana posła Rapkaya."
2002,2,"PL","","","","",FALSE,"Komisja wnikliwie i z ogromnym zainteresowaniem przeanalizowała zarówno sprawozdanie, jak i poprawki zaproponowane na tę debatę, i odnotowała, że w sprawozdaniu postuluje się przedłużenie terminu zamknięcia niekonkurencyjnych kopalń do 2018 roku.","Pani Przewodnicząca! Gorące podziękowania dla pana Rapkaya za jego sprawozdanie sporządzone w imieniu parlamentarnej Komisji Gospodarczej i Walutowej.","Komisja zdaje sobie również sprawę, że w niedawnych debatach, które toczyły się w Komitecie Stałych Przedstawicieli (Coreper), większość poparła termin 2018, co zasugerowano również w sprawozdaniu pana posła Rapkaya. Kiedy w Komisji przygotowywaliśmy wniosek dotyczący rozporządzenia i analizowaliśmy tę sytuację, całkowicie zdawaliśmy sobie sprawę ze społecznych i regionalnych skutków zamykania kopalń węgla w niektórych regionach UE."
2003,2,"PL","","","","",FALSE,"Komisja zdaje sobie również sprawę, że w niedawnych debatach, które toczyły się w Komitecie Stałych Przedstawicieli (Coreper), większość poparła termin 2018, co zasugerowano również w sprawozdaniu pana posła Rapkaya.","Pani Przewodnicząca! Gorące podziękowania dla pana Rapkaya za jego sprawozdanie sporządzone w imieniu parlamentarnej Komisji Gospodarczej i Walutowej. Komisja wnikliwie i z ogromnym zainteresowaniem przeanalizowała zarówno sprawozdanie, jak i poprawki zaproponowane na tę debatę, i odnotowała, że w sprawozdaniu postuluje się przedłużenie terminu zamknięcia niekonkurencyjnych kopalń do 2018 roku.","Kiedy w Komisji przygotowywaliśmy wniosek dotyczący rozporządzenia i analizowaliśmy tę sytuację, całkowicie zdawaliśmy sobie sprawę ze społecznych i regionalnych skutków zamykania kopalń węgla w niektórych regionach UE. Jednakże, przygotowując rozporządzenie uwzględnialiśmy również to, że niektóre kopalnie nie są konkurencyjne i przetrwały tylko dzięki ciągłym zastrzykom publicznych pieniędzy i publicznym dotacjom."
2004,2,"PL","","","","",FALSE,"Kiedy w Komisji przygotowywaliśmy wniosek dotyczący rozporządzenia i analizowaliśmy tę sytuację, całkowicie zdawaliśmy sobie sprawę ze społecznych i regionalnych skutków zamykania kopalń węgla w niektórych regionach UE.","Komisja wnikliwie i z ogromnym zainteresowaniem przeanalizowała zarówno sprawozdanie, jak i poprawki zaproponowane na tę debatę, i odnotowała, że w sprawozdaniu postuluje się przedłużenie terminu zamknięcia niekonkurencyjnych kopalń do 2018 roku. Komisja zdaje sobie również sprawę, że w niedawnych debatach, które toczyły się w Komitecie Stałych Przedstawicieli (Coreper), większość poparła termin 2018, co zasugerowano również w sprawozdaniu pana posła Rapkaya.","Jednakże, przygotowując rozporządzenie uwzględnialiśmy również to, że niektóre kopalnie nie są konkurencyjne i przetrwały tylko dzięki ciągłym zastrzykom publicznych pieniędzy i publicznym dotacjom. Dlatego w naszym wniosku dotyczącym rozporządzenia pozwoliliśmy państwom członkowskim na udzielenie dodatkowej pomocy operacyjnej, przy czym pomoc ta ma być przeznaczona na ułatwianie stopniowego zamykania niekonkurencyjnych kopalń."
2005,2,"PL","","","","",FALSE,"Jednakże, przygotowując rozporządzenie uwzględnialiśmy również to, że niektóre kopalnie nie są konkurencyjne i przetrwały tylko dzięki ciągłym zastrzykom publicznych pieniędzy i publicznym dotacjom.","Komisja zdaje sobie również sprawę, że w niedawnych debatach, które toczyły się w Komitecie Stałych Przedstawicieli (Coreper), większość poparła termin 2018, co zasugerowano również w sprawozdaniu pana posła Rapkaya. Kiedy w Komisji przygotowywaliśmy wniosek dotyczący rozporządzenia i analizowaliśmy tę sytuację, całkowicie zdawaliśmy sobie sprawę ze społecznych i regionalnych skutków zamykania kopalń węgla w niektórych regionach UE.","Dlatego w naszym wniosku dotyczącym rozporządzenia pozwoliliśmy państwom członkowskim na udzielenie dodatkowej pomocy operacyjnej, przy czym pomoc ta ma być przeznaczona na ułatwianie stopniowego zamykania niekonkurencyjnych kopalń. Chciałbym omówić trzy punkty rozważane w sprawozdaniu."
2006,2,"PL","","","","",FALSE,"Dlatego w naszym wniosku dotyczącym rozporządzenia pozwoliliśmy państwom członkowskim na udzielenie dodatkowej pomocy operacyjnej, przy czym pomoc ta ma być przeznaczona na ułatwianie stopniowego zamykania niekonkurencyjnych kopalń.","Kiedy w Komisji przygotowywaliśmy wniosek dotyczący rozporządzenia i analizowaliśmy tę sytuację, całkowicie zdawaliśmy sobie sprawę ze społecznych i regionalnych skutków zamykania kopalń węgla w niektórych regionach UE. Jednakże, przygotowując rozporządzenie uwzględnialiśmy również to, że niektóre kopalnie nie są konkurencyjne i przetrwały tylko dzięki ciągłym zastrzykom publicznych pieniędzy i publicznym dotacjom.","Chciałbym omówić trzy punkty rozważane w sprawozdaniu. Po pierwsze, propozycję przyznania pomocy operacyjnej lub inwestycji na zapewnienie konkurencyjności kopalń."
2007,2,"PL","","","","",FALSE,"Chciałbym omówić trzy punkty rozważane w sprawozdaniu.","Jednakże, przygotowując rozporządzenie uwzględnialiśmy również to, że niektóre kopalnie nie są konkurencyjne i przetrwały tylko dzięki ciągłym zastrzykom publicznych pieniędzy i publicznym dotacjom. Dlatego w naszym wniosku dotyczącym rozporządzenia pozwoliliśmy państwom członkowskim na udzielenie dodatkowej pomocy operacyjnej, przy czym pomoc ta ma być przeznaczona na ułatwianie stopniowego zamykania niekonkurencyjnych kopalń.","Po pierwsze, propozycję przyznania pomocy operacyjnej lub inwestycji na zapewnienie konkurencyjności kopalń. Poprzednie rozporządzenie dotyczące pomocy dla tego sektora zawierało podobny przepis."
2008,2,"PL","","","","",FALSE,"Po pierwsze, propozycję przyznania pomocy operacyjnej lub inwestycji na zapewnienie konkurencyjności kopalń.","Dlatego w naszym wniosku dotyczącym rozporządzenia pozwoliliśmy państwom członkowskim na udzielenie dodatkowej pomocy operacyjnej, przy czym pomoc ta ma być przeznaczona na ułatwianie stopniowego zamykania niekonkurencyjnych kopalń. Chciałbym omówić trzy punkty rozważane w sprawozdaniu.","Poprzednie rozporządzenie dotyczące pomocy dla tego sektora zawierało podobny przepis. Jednakże za pomocą poprzedniego rozporządzenia nie udało się zasadniczo zapewnić pożądanych efektów."
2009,2,"PL","","","","",FALSE,"Poprzednie rozporządzenie dotyczące pomocy dla tego sektora zawierało podobny przepis.","Chciałbym omówić trzy punkty rozważane w sprawozdaniu. Po pierwsze, propozycję przyznania pomocy operacyjnej lub inwestycji na zapewnienie konkurencyjności kopalń.","Jednakże za pomocą poprzedniego rozporządzenia nie udało się zasadniczo zapewnić pożądanych efektów. Zamiast bowiem kierować kopalnie węgla na ścieżkę rentowności, w pewnym sensie rozporządzenie stworzyło zagrożenie natury moralnej."
2010,2,"PL","","","","",FALSE,"Jednakże za pomocą poprzedniego rozporządzenia nie udało się zasadniczo zapewnić pożądanych efektów.","Po pierwsze, propozycję przyznania pomocy operacyjnej lub inwestycji na zapewnienie konkurencyjności kopalń. Poprzednie rozporządzenie dotyczące pomocy dla tego sektora zawierało podobny przepis.","Zamiast bowiem kierować kopalnie węgla na ścieżkę rentowności, w pewnym sensie rozporządzenie stworzyło zagrożenie natury moralnej. Państwo subsydiowało kopalnie, łudząc się, że zapewni dzięki temu rentowność."
