"sentenceid","speechno","language","_golden","subsidy_scale","subsidy_scale_gold","subsidy_scale_gold_reason","screener","sentence_text","pre_sentence","post_sentence"
1011,1,"HU","","","","",FALSE,"Ott van például az az érv, hogy az állami támogatások 2002-ben elfogadott rendszere, amely hamarosan lejár, a szénbányászat lépcsőzetes megszüntetésére irányuló intézkedés volt.","Az is lehetséges azonban, hogy nem is értették meg a hatásvizsgálat tartalmát. A javaslat mellett szóló érvek közül egyet sem lehet komolyan mérlegelni, mert nem helyesek.","Ez természetesen totális tévedés. Ez egy korábbi intézkedésből fakadó intézkedés volt."
1012,1,"HU","","","","",FALSE,"Ez természetesen totális tévedés.","A javaslat mellett szóló érvek közül egyet sem lehet komolyan mérlegelni, mert nem helyesek. Ott van például az az érv, hogy az állami támogatások 2002-ben elfogadott rendszere, amely hamarosan lejár, a szénbányászat lépcsőzetes megszüntetésére irányuló intézkedés volt.","Ez egy korábbi intézkedésből fakadó intézkedés volt. Azért tudom, mert ott voltam és én voltam a Parlament előadója 2002-ben."
1013,1,"HU","","","","",FALSE,"Ez egy korábbi intézkedésből fakadó intézkedés volt.","Ott van például az az érv, hogy az állami támogatások 2002-ben elfogadott rendszere, amely hamarosan lejár, a szénbányászat lépcsőzetes megszüntetésére irányuló intézkedés volt. Ez természetesen totális tévedés.","Azért tudom, mert ott voltam és én voltam a Parlament előadója 2002-ben. Ez akkor történt, amikor az Európai Szén- és Acélközösséget létrehozó szerződés (ECSC) 50 év elteltével érvényét veszítette, és szükség volt egy utódintézkedésre, nemcsak a támogatás, hanem más kérdések tekintetében is."
1014,1,"HU","","","","",FALSE,"Azért tudom, mert ott voltam és én voltam a Parlament előadója 2002-ben.","Ez természetesen totális tévedés. Ez egy korábbi intézkedésből fakadó intézkedés volt.","Ez akkor történt, amikor az Európai Szén- és Acélközösséget létrehozó szerződés (ECSC) 50 év elteltével érvényét veszítette, és szükség volt egy utódintézkedésre, nemcsak a támogatás, hanem más kérdések tekintetében is. Ha ez egy lépcsőzetes megszüntetésre irányuló intézkedés lett volna, akkor mi történik például az ECSC eszközeivel?"
1015,1,"HU","","","","",FALSE,"Ez akkor történt, amikor az Európai Szén- és Acélközösséget létrehozó szerződés (ECSC) 50 év elteltével érvényét veszítette, és szükség volt egy utódintézkedésre, nemcsak a támogatás, hanem más kérdések tekintetében is.","Ez egy korábbi intézkedésből fakadó intézkedés volt. Azért tudom, mert ott voltam és én voltam a Parlament előadója 2002-ben.","Ha ez egy lépcsőzetes megszüntetésre irányuló intézkedés lett volna, akkor mi történik például az ECSC eszközeivel? Nem lépcsőzetes megszüntetésre irányuló intézkedés volt, hanem utódintézkedés."
1016,1,"HU","","","","",FALSE,"Ha ez egy lépcsőzetes megszüntetésre irányuló intézkedés lett volna, akkor mi történik például az ECSC eszközeivel?","Azért tudom, mert ott voltam és én voltam a Parlament előadója 2002-ben. Ez akkor történt, amikor az Európai Szén- és Acélközösséget létrehozó szerződés (ECSC) 50 év elteltével érvényét veszítette, és szükség volt egy utódintézkedésre, nemcsak a támogatás, hanem más kérdések tekintetében is.","Nem lépcsőzetes megszüntetésre irányuló intézkedés volt, hanem utódintézkedés. Abban az időben teljes joggal megállapodtunk arról, hogy ennek az utódintézkedésnek az időtartama legyen nyolc év, amelynek letelte után újból megvizsgáljuk ezt a kérdést."
1017,1,"HU","","","","",FALSE,"Nem lépcsőzetes megszüntetésre irányuló intézkedés volt, hanem utódintézkedés.","Ez akkor történt, amikor az Európai Szén- és Acélközösséget létrehozó szerződés (ECSC) 50 év elteltével érvényét veszítette, és szükség volt egy utódintézkedésre, nemcsak a támogatás, hanem más kérdések tekintetében is. Ha ez egy lépcsőzetes megszüntetésre irányuló intézkedés lett volna, akkor mi történik például az ECSC eszközeivel?","Abban az időben teljes joggal megállapodtunk arról, hogy ennek az utódintézkedésnek az időtartama legyen nyolc év, amelynek letelte után újból megvizsgáljuk ezt a kérdést. Ez az érv ezért téves."
1018,1,"HU","","","","",FALSE,"Abban az időben teljes joggal megállapodtunk arról, hogy ennek az utódintézkedésnek az időtartama legyen nyolc év, amelynek letelte után újból megvizsgáljuk ezt a kérdést.","Ha ez egy lépcsőzetes megszüntetésre irányuló intézkedés lett volna, akkor mi történik például az ECSC eszközeivel? Nem lépcsőzetes megszüntetésre irányuló intézkedés volt, hanem utódintézkedés.","Ez az érv ezért téves. A második felhozott érv a fenntarthatóság kérdésére vonatkozik."
1019,1,"HU","","","","",FALSE,"Ez az érv ezért téves.","Nem lépcsőzetes megszüntetésre irányuló intézkedés volt, hanem utódintézkedés. Abban az időben teljes joggal megállapodtunk arról, hogy ennek az utódintézkedésnek az időtartama legyen nyolc év, amelynek letelte után újból megvizsgáljuk ezt a kérdést.","A második felhozott érv a fenntarthatóság kérdésére vonatkozik. Ezt valamennyien támogatjuk és tudjuk, hogy a szén természetesen nagy mennyiségű CO2-kibocsátásokat eredményez."
1020,1,"HU","","","","",FALSE,"A második felhozott érv a fenntarthatóság kérdésére vonatkozik.","Abban az időben teljes joggal megállapodtunk arról, hogy ennek az utódintézkedésnek az időtartama legyen nyolc év, amelynek letelte után újból megvizsgáljuk ezt a kérdést. Ez az érv ezért téves.","Ezt valamennyien támogatjuk és tudjuk, hogy a szén természetesen nagy mennyiségű CO2-kibocsátásokat eredményez. A Bizottság azonban nem tudja döntésével megszüntetni a tudomány törvényeit."
1021,1,"HU","","","","",FALSE,"Ezt valamennyien támogatjuk és tudjuk, hogy a szén természetesen nagy mennyiségű CO2-kibocsátásokat eredményez.","Ez az érv ezért téves. A második felhozott érv a fenntarthatóság kérdésére vonatkozik.","A Bizottság azonban nem tudja döntésével megszüntetni a tudomány törvényeit. Mi fog ezután történni?"
1022,1,"HU","","","","",FALSE,"A Bizottság azonban nem tudja döntésével megszüntetni a tudomány törvényeit.","A második felhozott érv a fenntarthatóság kérdésére vonatkozik. Ezt valamennyien támogatjuk és tudjuk, hogy a szén természetesen nagy mennyiségű CO2-kibocsátásokat eredményez.","Mi fog ezután történni? A hazai szenet felváltja az importált szén."
1023,1,"HU","","","","",FALSE,"Mi fog ezután történni?","Ezt valamennyien támogatjuk és tudjuk, hogy a szén természetesen nagy mennyiségű CO2-kibocsátásokat eredményez. A Bizottság azonban nem tudja döntésével megszüntetni a tudomány törvényeit.","A hazai szenet felváltja az importált szén. Csak ennyi fog történni, semmi más."
1024,1,"HU","","","","",FALSE,"A hazai szenet felváltja az importált szén.","A Bizottság azonban nem tudja döntésével megszüntetni a tudomány törvényeit. Mi fog ezután történni?","Csak ennyi fog történni, semmi más. Az importált szén ugyanannyi szén-dioxidot termel, mint a hazai."
1025,1,"HU","","","","",FALSE,"Csak ennyi fog történni, semmi más.","Mi fog ezután történni? A hazai szenet felváltja az importált szén.","Az importált szén ugyanannyi szén-dioxidot termel, mint a hazai. A probléma egyszerűen az, hogy ha a továbbiakban nem lesznek referenciapontjaink, akkor nem is tudjuk ezeket felhasználni a bányászat és az erőművek új, korszerű technológiáinak kifejlesztése során."
1026,1,"HU","","","","",FALSE,"Az importált szén ugyanannyi szén-dioxidot termel, mint a hazai.","A hazai szenet felváltja az importált szén. Csak ennyi fog történni, semmi más.","A probléma egyszerűen az, hogy ha a továbbiakban nem lesznek referenciapontjaink, akkor nem is tudjuk ezeket felhasználni a bányászat és az erőművek új, korszerű technológiáinak kifejlesztése során. Európa vezető szerepet tölt be ezen a területen és exportelőnnyel rendelkezik."
1027,1,"HU","","","","",FALSE,"A probléma egyszerűen az, hogy ha a továbbiakban nem lesznek referenciapontjaink, akkor nem is tudjuk ezeket felhasználni a bányászat és az erőművek új, korszerű technológiáinak kifejlesztése során.","Csak ennyi fog történni, semmi más. Az importált szén ugyanannyi szén-dioxidot termel, mint a hazai.","Európa vezető szerepet tölt be ezen a területen és exportelőnnyel rendelkezik. Nem hiszem, hogy erről egyszerűen le kellene mondanunk."
1028,1,"HU","","","","",FALSE,"Európa vezető szerepet tölt be ezen a területen és exportelőnnyel rendelkezik.","Az importált szén ugyanannyi szén-dioxidot termel, mint a hazai. A probléma egyszerűen az, hogy ha a továbbiakban nem lesznek referenciapontjaink, akkor nem is tudjuk ezeket felhasználni a bányászat és az erőművek új, korszerű technológiáinak kifejlesztése során.","Nem hiszem, hogy erről egyszerűen le kellene mondanunk. A harmadik érv az, hogy a támogatás káros, és hogy a pénzt más célokra hasznosabban is el lehet költeni."
1029,1,"HU","","","","",FALSE,"Nem hiszem, hogy erről egyszerűen le kellene mondanunk.","A probléma egyszerűen az, hogy ha a továbbiakban nem lesznek referenciapontjaink, akkor nem is tudjuk ezeket felhasználni a bányászat és az erőművek új, korszerű technológiáinak kifejlesztése során. Európa vezető szerepet tölt be ezen a területen és exportelőnnyel rendelkezik.","A harmadik érv az, hogy a támogatás káros, és hogy a pénzt más célokra hasznosabban is el lehet költeni. Semmit sem lehet felhozni ez ellen az érv ellen vagy a piac radikális híveinek hozzáállása ellen."
1030,1,"HU","","","","",FALSE,"A harmadik érv az, hogy a támogatás káros, és hogy a pénzt más célokra hasznosabban is el lehet költeni.","Európa vezető szerepet tölt be ezen a területen és exportelőnnyel rendelkezik. Nem hiszem, hogy erről egyszerűen le kellene mondanunk.","Semmit sem lehet felhozni ez ellen az érv ellen vagy a piac radikális híveinek hozzáállása ellen. Nem lehet tényekkel érvelni ideológiákkal szemben."
1031,1,"HU","","","","",FALSE,"Semmit sem lehet felhozni ez ellen az érv ellen vagy a piac radikális híveinek hozzáállása ellen.","Nem hiszem, hogy erről egyszerűen le kellene mondanunk. A harmadik érv az, hogy a támogatás káros, és hogy a pénzt más célokra hasznosabban is el lehet költeni.","Nem lehet tényekkel érvelni ideológiákkal szemben. De például azt a kijelentést, hogy ez túlságosan költséges lenne, annak fényében kell megvizsgálni, hogy mit idézne elő valójában a bányászat hirtelen leállítása, és 2014 egy ilyen hirtelen leállítás lenne."
1032,1,"HU","","","","",FALSE,"Nem lehet tényekkel érvelni ideológiákkal szemben.","A harmadik érv az, hogy a támogatás káros, és hogy a pénzt más célokra hasznosabban is el lehet költeni. Semmit sem lehet felhozni ez ellen az érv ellen vagy a piac radikális híveinek hozzáállása ellen.","De például azt a kijelentést, hogy ez túlságosan költséges lenne, annak fényében kell megvizsgálni, hogy mit idézne elő valójában a bányászat hirtelen leállítása, és 2014 egy ilyen hirtelen leállítás lenne. Megnövelné például a munkanélküliség elleni küzdelem költségeit, és mindenekfelett a bányák bezárásával kapcsolatos hosszú távú költségeket."
1033,1,"HU","","","","",FALSE,"De például azt a kijelentést, hogy ez túlságosan költséges lenne, annak fényében kell megvizsgálni, hogy mit idézne elő valójában a bányászat hirtelen leállítása, és 2014 egy ilyen hirtelen leállítás lenne.","Semmit sem lehet felhozni ez ellen az érv ellen vagy a piac radikális híveinek hozzáállása ellen. Nem lehet tényekkel érvelni ideológiákkal szemben.","Megnövelné például a munkanélküliség elleni küzdelem költségeit, és mindenekfelett a bányák bezárásával kapcsolatos hosszú távú költségeket. Ez egy nagyon bonyolult és összetett kérdéskör."
1034,1,"HU","","","","",FALSE,"Megnövelné például a munkanélküliség elleni küzdelem költségeit, és mindenekfelett a bányák bezárásával kapcsolatos hosszú távú költségeket.","Nem lehet tényekkel érvelni ideológiákkal szemben. De például azt a kijelentést, hogy ez túlságosan költséges lenne, annak fényében kell megvizsgálni, hogy mit idézne elő valójában a bányászat hirtelen leállítása, és 2014 egy ilyen hirtelen leállítás lenne.","Ez egy nagyon bonyolult és összetett kérdéskör. A bányák bezárásával kapcsolatos hosszú távú költségek a szénbányászat befejezése után éveken, sőt évtizedeken keresztül folyamatosan jelentkeznek."
1035,1,"HU","","","","",FALSE,"Ez egy nagyon bonyolult és összetett kérdéskör.","De például azt a kijelentést, hogy ez túlságosan költséges lenne, annak fényében kell megvizsgálni, hogy mit idézne elő valójában a bányászat hirtelen leállítása, és 2014 egy ilyen hirtelen leállítás lenne. Megnövelné például a munkanélküliség elleni küzdelem költségeit, és mindenekfelett a bányák bezárásával kapcsolatos hosszú távú költségeket.","A bányák bezárásával kapcsolatos hosszú távú költségek a szénbányászat befejezése után éveken, sőt évtizedeken keresztül folyamatosan jelentkeznek. A költségeket pedig közpénzből kell megfizetni."
1036,1,"HU","","","","",FALSE,"A bányák bezárásával kapcsolatos hosszú távú költségek a szénbányászat befejezése után éveken, sőt évtizedeken keresztül folyamatosan jelentkeznek.","Megnövelné például a munkanélküliség elleni küzdelem költségeit, és mindenekfelett a bányák bezárásával kapcsolatos hosszú távú költségeket. Ez egy nagyon bonyolult és összetett kérdéskör.","A költségeket pedig közpénzből kell megfizetni. Egyes tagállamokban azonban olyan rendszer van érvényben, amely gondoskodik arról, hogy ne az államnak kelljen viselnie ezeket a költségeket."
1037,1,"HU","","","","",FALSE,"A költségeket pedig közpénzből kell megfizetni.","Ez egy nagyon bonyolult és összetett kérdéskör. A bányák bezárásával kapcsolatos hosszú távú költségek a szénbányászat befejezése után éveken, sőt évtizedeken keresztül folyamatosan jelentkeznek.","Egyes tagállamokban azonban olyan rendszer van érvényben, amely gondoskodik arról, hogy ne az államnak kelljen viselnie ezeket a költségeket. Ezért ez az érvelés sem állja meg a helyét."
1038,1,"HU","","","","",FALSE,"Egyes tagállamokban azonban olyan rendszer van érvényben, amely gondoskodik arról, hogy ne az államnak kelljen viselnie ezeket a költségeket.","A bányák bezárásával kapcsolatos hosszú távú költségek a szénbányászat befejezése után éveken, sőt évtizedeken keresztül folyamatosan jelentkeznek. A költségeket pedig közpénzből kell megfizetni.","Ezért ez az érvelés sem állja meg a helyét. Ezért azt javaslom, hogy a lehető leggyorsabban gondolják át újból ezt a kérdést, és figyeljenek oda a hatásvizsgálat megállapításaira."
1039,1,"HU","","","","",FALSE,"Ezért ez az érvelés sem állja meg a helyét.","A költségeket pedig közpénzből kell megfizetni. Egyes tagállamokban azonban olyan rendszer van érvényben, amely gondoskodik arról, hogy ne az államnak kelljen viselnie ezeket a költségeket.","Ezért azt javaslom, hogy a lehető leggyorsabban gondolják át újból ezt a kérdést, és figyeljenek oda a hatásvizsgálat megállapításaira. Ellenkező esetben csak regionális, valamint szociális és politikai torzulásokat fogunk előidézni, ami nem áll szándékunkban."
1040,1,"HU","","","","",FALSE,"Ezért azt javaslom, hogy a lehető leggyorsabban gondolják át újból ezt a kérdést, és figyeljenek oda a hatásvizsgálat megállapításaira.","Egyes tagállamokban azonban olyan rendszer van érvényben, amely gondoskodik arról, hogy ne az államnak kelljen viselnie ezeket a költségeket. Ezért ez az érvelés sem állja meg a helyét.","Ellenkező esetben csak regionális, valamint szociális és politikai torzulásokat fogunk előidézni, ami nem áll szándékunkban. Ezért a 2018-ra vonatkozó javaslat rendkívül ésszerű."
1041,1,"HU","","","","",FALSE,"Ellenkező esetben csak regionális, valamint szociális és politikai torzulásokat fogunk előidézni, ami nem áll szándékunkban.","Ezért ez az érvelés sem állja meg a helyét. Ezért azt javaslom, hogy a lehető leggyorsabban gondolják át újból ezt a kérdést, és figyeljenek oda a hatásvizsgálat megállapításaira.","Ezért a 2018-ra vonatkozó javaslat rendkívül ésszerű."
1042,1,"HU","","","","",FALSE,"Ezért a 2018-ra vonatkozó javaslat rendkívül ésszerű.","Ezért azt javaslom, hogy a lehető leggyorsabban gondolják át újból ezt a kérdést, és figyeljenek oda a hatásvizsgálat megállapításaira. Ellenkező esetben csak regionális, valamint szociális és politikai torzulásokat fogunk előidézni, ami nem áll szándékunkban.",""
2001,2,"HU","","","","",FALSE,"Elnök asszony! Nagyon hálás vagyok Rapkay úrnak a Parlament Gazdasági és Monetáris Bizottságának nevében elkészített jelentéséért.","","A Bizottság nagy érdeklődéssel, behatóan tanulmányozta mind a jelentést, mind pedig a vitára vonatkozó módosító javaslatokat, és tudomásul vettük azt a tényt, hogy a jelentés kifejezetten támogatja a versenyképtelen bányák bezárási határidejének 2018-ig történő meghosszabbítását. A Bizottság azzal is tisztában van, hogy az Állandó Képviselők Bizottságában (Coreper) lefolytatott viták során a többség támogatta a 2018."
2002,2,"HU","","","","",FALSE,"A Bizottság nagy érdeklődéssel, behatóan tanulmányozta mind a jelentést, mind pedig a vitára vonatkozó módosító javaslatokat, és tudomásul vettük azt a tényt, hogy a jelentés kifejezetten támogatja a versenyképtelen bányák bezárási határidejének 2018-ig történő meghosszabbítását.","Elnök asszony! Nagyon hálás vagyok Rapkay úrnak a Parlament Gazdasági és Monetáris Bizottságának nevében elkészített jelentéséért.","A Bizottság azzal is tisztában van, hogy az Állandó Képviselők Bizottságában (Coreper) lefolytatott viták során a többség támogatta a 2018. évi határidőt, Rapkay úr jelentésének megfelelően."
2003,2,"HU","","","","",FALSE,"A Bizottság azzal is tisztában van, hogy az Állandó Képviselők Bizottságában (Coreper) lefolytatott viták során a többség támogatta a 2018.","Elnök asszony! Nagyon hálás vagyok Rapkay úrnak a Parlament Gazdasági és Monetáris Bizottságának nevében elkészített jelentéséért. A Bizottság nagy érdeklődéssel, behatóan tanulmányozta mind a jelentést, mind pedig a vitára vonatkozó módosító javaslatokat, és tudomásul vettük azt a tényt, hogy a jelentés kifejezetten támogatja a versenyképtelen bányák bezárási határidejének 2018-ig történő meghosszabbítását.","évi határidőt, Rapkay úr jelentésének megfelelően. Amikor elkészítettük a rendeletjavaslatot és elemeztük ezt a helyzetet, a Bizottság tagjaiként természetesen teljes mértékben tisztában voltunk azzal, hogy az EU egyes régióiban milyen szociális és regionális hatásokat váltana ki a szénbányák bezárása."
2004,2,"HU","","","","",FALSE,"évi határidőt, Rapkay úr jelentésének megfelelően.","A Bizottság nagy érdeklődéssel, behatóan tanulmányozta mind a jelentést, mind pedig a vitára vonatkozó módosító javaslatokat, és tudomásul vettük azt a tényt, hogy a jelentés kifejezetten támogatja a versenyképtelen bányák bezárási határidejének 2018-ig történő meghosszabbítását. A Bizottság azzal is tisztában van, hogy az Állandó Képviselők Bizottságában (Coreper) lefolytatott viták során a többség támogatta a 2018.","Amikor elkészítettük a rendeletjavaslatot és elemeztük ezt a helyzetet, a Bizottság tagjaiként természetesen teljes mértékben tisztában voltunk azzal, hogy az EU egyes régióiban milyen szociális és regionális hatásokat váltana ki a szénbányák bezárása. A rendelet kidolgozása során azonban azt a tényt is figyelembe vettük, hogy a bányák egy része nem versenyképes, és kizárólag a közpénzek és a közpénzből nyújtott támogatások folyamatos injekcióinak köszönhetően maradhattak fenn."
2005,2,"HU","","","","",FALSE,"Amikor elkészítettük a rendeletjavaslatot és elemeztük ezt a helyzetet, a Bizottság tagjaiként természetesen teljes mértékben tisztában voltunk azzal, hogy az EU egyes régióiban milyen szociális és regionális hatásokat váltana ki a szénbányák bezárása.","A Bizottság azzal is tisztában van, hogy az Állandó Képviselők Bizottságában (Coreper) lefolytatott viták során a többség támogatta a 2018. évi határidőt, Rapkay úr jelentésének megfelelően.","A rendelet kidolgozása során azonban azt a tényt is figyelembe vettük, hogy a bányák egy része nem versenyképes, és kizárólag a közpénzek és a közpénzből nyújtott támogatások folyamatos injekcióinak köszönhetően maradhattak fenn. Ezért rendeletjavaslatunkban megengedtük, hogy a tagállamok további működési támogatásokat nyújtsanak, de ez alkalommal kifejezetten a versenyképtelen bányák fokozatos bezárásának megkönnyítése céljából."
2006,2,"HU","","","","",FALSE,"A rendelet kidolgozása során azonban azt a tényt is figyelembe vettük, hogy a bányák egy része nem versenyképes, és kizárólag a közpénzek és a közpénzből nyújtott támogatások folyamatos injekcióinak köszönhetően maradhattak fenn.","évi határidőt, Rapkay úr jelentésének megfelelően. Amikor elkészítettük a rendeletjavaslatot és elemeztük ezt a helyzetet, a Bizottság tagjaiként természetesen teljes mértékben tisztában voltunk azzal, hogy az EU egyes régióiban milyen szociális és regionális hatásokat váltana ki a szénbányák bezárása.","Ezért rendeletjavaslatunkban megengedtük, hogy a tagállamok további működési támogatásokat nyújtsanak, de ez alkalommal kifejezetten a versenyképtelen bányák fokozatos bezárásának megkönnyítése céljából. Szeretnék kifejteni három szempontot azok közül, amelyeket a jelentés mérlegel."
2007,2,"HU","","","","",FALSE,"Ezért rendeletjavaslatunkban megengedtük, hogy a tagállamok további működési támogatásokat nyújtsanak, de ez alkalommal kifejezetten a versenyképtelen bányák fokozatos bezárásának megkönnyítése céljából.","Amikor elkészítettük a rendeletjavaslatot és elemeztük ezt a helyzetet, a Bizottság tagjaiként természetesen teljes mértékben tisztában voltunk azzal, hogy az EU egyes régióiban milyen szociális és regionális hatásokat váltana ki a szénbányák bezárása. A rendelet kidolgozása során azonban azt a tényt is figyelembe vettük, hogy a bányák egy része nem versenyképes, és kizárólag a közpénzek és a közpénzből nyújtott támogatások folyamatos injekcióinak köszönhetően maradhattak fenn.","Szeretnék kifejteni három szempontot azok közül, amelyeket a jelentés mérlegel. Az első a működési támogatás vagy a bányák versenyképessé tételére irányuló beruházás nyújtására vonatkozó javaslat."
2008,2,"HU","","","","",FALSE,"Szeretnék kifejteni három szempontot azok közül, amelyeket a jelentés mérlegel.","A rendelet kidolgozása során azonban azt a tényt is figyelembe vettük, hogy a bányák egy része nem versenyképes, és kizárólag a közpénzek és a közpénzből nyújtott támogatások folyamatos injekcióinak köszönhetően maradhattak fenn. Ezért rendeletjavaslatunkban megengedtük, hogy a tagállamok további működési támogatásokat nyújtsanak, de ez alkalommal kifejezetten a versenyképtelen bányák fokozatos bezárásának megkönnyítése céljából.","Az első a működési támogatás vagy a bányák versenyképessé tételére irányuló beruházás nyújtására vonatkozó javaslat. A korábbi rendeletben már volt egy hasonló rendelkezés az ágazat támogatására nézve."
2009,2,"HU","","","","",FALSE,"Az első a működési támogatás vagy a bányák versenyképessé tételére irányuló beruházás nyújtására vonatkozó javaslat.","Ezért rendeletjavaslatunkban megengedtük, hogy a tagállamok további működési támogatásokat nyújtsanak, de ez alkalommal kifejezetten a versenyképtelen bányák fokozatos bezárásának megkönnyítése céljából. Szeretnék kifejteni három szempontot azok közül, amelyeket a jelentés mérlegel.","A korábbi rendeletben már volt egy hasonló rendelkezés az ágazat támogatására nézve. Az előző rendeletnek azonban a kívánt eredmények közül alig sikerült valamit megvalósítania, és ahelyett hogy nyereségessé tette volna a szénbányákat, inkább bizonyos mértékű morális veszélyeket idézett elő."
2010,2,"HU","","","","",FALSE,"A korábbi rendeletben már volt egy hasonló rendelkezés az ágazat támogatására nézve.","Szeretnék kifejteni három szempontot azok közül, amelyeket a jelentés mérlegel. Az első a működési támogatás vagy a bányák versenyképessé tételére irányuló beruházás nyújtására vonatkozó javaslat.","Az előző rendeletnek azonban a kívánt eredmények közül alig sikerült valamit megvalósítania, és ahelyett hogy nyereségessé tette volna a szénbányákat, inkább bizonyos mértékű morális veszélyeket idézett elő. Támogattuk a bányákat a nyereségesség elérésének hiú reményében."
