sentenceid,speechno,language,_golden,subsidy_scale,subsidy_scale_gold,subsidy_scale_gold_reason,screener,sentence_text,pre_sentence,post_sentence
11,0,ES,TRUE,,-1,"Esta declaración es anti-subvención, ya que apoya la propuesta de la Comisión para eliminar los subsidios gradualmente en 2014, en lugar de extenderlos a 2018 o más tarde.",FALSE,Estos fondos no han sido empleados en el desarrollo de industrias competitivas y sustentables para el futuro. ,Yo apoyo la propuesta de la Comisión para eliminar las ayudas de Estado en el año 2014 para los pozos que no sean competitivos en esa fecha. El costo de mantener puestos de trabajo no competitivas es mucho mayor que en cualquier otro sector.,"Por lo tanto, creo que es correcto eliminar los subsidios estatales para las minas no competitivas en 2014, e invertir el dinero disponible en la investigación y desarrollo asi como en educación y formación."
12,0,ES,TRUE,,-1,"Esta declaración es anti-subvención, ya que apoya la propuesta de la Comisión para eliminar los subsidios gradualmente en 2014, en lugar de extenderlos a 2018 o más tarde.",FALSE,Es por ello que el plan de eliminar los sbsidios para el 2014 es la propuesta más sensible. ,"Por esta razón, estoy de acuerdo con lo que se dice en la evaluación de impacto. De lo contrario, el resultado será socavar aún más nuestro entorno competitivo, algo que nadie quiere.",
13,0,ES,TRUE,,-1,"Esta declaración es anti-subvención, ya que apoya la propuesta de la Comisión para eliminar los subsidios gradualmente en 2014, en lugar de extenderlos a 2018 o más tarde.",FALSE,"Nuestra propuesta por lo tanto, estable la reducción gradual de la ayuda con el objetivo de eliminarla por completo en 2014. ","Por último, mi último punto es que cuando el objetivo de la ayuda es contribuir a una transición hacia el cierre de las minas no competitivas, es evidente que este cierre debe ser nuestro objetivo final. Esta gradualidad debe estar claramente prevista en el plan de cierre, y el plan también debe incluir una proporción cada vez menor de ayuda durante el período de transición.","Habiendo dicho todo esto, me gustaría una vez más las gracias al Sr. Rapkay y todos los que contribuyeron al informe que estamos considerando."
14,0,ES,TRUE,,-1,"Esta declaración es anti-subvención, ya que apoya la propuesta de la Comisión para eliminar los subsidios gradualmente en 2014, en lugar de extenderlos a 2018 o más tarde.",FALSE,"Por esta razón apoyamos la propuesta de eliminar gradualmene los subsidios para 2014, pero no por un playo mayor. ",El plan que se indica en la propuesta de la Comisión está bien apoyado por la evidencia. Esta evidencia se esboza claramente en la declaración de impacto.,El plan para poner fin a estos acuerdos insostenibles para el año 2014 es ya un compromiso. Debemos aceptar esta propuesta sensata en lugar de seguir retrasando lo inevitable.
15,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Fue un acuerdo posterior,"Existe el argumento de que el régimen de ayudas estatales aprobado en 2002, que está a punto de expirar, fue un acuerdo para la eliminación gradual de la minería del carbón. Esto no es del todo correcto. ",Se de esto porque estaba allí y fui el ponente del Parlamento en 2012. Como lo fueron muchos de mis colegas. 
16,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Me gustaría discutir tres puntos del reporte. ,"Sin embargo, en la elaboración de la regulación, también tomamos todos los hechos conocidos en cuenta. En nuestra propuesta de reglamento, permitimos  a los Estados miembros conceder ayuda adicional para la operación, pero en esta ocasión, concentrándonos en la cuestión de los plazos.cuestión de los plazos.","En primer lugar, la propuesta de conceder ayudas de funcionamiento o de inversión a fin de que las minas competitivas. Ya había una disposición similar en la regulación anterior sobre las ayudas al sector."
17,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Necesitamos considerar dos asuntos adicionales. ,"El objetivo de nuestra propuesta es garantizar que estos plazos se respeten de una vez por todas. Este es un momento en que, a diferencia del contexto en el que los debates anteriores se llevaron a cabo, tenemos que tener en cuenta las ayudas a la minería del carbón.","El primero es el desafío del cambio climático, mismo que hemos debatido en numerosas ocasiones y para el que la Unión Europea tiene objetivos muy específicos. La segunda cuestión es el impacto de la crisis y el consecuente endeudamiento del gobierno, presupuestos,  presupuestos.at the national level, as this is placing even more pressure on public finances."
18,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Como saben -y como Mr Kovacs mencionó anteriormente- esta es una regulación del Consejo.,"También hay un debate en el Consejo, y vamos a esperar a la reunión del Consejo a principios de diciembre para ver cuál es la posición del Consejo. Sin duda, ha habido un debate en la Comisión, y habrá otro.","La opinión del Parlamento Europeo es muy importante, pero el tratado establece que, en materia de ayudas públicas, la regulación es facultad del Consejo. El Consejo establecerá su posición."
19,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,El Consejo establecerá su posición. ," El tratado dice que en materia de ayuda pública, la regulación es facultad del Consejo. ","Actualmente - en la última reunión del Comité de Representantes Permanentes - el grupo expresó una posición clara. A menos que el Consejo decida por unanimidad, sin embargo, la propuesta de la Comisión no puede ser legalmente modificada."
20,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,"Todos hemos considerado los argumentos, a favor y en contra de la propuesta para continuar subsidiando a las minas de carbón. ","Los cierres de las minas de carbón pueden tener un gran impacto social. Al mismo tiempo, el cierre de minas también tendrá un impacto significativo en el sector energético.","Sin embargo decidimos, nuestro juicio debe lograr un equilibrio entre la necesidad de la competitividad y la necesidad de minimizar las potenciales consecuencias socioeconómicas adversas derivadas del cierre."
21,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Eso es admirable y notable.,"Hay buenas razones por las que usted y el Presidente de la Comisión, el señor Barroso, han participado en el debate. Me complace que la Comisión sea capaz de discutir temas tan abiertamente desde una perspectiva regulatoria.",Estamos muy agradecidos por su contribución
22,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Me gustaria presentar una perspectiva diferente ,"Señora Presidenta, ya hemos escuchado las opiniones de mis colegas diputados que hicieron hincapié en la importancia que el carbón tiene para la seguridad energética de la economía europea.","En algunos países, ha habido una creciente preocupación por los impactos ambientales de la producción de energía no renovable. Al mismo tiempo, ha habido una creciente preocupación por los peligros de la energía nuclear."
23,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,"En este respecto, felicito al reportero, Mr Rapkay","Por último, se ha mencionado la economía del siglo 21. Creo en verdad que tenemos que estar involucrados con esta economía, pero, al mismo tiempo, hay que centrarse en la diversificación del potencial actual.",
24,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Tengo solo una solicitud para la Comisión ,La pregunta ahora es si 2014 o 2018 es la fecha límite correcta. Todos hemos escuchado una serie de argumentos inteligentes que no voy a repetir.,La carga  de tomar una decisión correcta ahora nos toca a nosotros. Espero que mis colegas examinen las cuestiones con mucho cuidado.
25,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Concierne a una regulación del Consejo ,"Me gustaría dar las gracias al grupo de trabajo por sus cuidadosos esfuerzos, trabajando en estrecha cooperación con el Grupo Cristiano Democrático. El proceso todavía está basado en la regulación No. 17,  que data a 1965.","Hay una laguna en el Tratado de Lisboa, que significa que las regulaciones sobre la base del derecho de competencia no forman parte del procedimiento de codecisión del Parlamento. Por lo tanto, ahora necesitamos - al menos en lo que se refiere a nuestra declaración - una mayoría amplia."
26,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,"Señora Presidenta, esto no es un asunto sencillo.",,Por eso es importante para nosotros en el Parlamento establecer una posición bien equilibrada. Hay dos aspectos principales a tener en cuenta.
27,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,El debate se ha concentrado en tres asuntos principales,Es muy importante para todas que estas oportunidades sean utilizadas plenamente por las autoridades nacionales y regionales. La inversión a gran escala en iniciativas activas del mercado laboral y las medidas integrales de restauración del medio ambiente es esencial para que el resultado final sea aceptable para estas regiones.,"En primer lugar, el argumento  propuesto es que las minas de carbón que se vuelven competitivos durante el período de cierre deben ser capaces de seguir operando. En mi opinión, esta cuestión requiere una consideración muy cuidadosa"
28,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,Así que deben votar con el fin de exponer sus puntos de vista ..,Hemos solicitado una votación por separado de las enmiendas 25 y 27.,"Cualquier cosa que decidamos hoy aquí, debemos enviar una señal clara a la Comisión. Debemos mostrar que el Parlamento es capaz de considerar el pasado, de cara al futuro."
29,0,ES,TRUE,,0,"Esta declaración es una referencia neutral y no toma directamente una posición sobre las subvenciones, el informe de la Comisión, o un calendario para la eliminación gradual de las ayudas estatales.",FALSE,El Consejo establecerá su posición. ,"Como se mencionó anteriormente, se trata de un reglamento del Consejo. El dictamen del Parlamento Europeo es muy importante, pero el tratado establece que, en materia de ayudas públicas, la regulación es un reglamento del Consejo.",Actualmente - en la última reunión del Comité de Representantes Permanentes - debatimos a fondo la clara evaluación de impacto que tienen ante ustedes hoy.
30,0,ES,TRUE,,1,"Esta declaración sostiene que la ayuda estatal debe extenderse, en vez de eliminarse en el año 2014, como lo sugiere la propuesta de la Comisión.",FALSE,"Por estas razones, la justificación para el cierre acelerado está mal.","Nuestra huella climática es mucho peor para el carbón importado porque esto tiene que ser transportado hasta aquí desde Canadá, Australia u otras regiones del mundo.","La restricción de nuestra capacidad para producir carbón europeo en minas europeas en última instancia resultará en más contaminación y más emisiones de carbono, no menos. A este respecto, las opiniones expresadas en apoyo de eliminación gradual son incorrectos."
31,0,ES,TRUE,,1,"Esta declaración sostiene que la ayuda estatal debe extenderse, en vez de eliminarse en el año 2014, como lo sugiere la propuesta de la Comisión.",FALSE,Sólo en la etapa final la Comisión propuso el plazo poco realista de 2014.,"Antes de que nos inclinemos ante la presión política a favor de abandonar el carbón en tales casos, debemos garantizar la diversificación de fuentes de energía alternativas y seguras. Estas son las razones por las que vamos a apoyar los compromisos presentados por la Comisión de Asuntos Económicos y Monetarios y por la Comisión de Industria, Investigación y Energía, en el que hemos propuesto que la regulación de la posibilidad a los presupuestos nacionales - que no son presupuestos de la UE, después de todo - para mantener las minas en países en los que ello sea necesario.","Rechazamos este cambio y apoyamos la continuación de la ayuda estatal mucho más allá de este plazo, de hecho hasta 2030, si es necesario."
32,0,ES,TRUE,,1,"Esta declaración sostiene que la ayuda estatal debe extenderse, en vez de eliminarse en el año 2014, como lo sugiere la propuesta de la Comisión.",FALSE,"Debemos continuar proporcionando apoyo no sólo hasta 2014, sino también más allá de ese tiempo.","Señora Presidenta, no sólo es justificable para nosotros continuar apoyando a la industria del carbón, en mi opinión, también es absolutamente esencial.",Es nuestro deber el proteger a los ciudadanos de la Unión Europea de los muchos impactos negativos de la globalización. Esto también incluye ofrecer trabajadores en industrias que no son totalmente competitivos en el mercado mundial reteniendolos por largo tiempo en lugar de permitirles tomar otros puestos de trabajo.
33,0,ES,TRUE,,1,"Esta declaración es pro-subvención, ya que cita las consecuencias económicas negativas para las regiones afectadas por los cierres de minas.",FALSE,La drástica reducción de los subsidios a la minería del carbón en los últimos años ha tenido consecuencias negativas terribles para muchas regiones mineras.,"Debemos permitir que las regiones mineras se conviertan poco a poco en  menos dependiente de la industria minera sin que su prosperidad se reduzca significativamente. Se les debe dar una visión realista y gradual, oportunidad de reestructurar sus economías.",Muchas áreas fueron sorprendidos repentinamente por los rápidos cambios políticos. El resultado ha sido el aumento del desempleo y la pobreza regional.
34,0,ES,TRUE,,1,"Esta declaración sostiene que la ayuda estatal debe extenderse, en vez de eliminarse en el año 2014, como lo sugiere la propuesta de la Comisión.",FALSE,La fecha acelerado de 2014 es una fecha límite realista para el cierre de las minas.,"Además, los trabajadores mineros y sus familias pueden perder su confianza en el proceso político en el que se toman decisiones como estas que les afectan directamente, si se hacen en un momento inadecuado. Tenemos que centrar nuestra atención igualmente, en regiones poco pobladas, que sufrirán más en términos socioeconómicos.","Por otra parte, la fecha límite de 2020 propuesto específicamente por la Comisión de Industria, Investigación y Energía debe ser reconsiderada. Esta es la razón por la que la fecha extendida de 2018 representa un buen compromiso."
35,0,ES,TRUE,,1,"Esta es una declaración a favor de la subvención, ya que sostiene que las minas no rentables deben ser apoyados porque la producción de carbón nacional es necesario para la energía segura.",FALSE,"Los subsidios no son una ruta general a la competitividad, pero hacer el carbón europeo competitivo a través de subsidios es estratégicamente necesario, en primer lugar, porque el 60% de la energía europea es importado, y fuera del 40% restante, una gran proporción es nuclear - que la mayoría de esta Cámara no apoya - y en segundo lugar, debido a los aumentos de precios: el precio del carbón europeo se está moviendo más cerca  a los precios internacionales del carbón.","Señora Presidenta, señor Comisario, es una pena que el Parlamento no tenga derecho a nada más que la consulta cuando lo que estamos hablando es el futuro de 180 000 familias europeas y de la fuente de energía autóctona por excelencia de la Unión Europea.","Por otra parte, me gustaría preguntarle: ¿qué es el carbón competitivo? Pregúntense si todo el carbón que se importa a la Unión Europea incluye los costos sociales y de seguridad de las minas que se incluyen en el coste del carbón europeo."
36,0,ES,TRUE,,1,Esta declaración apoya subsidios continuos a causa de los puestos de trabajo que dependen de las minas no rentables.,FALSE,La ayuda gubernamental para la industria del carbón europea es una necesidad absoluta.,"Es crucial para la Unión Europea abastecers sus necesidades en la mayor proporción posible con carbón de producción nacional. A menos que se concede una ayuda de Estado, la producción caerá un 25%, resultando en cientos de miles de puestos de trabajo perdidos.",Muchas minas son sólo poco competitivo debido a su equipamiento técnico obsoleto. Ayuda estatal permitiría que estas facilidades se modernicen para garantizar la seguridad del empleo.
37,0,ES,TRUE,,1,"Esta es una declaración a favor de la subvención, ya que sostiene que las minas no rentables deben ser apoyados porque es necesario para la energía segura a la producción de carbón nacional.",FALSE,"Esta es una declaración a favor de la subvención, ya que sostiene que las minas no rentables deben ser apoyados porque es necesario para la energía segura a la producción de carbón nacional.","Nuestra dependencia energética significa que sólo el carbón nos puede garantizar un suministro seguro como una fuente autóctona de combustibles fósiles. También debemos tener en cuenta las condiciones de trabajo inseguras en muchas minas que se encuentran fuera de Europa, donde la vida y la seguridad de los trabajadores se ponen en riesgo.","Por otra parte, el carbón europeo es limpio. Por lo tanto, en las enmiendas al informe Rapkay, pedimos una prórroga indefinida de la ayuda para los gastos relacionados con la captura de las emisiones de carbono."
38,0,ES,TRUE,,1,"Esta frase esta a favor de las ayudas estatales a las minas, ya éstas podrían volverse rentables una vez más.",FALSE,"Nuestro objetivo debe ser apoyar estas minas, con el fin de traerlas de vuelta a la rentabilidad.","Señora Presidenta, quisiera decir tres cosas. En primer lugar, las minas no rentables que nos conciernen son sólo el 5% de las minas de la Unión Europea.","En segundo lugar, también debemos evitar las importaciones de carbón subvencionado desde el extranjero. En tercer lugar, debemos evitar cualquier interferencia de grupos de presión."
39,0,ES,TRUE,,1,Esta declaración apoya subsidios continuos a causa de los puestos de trabajo que dependen de las minas no rentables.,FALSE,El cierre de las minas antes de utilizar la ayuda estatal plenamente para reducir al mínimo los costes de transición dará lugar a problemas sociales muy graves.,"Debemos ampliar el plazo  para el cierre de las minas no competitivas aún más, ya que  la mayoría de la población en las zonas mineras están empleados de la minería. Es absolutamente imprescindible contar con planes de reciclaje profesional y la recuperación socioeconómica.","Durante la crisis actual, en particular, sería conveniente también solicitar los Fondos Estructurales europeos, dada la importancia social, económica y ambiental de la Unión Europea."
40,0,ES,TRUE,,1,"Esta declaración apoya subsidios continuos porque las minas europeas garantizan la seguridad del trabajador,mientras las minas de carbón no-europeas no lo hacen. ",FALSE,¿De qué sirve la competitividad cuando se compra a expensas de la vida de los mineros?,"No olvidemos cuántos accidentes de minería oímos hablar en los medios de comunicación. La minería del carbón  está pasando en todo el mundo, pero por desgracia las normas de seguridad en otros lugares son muy bajos en comparación con las de Europa.","Las consecuencias de un pronto fin a las subvenciones a serán la seguridad del trabajador y la vida de los trabajadores. Para los trabajadores afectados, esto es un precio demasiado alto a pagar por un principio económico."
41,0,ES,TRUE,,1,"El 'esta oportunidad' en la declaración se refiere a las ayudas estatales de haber sido prorrogado, en vez de eliminado el año 2014 de acuerdo con la propuesta de la Comisión.",FALSE,"Sólo puedo decir que sí, tenemos que dar una oportunidad a la ayuda.","No pretendamos que podemos evitar esta importante cuestión. La pregunta es si debemos o no dar a la ayuda estatal la oportunidad de hacer una diferencia, sin causar disrupción de que se mueva demasiado rápido.","Este período de cuatro años no es tiempo suficiente. Por favor, lleve ese mensaje a la Comisión."
42,0,ES,TRUE,,1,"Esta declaración sostiene que la ayuda estatal debe extenderse, en vez de eliminado el año 2014 según la propuesta de la Comisión.",FALSE,"Señora Presidenta, señor Rapkay, hay varios argumentos de peso contra un final tan rápido a los subsidios.",,Me refiero principalmente a las consecuencias sociales y económicas a escala regional. Es importante que pasemos subsidios para facilitar el cierre de minas correctamente: para asegurarnos de que los trabajadores afectados tengan una nueva formación o sean redistribuidos en otros sectores del mercado de trabajo.
43,0,ES,TRUE,,1,Esta declaración apoya subsidios continuos a causa de los puestos de trabajo que dependen de las minas no rentables.,FALSE,"Para las áreas afectadas, los cierres de minas significan su principal  fines y medios de su principal fuente de sustento.",No estamos argumentando que la producción no rentable se debe continuar para siempre. Pero debemos recordar que un cambio estructural de esta magnitud inevitablemente han de tener  consecuencias sociales dramáticas y de largo alcance. ,"Esto se refleja en la capacidad de las ciudades y pueblos de ofrecer a sus residentes con servicios y la disminución de comunidades enteras. Es en el interés de todo el mundo si los grandes cambios sociales, tales como los relacionados con el cierre gradual de las minas se llevan a cabo con los controles adecuados en el lugar y durante un periodo suficiente de transición."
44,0,ES,TRUE,,1,Esta declaración apoya subsidios continuos a causa de los puestos de trabajo que dependen de las minas no rentables.,FALSE,La razón final y más importante son las más de 180.000 familias que podrían verse afectadas.,"No debemos olvidar que, en muchas ocasiones, las minas de los que importamos carbón no cumplen con derechos sociales. Con respecto a la sostenibilidad regional, en muchos casos, las minas están en zonas escasamente pobladas que son totalmente dependientes de la industria para mantener la región, y corremos el riesgo de convertir nuestras tierras en desiertos.","En mi región, la gente ha construido sus vidas en torno a la industria del carbón. Su cierre rápido devastará estas comunidades."
45,0,ES,TRUE,,-1,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como una declaración antisubvención.,No hay absolutamente ninguna mención de esto en la evaluación de impacto. La única cosa que podría explicarlo es que 2014 es exactamente la mitad entre 2010 y 2018. Eso es lo que debe ser.,"Ninguno de los argumentos a favor de esta propuesta pueden ser considerados seriamente porque no son correctos. Existe el argumento de que el régimen de ayudas estatales aprobado en 2002, que está a punto de expirar, fue un arreglo para la eliminación gradual de la minería del carbón."
46,0,ES,TRUE,,-1,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como una declaración antisubvención.,"El único argumento que se ha mencionado y que, por cierto, está en conflicto con la declaración de impacto de la Comisión que parecía inicialmente estar a favor de 2018, fue que las políticas ambientales podrían jugar un papel aquí. Me gustaría hacer hincapié una vez más que no hay diferencia en el clima si quemamos carbón nacional o importado.",Así es como yo entendí justo ahora la referencia a la Comisión de examinar la cuestión y estoy agradecido por ello.
47,0,ES,TRUE,,1,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como a favor de dar  continuidad a los subsidios.,"Debemos recordar que el mercado mundial del carbón está cambiando ante nuestros ojos. La demanda de carbón, y el precio del carbón, están aumentando.","Apartarnos del carbón también presenta problemas muy graves para la seguridad energética en países como Polonia, que generan hasta un 95% de su electricidad a partir de carbón. Alejarnos del carbón en este tipo de situaciones puede implicar sólo una alternativa - una todavía mayor dependencia del gas, que se importa de una sola dirección."
48,0,ES,TRUE,,1,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como a favor de dar  continuidad a los subsidios.,"¿Usted rechaza esta misma idea para el carbón europeo? Cuanto más tiempo pase, mejor, de modo que podemos introducir las tecnologías de combustión y almacenamiento limpios que ya existen en la Unión Europea.","No creo que rechazar la posibilidad de carbón de la UE, como lo están haciendo, es el liberalismo: Creo que es la hipocresía."
49,0,ES,TRUE,,0,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como una declaración neutral en materia de subvenciones.,La Comisión Europea está tratando - a cualquier precio y de una manera que no está justificada por la lógica económica - reducir la extracción de carbón.,Me refiero a los costes de las emisiones. Es una política que socava los fundamentos económicos de los países donde más energía se deriva a partir del carbón.
50,0,ES,TRUE,,0,Esta es la respuesta consistente con las instrucciones explícitas referentes a la frases de prueba. ,TRUE,Ignorar el contexto y codificar esta frase como una declaración neutral en materia de subvenciones.,"I believe that our approach in this new strategy must not be to increase our dependency on a single hydrocarbon source, but to increase our economic independence. Finally, Yo creo que nuestro enfoque en esta nueva estrategia no debe ser la de aumentar nuestra dependencia de una sola fuente de hidrocarburos, sino el aumentar nuestra independencia económica. Por último, se ha mencionado la economía del siglo 21.","En este sentido, felicito al reportero, el señor Rapkay."
