"","X_unit_id","X_created_at","X_golden","X_id","X_missed","X_started_at","X_tainted","X_channel","X_trust","X_worker_id","X_country","X_region","X_city","X_ip","subsidy_scale","orig__golden","language","post_sentence","pre_sentence","screener","sentence_text","sentenceid","speechno","orig_subsidy_scale","subsidy_scale_gold","subsidy_scale_gold_reason"
"12",603627759,"11/26/2014 16:18:41","false",1483805073,"","11/26/2014 16:14:33","false","clixsense",0.9167,12752164,"ROU","10","Bucharest","84.117.13.227",1,NA,"EN","I wonder how the College of Commissioners picked the year, for example. There is absolutely no mention of this in the impact assessment.","The impact assessment that you have presented is very good. It is based on facts, it is conclusive and it gets to the point.",FALSE,"It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment.",1004,1,NA,NA,""
"13",603627759,"11/26/2014 16:19:17","false",1483805932,"","11/26/2014 16:18:02","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","I wonder how the College of Commissioners picked the year, for example. There is absolutely no mention of this in the impact assessment.","The impact assessment that you have presented is very good. It is based on facts, it is conclusive and it gets to the point.",FALSE,"It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment.",1004,1,NA,NA,""
"14",603627760,"11/26/2014 16:16:36","false",1483801986,"","11/26/2014 16:15:49","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.","It is based on facts, it is conclusive and it gets to the point. It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment.",FALSE,"I wonder how the College of Commissioners picked the year, for example.",1005,1,NA,NA,""
"15",603627760,"11/26/2014 16:16:53","false",1483802392,"","11/26/2014 16:15:40","false","neodev",0.8235,30504276,"CAN","ON","Sudbury","67.204.218.187",0,NA,"EN","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.","It is based on facts, it is conclusive and it gets to the point. It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment.",FALSE,"I wonder how the College of Commissioners picked the year, for example.",1005,1,NA,NA,""
"16",603627760,"11/26/2014 16:23:43","false",1483812377,"","11/26/2014 16:20:53","false","clixsense",0.8,29335044,"GBR","Q4","Bromsgrove","2.29.132.28",0,NA,"EN","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.","It is based on facts, it is conclusive and it gets to the point. It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment.",FALSE,"I wonder how the College of Commissioners picked the year, for example.",1005,1,NA,NA,""
"17",603627761,"11/26/2014 15:58:01","false",1483777831,"","11/26/2014 15:56:59","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.","It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment. I wonder how the College of Commissioners picked the year, for example.",FALSE,"There is absolutely no mention of this in the impact assessment.",1006,1,NA,NA,""
"18",603627761,"11/26/2014 16:00:08","false",1483780233,"","11/26/2014 15:57:14","false","neodev",0.8824,28375885,"ESP","39","Torrelavega","92.57.58.253",0,NA,"EN","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.","It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment. I wonder how the College of Commissioners picked the year, for example.",FALSE,"There is absolutely no mention of this in the impact assessment.",1006,1,NA,NA,""
"19",603627761,"11/26/2014 16:09:20","false",1483791765,"","11/26/2014 16:07:55","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.","It is a pity that the other members of the College of Commissioners have not read this impact assessment, because if they had read it, they would not have been able to present this proposal, which has nothing at all to do with the impact assessment. I wonder how the College of Commissioners picked the year, for example.",FALSE,"There is absolutely no mention of this in the impact assessment.",1006,1,NA,NA,""
"20",603627762,"11/26/2014 16:05:22","false",1483786560,"","11/26/2014 16:04:10","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.","I wonder how the College of Commissioners picked the year, for example. There is absolutely no mention of this in the impact assessment.",FALSE,"The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",1007,1,NA,NA,""
"21",603627762,"11/26/2014 16:06:09","false",1483787635,"","11/26/2014 16:04:28","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.","I wonder how the College of Commissioners picked the year, for example. There is absolutely no mention of this in the impact assessment.",FALSE,"The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",1007,1,NA,NA,""
"22",603627762,"11/26/2014 16:06:43","false",1483788403,"","11/26/2014 16:04:23","false","neodev",0.8824,30473188,"HRV","02","Slavonski Brod","93.143.188.0",1,NA,"EN","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.","I wonder how the College of Commissioners picked the year, for example. There is absolutely no mention of this in the impact assessment.",FALSE,"The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",1007,1,NA,NA,""
"23",603627763,"11/26/2014 16:12:42","false",1483796452,"","11/26/2014 16:10:53","false","neodev",0.8824,28375885,"ESP","39","Torrelavega","92.57.58.253",0,NA,"EN","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",FALSE,"However, it may be that they have also not understood the content.",1008,1,NA,NA,""
"24",603627763,"11/26/2014 16:12:58","false",1483796792,"","11/26/2014 16:10:58","false","clixsense",1,21331660,"IND","16","Wardha","182.73.3.78",0,NA,"EN","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",FALSE,"However, it may be that they have also not understood the content.",1008,1,NA,NA,""
"25",603627763,"11/26/2014 16:16:41","false",1483802150,"","11/26/2014 16:11:03","false","neodev",0.9091,30539148,"VNM","78","Da Nang","117.3.102.122",0,NA,"EN","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",FALSE,"However, it may be that they have also not understood the content.",1008,1,NA,NA,""
"26",603627763,"11/26/2014 16:19:57","false",1483806908,"","11/26/2014 16:16:29","false","neodev",1,30264023,"SRB","00","Belgrade","109.121.7.239",0,NA,"EN","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.","There is absolutely no mention of this in the impact assessment. The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be.",FALSE,"However, it may be that they have also not understood the content.",1008,1,NA,NA,""
"27",603627764,"11/26/2014 16:12:21","false",1483795889,"","11/26/2014 16:11:34","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.",FALSE,"None of the arguments in favour of this proposal can be seriously considered because they are not correct.",1009,1,NA,NA,""
"28",603627764,"11/26/2014 16:14:32","false",1483798841,"","11/26/2014 16:12:00","false","neodev",0.8462,29189983,"ROU","18","Galati","5.13.146.59",0,NA,"EN","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.",FALSE,"None of the arguments in favour of this proposal can be seriously considered because they are not correct.",1009,1,NA,NA,""
"29",603627764,"11/26/2014 16:20:50","false",1483808135,"","11/26/2014 16:18:02","false","clixsense",0.8,29335044,"GBR","Q4","Bromsgrove","2.29.132.28",1,NA,"EN","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.","The only thing which might explain it is that 2014 is exactly halfway between 2010 and 2018. That is what it must be. However, it may be that they have also not understood the content.",FALSE,"None of the arguments in favour of this proposal can be seriously considered because they are not correct.",1009,1,NA,NA,""
"30",603627765,"11/26/2014 16:13:12","false",1483797123,"","11/26/2014 16:12:23","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",0,NA,"EN","Of course, this is totally incorrect. It was a successor arrangement.","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.",FALSE,"There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",1010,1,NA,NA,""
"31",603627765,"11/26/2014 16:13:22","false",1483797332,"","11/26/2014 16:12:29","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","Of course, this is totally incorrect. It was a successor arrangement.","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.",FALSE,"There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",1010,1,NA,NA,""
"32",603627765,"11/26/2014 16:15:37","false",1483800583,"","11/26/2014 16:12:43","false","neodev",0.8824,30473188,"HRV","02","Slavonski Brod","93.143.188.0",1,NA,"EN","Of course, this is totally incorrect. It was a successor arrangement.","However, it may be that they have also not understood the content. None of the arguments in favour of this proposal can be seriously considered because they are not correct.",FALSE,"There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",1010,1,NA,NA,""
"33",603627766,"11/26/2014 16:09:59","false",1483792698,"","11/26/2014 16:09:11","false","neodev",0.8125,25133850,"UKR","07","Kharkov","93.77.74.221",-1,NA,"EN","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",FALSE,"Of course, this is totally incorrect.",1011,1,NA,NA,""
"34",603627766,"11/26/2014 16:11:30","false",1483794721,"","11/26/2014 16:09:13","false","clixsense",0.9231,27694255,"BRA","05","Salvador","187.59.193.191",-1,NA,"EN","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",FALSE,"Of course, this is totally incorrect.",1011,1,NA,NA,""
"35",603627766,"11/26/2014 16:12:00","false",1483795476,"","11/26/2014 16:09:20","false","clixsense",0.9091,29786784,"ITA","16","Pisa","78.13.148.115",0,NA,"EN","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.","None of the arguments in favour of this proposal can be seriously considered because they are not correct. There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining.",FALSE,"Of course, this is totally incorrect.",1011,1,NA,NA,""
"36",603627767,"11/26/2014 15:59:23","false",1483779404,"","11/26/2014 15:55:42","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.",FALSE,"It was a successor arrangement.",1012,1,NA,NA,""
"37",603627767,"11/26/2014 15:59:42","false",1483779727,"","11/26/2014 15:56:55","false","neodev",0.8824,30473188,"HRV","02","Slavonski Brod","93.143.188.0",1,NA,"EN","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.",FALSE,"It was a successor arrangement.",1012,1,NA,NA,""
"38",603627767,"11/26/2014 16:00:27","false",1483780588,"","11/26/2014 15:55:28","false","neodev",1,30538218,"HKG","00","Central District","123.255.103.50",1,NA,"EN","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?","There is the argument that the State aid scheme adopted in 2002, which is about to expire, was a phasing out arrangement for coal mining. Of course, this is totally incorrect.",FALSE,"It was a successor arrangement.",1012,1,NA,NA,""
"39",603627768,"11/26/2014 16:07:53","false",1483789907,"","11/26/2014 16:06:11","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.","Of course, this is totally incorrect. It was a successor arrangement.",FALSE,"I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",1013,1,NA,NA,""
"40",603627768,"11/26/2014 16:08:19","false",1483790460,"","11/26/2014 16:06:10","false","clixsense",0.9,24142050,"IND","19","Bangalore","14.99.10.67",0,NA,"EN","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.","Of course, this is totally incorrect. It was a successor arrangement.",FALSE,"I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",1013,1,NA,NA,""
"41",603627768,"11/26/2014 16:09:18","false",1483791725,"","11/26/2014 16:06:19","false","clixsense",0.9091,29786784,"ITA","16","Pisa","78.13.148.115",1,NA,"EN","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.","Of course, this is totally incorrect. It was a successor arrangement.",FALSE,"I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",1013,1,NA,NA,""
"42",603627769,"11/26/2014 15:59:23","false",1483779409,"","11/26/2014 15:55:42","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",0,NA,"EN","It was not a phasing out arrangement, it was a successor arrangement. At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",FALSE,"If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",1014,1,NA,NA,""
"43",603627769,"11/26/2014 15:59:42","false",1483779738,"","11/26/2014 15:56:55","false","neodev",0.8824,30473188,"HRV","02","Slavonski Brod","93.143.188.0",1,NA,"EN","It was not a phasing out arrangement, it was a successor arrangement. At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",FALSE,"If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",1014,1,NA,NA,""
"44",603627769,"11/26/2014 16:00:27","false",1483780590,"","11/26/2014 15:55:28","false","neodev",1,30538218,"HKG","00","Central District","123.255.103.50",-1,NA,"EN","It was not a phasing out arrangement, it was a successor arrangement. At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.","It was a successor arrangement. I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues.",FALSE,"If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",1014,1,NA,NA,""
"45",603627770,"11/26/2014 16:07:13","false",1483788987,"","11/26/2014 16:05:03","false","neodev",1,30435115,"ROU","42","Mizil","188.215.98.119",0,NA,"EN","At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again. Therefore, this argument is incorrect.","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",FALSE,"It was not a phasing out arrangement, it was a successor arrangement.",1015,1,NA,NA,""
"46",603627770,"11/26/2014 16:08:13","false",1483790372,"","11/26/2014 16:05:06","false","neodev",0.8824,28375885,"ESP","39","Torrelavega","92.57.58.253",0,NA,"EN","At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again. Therefore, this argument is incorrect.","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",FALSE,"It was not a phasing out arrangement, it was a successor arrangement.",1015,1,NA,NA,""
"47",603627770,"11/26/2014 16:10:08","false",1483792943,"","11/26/2014 16:05:06","false","neodev",0.7273,29899457,"BIH","01","Sarajevo","92.36.208.26",-1,NA,"EN","At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again. Therefore, this argument is incorrect.","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",FALSE,"It was not a phasing out arrangement, it was a successor arrangement.",1015,1,NA,NA,""
"48",603627770,"11/26/2014 16:14:19","false",1483798522,"","11/26/2014 16:10:10","false","neodev",0.7273,29899457,"BIH","01","Sarajevo","92.36.208.26",-1,NA,"EN","At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again. Therefore, this argument is incorrect.","I know this, because I was there and I was the rapporteur for Parliament in 2002. This is when the Treaty establishing the European Coal and Steel Community (ECSC) expired after 50 years and a successor arrangement was needed, not only with regard to aid, but also other issues. If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets?",FALSE,"It was not a phasing out arrangement, it was a successor arrangement.",1015,1,NA,NA,""
"49",603627771,"11/26/2014 16:12:27","false",1483796068,"","11/26/2014 16:11:10","false","clixsense",0.9091,30140975,"BIH","01","Lukavac","5.149.82.119",1,NA,"EN","Therefore, this argument is incorrect. The second argument which is put forward is the question of sustainability.","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.",FALSE,"At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.",1016,1,NA,NA,""
"50",603627771,"11/26/2014 16:14:31","false",1483798821,"","11/26/2014 16:11:55","false","clixsense",0.9167,12752164,"ROU","10","Bucharest","84.117.13.227",1,NA,"EN","Therefore, this argument is incorrect. The second argument which is put forward is the question of sustainability.","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.",FALSE,"At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.",1016,1,NA,NA,""
"51",603627771,"11/26/2014 16:14:39","false",1483799018,"","11/26/2014 16:11:31","false","clixsense",0.9231,27694255,"BRA","05","Salvador","187.59.193.191",1,NA,"EN","Therefore, this argument is incorrect. The second argument which is put forward is the question of sustainability.","If this had been a phasing out arrangement, what would have happened, for example, to the ECSC’s assets? It was not a phasing out arrangement, it was a successor arrangement.",FALSE,"At the time, we agreed with good reason on a period of eight years for this successor arrangement, after which we would look at the issue again.",1016,1,NA,NA,""
