_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,pub_scale,orig__golden,post_sentence,pre_sentence,orig_pub_scale,pub_scale_gold,pub_scale_gold_max,pub_scale_gold_min,pub_scale_gold_reason,reviewno,screener,sentence_text,sentenceid
620379119,12/4/2014 20:21:29,false,1493978971,,12/4/2014 20:15:14,false,clixsense,0.8333,28603673,IND,07,New Delhi,182.64.14.110,1,"","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.","","","","","",1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
620379119,12/4/2014 20:24:50,false,1493980348,,12/4/2014 20:20:38,false,clixsense,0.7778,12521318,RUS,47,Dubna,95.46.78.67,1,"","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","We now have five complete reviews in for your APSR submission. The reviews, as you can see are quite split on the piece.","","","","","",1,FALSE,"However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.",103
620379120,12/4/2014 20:27:10,false,1493981416,,12/4/2014 20:25:27,false,neodev,0.8333,30483554,HUN,05,Budapest,89.132.98.183,-1,"","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","",1,FALSE,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",104
620379120,12/4/2014 20:27:19,false,1493981470,,12/4/2014 20:25:03,false,neodev,0.7692,11911928,PRT,14,Lisbon,79.169.53.67,-1,"","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","",1,FALSE,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",104
620379120,12/4/2014 20:27:26,false,1493981522,,12/4/2014 20:25:29,false,clixsense,0.8571,6499347,SRB,00,Belgrade,46.240.244.239,0,"","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","",1,FALSE,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",104
620379120,12/4/2014 20:29:08,false,1493982311,,12/4/2014 20:25:31,false,neodev,0.8889,17698497,GRC,"","",85.73.81.249,1,"","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","",1,FALSE,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",104
620379120,12/4/2014 20:46:50,false,1493987938,,12/4/2014 20:45:33,false,neodev,0.7778,20045399,GBR,M2,Solihull,82.36.155.235,-1,"","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","The reviews, as you can see are quite split on the piece. However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper.","","","","","",1,FALSE,"Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.",104
620379121,12/4/2014 20:21:20,false,1493978863,,12/4/2014 20:19:25,false,neodev,0.8125,26068994,BGD,"","",27.147.255.242,-1,"","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.","","","","","",1,FALSE,"To be quite frank, this was very difficult decision for us.",105
620379121,12/4/2014 20:22:16,false,1493979215,,12/4/2014 20:19:37,false,neodev,0.7,24196940,IND,16,Mumbai,210.89.54.179,1,"","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.","","","","","",1,FALSE,"To be quite frank, this was very difficult decision for us.",105
620379121,12/4/2014 20:22:49,false,1493979519,,12/4/2014 20:19:35,false,neodev,1.0,28340590,GRC,11,Kozáni,94.67.75.44,-1,"","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.","","","","","",1,FALSE,"To be quite frank, this was very difficult decision for us.",105
620379121,12/4/2014 20:23:07,false,1493979621,,12/4/2014 20:19:02,false,neodev,0.7273,15090544,ESP,29,Torrejón De Velasco,83.53.40.44,0,"","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.","","","","","",1,FALSE,"To be quite frank, this was very difficult decision for us.",105
620379121,12/4/2014 20:28:24,false,1493981916,,12/4/2014 20:27:12,false,neodev,0.8333,30483554,HUN,05,Budapest,89.132.98.183,0,"","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","However after a great deal of thought and discussion with my colleagues on the editorial team,  we believe that there is considerable  potential to this paper. Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration.","","","","","",1,FALSE,"To be quite frank, this was very difficult decision for us.",105
620379122,12/4/2014 20:25:37,false,1493980616,,12/4/2014 20:23:43,false,neodev,0.7778,20045399,GBR,M2,Solihull,82.36.155.235,0,"","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","","","","","",1,FALSE,"The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.",106
620379122,12/4/2014 20:25:40,false,1493980670,,12/4/2014 20:23:45,false,neodev,0.8125,26068994,BGD,"","",27.147.255.242,0,"","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","","","","","",1,FALSE,"The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.",106
620379122,12/4/2014 20:26:57,false,1493981214,,12/4/2014 20:23:31,false,clixsense,1.0,9352867,CHL,14,Osorno,201.186.241.82,0,"","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","","","","","",1,FALSE,"The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.",106
620379122,12/4/2014 20:29:56,false,1493982539,,12/4/2014 20:28:26,false,neodev,0.8333,30483554,HUN,05,Budapest,89.132.98.183,0,"","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","","","","","",1,FALSE,"The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.",106
620379122,12/4/2014 20:31:18,false,1493983054,,12/4/2014 20:28:53,false,clixsense,0.9,7453387,GRC,14,Kavála,46.12.201.146,0,"","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","Thus we want to give you an opportunity to address the issues raised by the reviewers, and  would like to invite you to revise and resubmit your paper ""Crowd-sourced Coding of Political Texts"" (APSR-D-14-00400) for further consideration. To be quite frank, this was very difficult decision for us.","","","","","",1,FALSE,"The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.",106
620379123,12/4/2014 20:27:49,false,1493981630,,12/4/2014 20:26:01,false,clixsense,0.8462,27694255,BRA,05,Salvador,177.159.53.216,0,"","Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper. As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","","","","","",1,FALSE,"Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.",107
620379123,12/4/2014 20:28:30,false,1493981981,,12/4/2014 20:26:04,false,neodev,0.8,11018419,SRB,"","",188.2.118.133,-1,"","Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper. As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","","","","","",1,FALSE,"Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.",107
620379123,12/4/2014 20:28:58,false,1493982194,,12/4/2014 20:27:46,false,neodev,0.7778,20045399,GBR,M2,Solihull,82.36.155.235,0,"","Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper. As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","","","","","",1,FALSE,"Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.",107
620379123,12/4/2014 20:46:58,false,1493987971,,12/4/2014 20:45:29,false,neodev,0.8462,12290437,IND,09,Ahmedabad,122.179.148.167,-1,"","Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper. As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","","","","","",1,FALSE,"Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.",107
620379123,12/4/2014 20:47:22,false,1493988082,,12/4/2014 20:45:29,false,neodev,0.9091,29494718,VEN,05,Barinas,200.109.164.222,0,"","Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper. As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".","To be quite frank, this was very difficult decision for us. The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative.","","","","","",1,FALSE,"Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.",107
620379124,12/4/2014 20:27:10,false,1493981413,,12/4/2014 20:25:27,false,neodev,0.8333,30483554,HUN,05,Budapest,89.132.98.183,0,"","As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"". However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR.","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","","","","","",1,FALSE,"Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.",108
620379124,12/4/2014 20:27:19,false,1493981467,,12/4/2014 20:25:03,false,neodev,0.7692,11911928,PRT,14,Lisbon,79.169.53.67,0,"","As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"". However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR.","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","","","","","",1,FALSE,"Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.",108
620379124,12/4/2014 20:27:26,false,1493981521,,12/4/2014 20:25:29,false,clixsense,0.8571,6499347,SRB,00,Belgrade,46.240.244.239,0,"","As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"". However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR.","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","","","","","",1,FALSE,"Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.",108
620379124,12/4/2014 20:29:08,false,1493982309,,12/4/2014 20:25:31,false,neodev,0.8889,17698497,GRC,"","",85.73.81.249,0,"","As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"". However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR.","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","","","","","",1,FALSE,"Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.",108
620379124,12/4/2014 20:46:50,false,1493987935,,12/4/2014 20:45:33,false,neodev,0.7778,20045399,GBR,M2,Solihull,82.36.155.235,0,"","As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"". However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR.","The reviews, at best are split with reviewers 1 and 2 rather positive about the piece (although much of the their positive assessments are based on the potential important impact of the paper) whereas reviewers 3, 4, and 5 are rather negative. Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions.","","","","","",1,FALSE,"Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.",108
620379125,12/4/2014 20:16:33,false,1493976859,,12/4/2014 20:13:47,false,neodev,0.9375,30571937,GRC,35,Athens,79.166.125.87,1,"","However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR. In particular there appear to be three major objections to the paper expressed by the reviewers.","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","","","","","",1,FALSE,"As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".",109
620379125,12/4/2014 20:16:49,false,1493977004,,12/4/2014 20:14:28,false,clixsense,0.8571,6499347,SRB,00,Belgrade,46.240.244.239,1,"","However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR. In particular there appear to be three major objections to the paper expressed by the reviewers.","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","","","","","",1,FALSE,"As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".",109
620379125,12/4/2014 20:20:50,false,1493978640,,12/4/2014 20:19:01,false,clixsense,0.7,26721317,MKD,41,Skopje,77.28.253.198,1,"","However they all indicate, even the more positive reviewers, that there is great room for improvement, and that much more work needs to be done in order for this piece to be ready for the APSR. In particular there appear to be three major objections to the paper expressed by the reviewers.","Reviewers 3 and 4 recommend rejection of the paper, and reviewer 5 recommends very major revisions. Despite these differences in judgments, the reviewers are actually remarkably similar in their assessments, both positive and negative, about the paper.","","","","","",1,FALSE,"As to the positives, all of the reviewers see great potential to this piece, and see it as potentially having an enormously important transformative effect on how we go about the business of ""coding"".",109
